Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage ACS	Option=Double, Clear, Metal, Air	Option=Double, Clear, Metal, Air, Exterior Clear Storm	Option=Double, Clear, Non-metal, Air	Option=Double, Clear, Non-metal, Air, Exterior Clear Storm	Option=Double, Low-E, Non-metal, Air, M-Gain	Option=Single, Clear, Metal	Option=Single, Clear, Metal, Exterior Clear Storm	Option=Single, Clear, Non-metal	Option=Single, Clear, Non-metal, Exterior Clear Storm	Option=Triple, Low-E, Non-metal, Air, L-Gain	Option=Void	source_count	source_weight	fallback_count	fallback_weight
1A	Not Available	Multi-Family with 2 - 4 Units	Renter	1960-79	0	0	0	0	0	0	0	0	0	0	1	3	18754.8	41	334445
1A	0-100%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	1	13949.5	11	68009.4
1A	0-100%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.392234	0.0180526	0.0767556	0.00647695	0.0639709	0.336149	0.0154713	0.0221698	0.00102037	0.067699	0	0	0	26	329183
1A	0-100%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.114203	0.00525621	0.104697	0.00873601	0.0851128	0.492939	0.0226876	0.159048	0.00732019	0	0	1	13949.5	75	692841
1A	100-150%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	1	9813.4	11	68009.4
1A	100-150%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.392234	0.0180526	0.0767556	0.00647695	0.0639709	0.336149	0.0154713	0.0221698	0.00102037	0.067699	0	0	0	26	329183
1A	100-150%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.114203	0.00525621	0.104697	0.00873601	0.0851128	0.492939	0.0226876	0.159048	0.00732019	0	0	1	9813.4	75	692841
1A	150-200%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	3	17322.4	11	68009.4
1A	150-200%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.392234	0.0180526	0.0767556	0.00647695	0.0639709	0.336149	0.0154713	0.0221698	0.00102037	0.067699	0	1	1726.33	26	329183
1A	150-200%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.114203	0.00525621	0.104697	0.00873601	0.0851128	0.492939	0.0226876	0.159048	0.00732019	0	0	2	15596	75	692841
1A	200-300%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	4	1417.07	14	69242.1
1A	200-300%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.305286	0.0140508	0	0	0	0.58219	0.0267954	0.00471196	0.000216868	0.0667492	0	2	1160.92	17	115415
1A	200-300%	Multi-Family with 2 - 4 Units	Renter	1980-99	0	0	0.20216	0.0181437	0.192053	0.486698	0.0224003	0.075089	0.00345598	0	0	2	256.15	15	53578.6
1A	300-400%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	3	6114.62	23	100564
1A	300-400%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.305286	0.0140508	0	0	0	0.58219	0.0267954	0.00471196	0.000216868	0.0667492	0	1	1890.51	17	115415
1A	300-400%	Multi-Family with 2 - 4 Units	Renter	1980-99	0	0	0.20216	0.0181437	0.192053	0.486698	0.0224003	0.075089	0.00345598	0	0	2	4224.1	15	53578.6
1A	400%+	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	2	16735.9	36	362161
1A	400%+	Multi-Family with 2 - 4 Units	Owner	1980-99	0.534169	0.0245852	0.0518817	0.00367363	0.0279363	0.233659	0.0107542	0.0290391	0.00133653	0.0829655	0	0	0	13	175754
1A	400%+	Multi-Family with 2 - 4 Units	Renter	1980-99	0.187008	0.00860706	0.0800638	0.0064961	0.0610789	0.485285	0.0223353	0.142498	0.00655847	7.00402e-05	0	2	16735.9	23	186407
1A	Not Available	Multi-Family with 2 - 4 Units	Not Available	1980-99	0.194165	0.00893645	0.0805408	0.00717448	0.075341	0.570047	0.0262365	0.0359061	0.00165258	0	0	9	65352.8	29	228867
1A	Not Available	Multi-Family with 2 - 4 Units	Owner	1980-99	0	0	0	0	0	0	0	0	0	0	1	2	4777.76	10	92755.5
1A	Not Available	Multi-Family with 2 - 4 Units	Renter	1980-99	0	0	0	0	0	0	0	0	0	0	1	7	60575.1	19	136111
1A	0-100%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	0	0	31	301598
1A	0-100%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.331786	0.0152705	0.105158	0.0120997	0.157736	0.249455	0.0114812	0.111865	0.00514858	0	0	0	0	15	148214
1A	0-100%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.328388	0.0151141	0.0388296	0.00446784	0.0582444	0.39905	0.0183663	0.131487	0.00605171	0	0	0	0	25	247506
1A	100-150%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	0	0	31	301598
1A	100-150%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.331786	0.0152705	0.105158	0.0120997	0.157736	0.249455	0.0114812	0.111865	0.00514858	0	0	0	0	15	148214
1A	100-150%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.328388	0.0151141	0.0388296	0.00446784	0.0582444	0.39905	0.0183663	0.131487	0.00605171	0	0	0	0	25	247506
1A	150-200%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	0	0	31	301598
1A	150-200%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.331786	0.0152705	0.105158	0.0120997	0.157736	0.249455	0.0114812	0.111865	0.00514858	0	0	0	0	15	148214
1A	150-200%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.328388	0.0151141	0.0388296	0.00446784	0.0582444	0.39905	0.0183663	0.131487	0.00605171	0	0	0	0	25	247506
1A	200-300%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	0	0	33	274125
1A	200-300%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.0289061	0.00133041	0.128759	0.0148153	0.193138	0.428207	0.0197083	0.176991	0.00814602	0	0	0	0	11	71741.2
1A	200-300%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.0785465	0.00361511	0.0952804	0.0109632	0.142921	0.479872	0.0220862	0.12889	0.00593218	0.0318935	0	0	0	22	202384
1A	300-400%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	0	0	33	274125
1A	300-400%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.0289061	0.00133041	0.128759	0.0148153	0.193138	0.428207	0.0197083	0.176991	0.00814602	0	0	0	0	11	71741.2
1A	300-400%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.0785465	0.00361511	0.0952804	0.0109632	0.142921	0.479872	0.0220862	0.12889	0.00593218	0.0318935	0	0	0	22	202384
1A	400%+	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	1	11853.7	28	270854
1A	400%+	Multi-Family with 2 - 4 Units	Owner	2000-09	0.331786	0.0152705	0.105158	0.0120997	0.157736	0.249455	0.0114812	0.111865	0.00514858	0	0	0	0	15	148214
1A	400%+	Multi-Family with 2 - 4 Units	Renter	2000-09	0.226415	0.0104208	0.11231	0.0129227	0.168465	0.375145	0.0172661	0.0421768	0.00194119	0.0329368	0	1	11853.7	23	248473
1A	Not Available	Multi-Family with 2 - 4 Units	Not Available	2000-09	0.470642	0.0216614	0.0528156	0.00607711	0.0792235	0.252482	0.0116205	0	0	0.105478	0	1	11853.7	12	138784
1A	Not Available	Multi-Family with 2 - 4 Units	Owner	2000-09	0	0	0	0	0	0	0	0	0	0	1	0	0	15	148214
1A	Not Available	Multi-Family with 2 - 4 Units	Renter	2000-09	0	0	0	0	0	0	0	0	0	0	1	1	11853.7	57	698363
1A	0-100%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	0	0	29	270257
1A	0-100%	Multi-Family with 2 - 4 Units	Owner	2010s	0.295313	0.0135918	0	0.0107277	0.233083	0.236752	0.0108965	0.187949	0.00865039	0.00303583	0	0	0	56	638711
1A	0-100%	Multi-Family with 2 - 4 Units	Renter	2010s	0.349261	0.0160748	0	0.009074	0.197153	0.193154	0.00888992	0.216432	0.00996131	0	0	0	0	26	265337
1A	100-150%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	0	0	29	270257
1A	100-150%	Multi-Family with 2 - 4 Units	Owner	2010s	0.295313	0.0135918	0	0.0107277	0.233083	0.236752	0.0108965	0.187949	0.00865039	0.00303583	0	0	0	56	638711
1A	100-150%	Multi-Family with 2 - 4 Units	Renter	2010s	0.349261	0.0160748	0	0.009074	0.197153	0.193154	0.00888992	0.216432	0.00996131	0	0	0	0	26	265337
1A	150-200%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	0	0	29	270257
1A	150-200%	Multi-Family with 2 - 4 Units	Owner	2010s	0.295313	0.0135918	0	0.0107277	0.233083	0.236752	0.0108965	0.187949	0.00865039	0.00303583	0	0	0	56	638711
1A	150-200%	Multi-Family with 2 - 4 Units	Renter	2010s	0.349261	0.0160748	0	0.009074	0.197153	0.193154	0.00888992	0.216432	0.00996131	0	0	0	0	26	265337
1A	200-300%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	1	1091.03	17	133879
1A	200-300%	Multi-Family with 2 - 4 Units	Owner	2010s	0.295313	0.0135918	0	0.0107277	0.233083	0.236752	0.0108965	0.187949	0.00865039	0.00303583	0	0	0	56	638711
1A	200-300%	Multi-Family with 2 - 4 Units	Renter	2010s	0.290398	0.0133656	0	0.0107044	0.232578	0.251957	0.0115964	0.181067	0.00833365	0	0	1	1091.03	17	133879
1A	300-400%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	2	11942.9	17	133879
1A	300-400%	Multi-Family with 2 - 4 Units	Owner	2010s	0.295313	0.0135918	0	0.0107277	0.233083	0.236752	0.0108965	0.187949	0.00865039	0.00303583	0	0	0	56	638711
1A	300-400%	Multi-Family with 2 - 4 Units	Renter	2010s	0.290398	0.0133656	0	0.0107044	0.232578	0.251957	0.0115964	0.181067	0.00833365	0	0	2	11942.9	17	133879
1A	400%+	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	0	0	23	234574
1A	400%+	Multi-Family with 2 - 4 Units	Owner	2010s	0.295313	0.0135918	0	0.0107277	0.233083	0.236752	0.0108965	0.187949	0.00865039	0.00303583	0	0	0	56	638711
1A	400%+	Multi-Family with 2 - 4 Units	Renter	2010s	0.187364	0.00862344	0	0.0132261	0.287366	0.299408	0.0137803	0.173482	0.00798453	0.00876534	0	0	0	22	221214
1A	Not Available	Multi-Family with 2 - 4 Units	Not Available	2010s	0.295313	0.0135918	0	0.0107277	0.233083	0.236752	0.0108965	0.187949	0.00865039	0.00303583	0	2	13033.9	56	638711
1A	Not Available	Multi-Family with 2 - 4 Units	Owner	2010s	0	0	0	0	0	0	0	0	0	0	1	0	0	56	638711
1A	Not Available	Multi-Family with 2 - 4 Units	Renter	2010s	0	0	0	0	0	0	0	0	0	0	1	2	13033.9	52	620430
1A	0-100%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	1	1680.78	18	134653
1A	0-100%	Multi-Family with 2 - 4 Units	Owner	<1940	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	0	0	27	247382
1A	0-100%	Multi-Family with 2 - 4 Units	Renter	<1940	0	0	0.0276644	0.00254651	0.0276644	0.659824	0.0303685	0.164911	0.00759003	0.0794317	0	1	1680.78	15	118388
1A	100-150%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	0	0	18	134653
1A	100-150%	Multi-Family with 2 - 4 Units	Owner	<1940	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	0	0	27	247382
1A	100-150%	Multi-Family with 2 - 4 Units	Renter	<1940	0	0	0.0276644	0.00254651	0.0276644	0.659824	0.0303685	0.164911	0.00759003	0.0794317	0	0	0	15	118388
1A	150-200%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	0	0	18	134653
1A	150-200%	Multi-Family with 2 - 4 Units	Owner	<1940	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	0	0	27	247382
1A	150-200%	Multi-Family with 2 - 4 Units	Renter	<1940	0	0	0.0276644	0.00254651	0.0276644	0.659824	0.0303685	0.164911	0.00759003	0.0794317	0	0	0	15	118388
1A	200-300%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	1	314.361	12	57178.9
1A	200-300%	Multi-Family with 2 - 4 Units	Owner	<1940	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	0	0	27	247382
1A	200-300%	Multi-Family with 2 - 4 Units	Renter	<1940	0.110595	0.00509015	0.0540804	0.00497811	0.0540804	0.444981	0.0204803	0.249582	0.011487	0.0446463	0	1	314.361	22	210628
1A	300-400%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	1	1003.8	12	57178.9
1A	300-400%	Multi-Family with 2 - 4 Units	Owner	<1940	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	0	0	27	247382
1A	300-400%	Multi-Family with 2 - 4 Units	Renter	<1940	0.110595	0.00509015	0.0540804	0.00497811	0.0540804	0.444981	0.0204803	0.249582	0.011487	0.0446463	0	1	1003.8	22	210628
1A	400%+	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	0	0	27	247382
1A	400%+	Multi-Family with 2 - 4 Units	Owner	<1940	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	0	0	27	247382
1A	400%+	Multi-Family with 2 - 4 Units	Renter	<1940	0.110595	0.00509015	0.0540804	0.00497811	0.0540804	0.444981	0.0204803	0.249582	0.011487	0.0446463	0	0	0	22	210628
1A	Not Available	Multi-Family with 2 - 4 Units	Not Available	<1940	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	2	2998.94	27	247382
1A	Not Available	Multi-Family with 2 - 4 Units	Owner	<1940	0	0	0	0	0	0	0	0	0	0	1	0	0	27	247382
1A	Not Available	Multi-Family with 2 - 4 Units	Renter	<1940	0	0	0	0	0	0	0	0	0	0	1	2	2998.94	22	210628
1A	0-100%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	1	2191.01	18	134653
1A	0-100%	Multi-Family with 5+ Units	Owner	1940-59	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	0	0	27	247382
1A	0-100%	Multi-Family with 5+ Units	Renter	1940-59	0	0	0.0276644	0.00254651	0.0276644	0.659824	0.0303685	0.164911	0.00759003	0.0794317	0	1	2191.01	15	118388
1A	100-150%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	1	2375.37	18	134653
1A	100-150%	Multi-Family with 5+ Units	Owner	1940-59	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	0	0	27	247382
1A	100-150%	Multi-Family with 5+ Units	Renter	1940-59	0	0	0.0276644	0.00254651	0.0276644	0.659824	0.0303685	0.164911	0.00759003	0.0794317	0	1	2375.37	15	118388
1A	150-200%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	0	0	18	134653
1A	150-200%	Multi-Family with 5+ Units	Owner	1940-59	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	0	0	27	247382
1A	150-200%	Multi-Family with 5+ Units	Renter	1940-59	0	0	0.0276644	0.00254651	0.0276644	0.659824	0.0303685	0.164911	0.00759003	0.0794317	0	0	0	15	118388
1A	200-300%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	0	0	12	57178.9
1A	200-300%	Multi-Family with 5+ Units	Owner	1940-59	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	0	0	27	247382
1A	200-300%	Multi-Family with 5+ Units	Renter	1940-59	0.110595	0.00509015	0.0540804	0.00497811	0.0540804	0.444981	0.0204803	0.249582	0.011487	0.0446463	0	0	0	22	210628
1A	300-400%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	1	356.095	12	57178.9
1A	300-400%	Multi-Family with 5+ Units	Owner	1940-59	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	1	356.095	27	247382
1A	300-400%	Multi-Family with 5+ Units	Renter	1940-59	0.110595	0.00509015	0.0540804	0.00497811	0.0540804	0.444981	0.0204803	0.249582	0.011487	0.0446463	0	0	0	22	210628
1A	400%+	Multi-Family with 5+ Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	1	474.77	27	247382
1A	400%+	Multi-Family with 5+ Units	Owner	1940-59	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	1	474.77	27	247382
1A	400%+	Multi-Family with 5+ Units	Renter	1940-59	0.110595	0.00509015	0.0540804	0.00497811	0.0540804	0.444981	0.0204803	0.249582	0.011487	0.0446463	0	0	0	22	210628
1A	Not Available	Multi-Family with 5+ Units	Not Available	1940-59	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	3	5397.24	27	247382
1A	Not Available	Multi-Family with 5+ Units	Owner	1940-59	0	0	0	0	0	0	0	0	0	0	1	1	830.865	27	247382
1A	Not Available	Multi-Family with 5+ Units	Renter	1940-59	0	0	0	0	0	0	0	0	0	0	1	2	4566.38	22	210628
1A	0-100%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	11	108233	11	108233
1A	0-100%	Multi-Family with 5+ Units	Owner	1960-79	0.220411	0.0101444	0.0517838	0.00476671	0.0517838	0.418	0.0192385	0.0901507	0.00414919	0.129572	0	1	18606	33	340583
1A	0-100%	Multi-Family with 5+ Units	Renter	1960-79	0.210303	0.00967923	0	0	0	0.720146	0.0331448	0.0255508	0.00117598	0	0	10	89627.2	10	89627.2
1A	100-150%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	5	3528.74	16	44354.2
1A	100-150%	Multi-Family with 5+ Units	Owner	1960-79	0.220411	0.0101444	0.0517838	0.00476671	0.0517838	0.418	0.0192385	0.0901507	0.00414919	0.129572	0	1	764.783	33	340583
1A	100-150%	Multi-Family with 5+ Units	Renter	1960-79	0	0	0.0360677	0.00332004	0.0360677	0.869458	0.0400169	0.0144063	0.000663053	0	0	4	2763.95	13	28265.9
1A	150-200%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	11	40825.5	11	40825.5
1A	150-200%	Multi-Family with 5+ Units	Owner	1960-79	0.220411	0.0101444	0.0517838	0.00476671	0.0517838	0.418	0.0192385	0.0901507	0.00414919	0.129572	0	2	15323.6	33	340583
1A	150-200%	Multi-Family with 5+ Units	Renter	1960-79	0	0	0.0360677	0.00332004	0.0360677	0.869458	0.0400169	0.0144063	0.000663053	0	0	9	25501.9	13	28265.9
1A	200-300%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	20	161918	20	161918
1A	200-300%	Multi-Family with 5+ Units	Owner	1960-79	0.179985	0.00828381	0	0	0	0.529648	0.0243771	0.166384	0.00765785	0.0836647	0	9	48665.4	19	114198
1A	200-300%	Multi-Family with 5+ Units	Renter	1960-79	0.361622	0.0166437	0	0	0	0.400741	0.0184442	0.193637	0.00891216	0	0	11	113253	11	113253
1A	300-400%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	16	108012	16	108012
1A	300-400%	Multi-Family with 5+ Units	Owner	1960-79	0.0350847	0.00161478	0	0	0	0.64221	0.0295578	0.139325	0.00641247	0.145795	0	9	63479.9	10	65532.7
1A	300-400%	Multi-Family with 5+ Units	Renter	1960-79	0.452054	0.0208058	0	0	0	0.36496	0.0167973	0.138986	0.00639687	0	0	7	44531.7	18	157784
1A	400%+	Multi-Family with 5+ Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	22	98101.9	22	98101.9
1A	400%+	Multi-Family with 5+ Units	Owner	1960-79	0.361207	0.0166246	0	0	0	0.391424	0.0180154	0.0744915	0.00342848	0.134809	0	10	58089.2	10	58089.2
1A	400%+	Multi-Family with 5+ Units	Renter	1960-79	0.193912	0.00892484	0.0236432	0.00217636	0.0236432	0.655711	0.0301792	0.0590904	0.00271964	0	0	12	40012.7	12	40012.7
1A	Not Available	Multi-Family with 5+ Units	Not Available	1960-79	0.267894	0.0123299	0.00377533	0.00034752	0.00377533	0.551978	0.0254048	0.0966531	0.00444847	0.0333935	0	60	520619	60	520619
1A	Not Available	Multi-Family with 5+ Units	Owner	1960-79	0	0	0	0	0	0	0	0	0	0	1	22	204929	22	204929
1A	Not Available	Multi-Family with 5+ Units	Renter	1960-79	0	0	0	0	0	0	0	0	0	0	1	38	315690	38	315690
1A	0-100%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	4	8962.23	11	68009.4
1A	0-100%	Multi-Family with 5+ Units	Owner	1980-99	0.392234	0.0180526	0.0767556	0.00647695	0.0639709	0.336149	0.0154713	0.0221698	0.00102037	0.067699	0	1	2504.9	26	329183
1A	0-100%	Multi-Family with 5+ Units	Renter	1980-99	0.114203	0.00525621	0.104697	0.00873601	0.0851128	0.492939	0.0226876	0.159048	0.00732019	0	0	3	6457.33	75	692841
1A	100-150%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	0	0	11	68009.4
1A	100-150%	Multi-Family with 5+ Units	Owner	1980-99	0.392234	0.0180526	0.0767556	0.00647695	0.0639709	0.336149	0.0154713	0.0221698	0.00102037	0.067699	0	0	0	26	329183
1A	100-150%	Multi-Family with 5+ Units	Renter	1980-99	0.114203	0.00525621	0.104697	0.00873601	0.0851128	0.492939	0.0226876	0.159048	0.00732019	0	0	0	0	75	692841
1A	150-200%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	2	17961.9	11	68009.4
1A	150-200%	Multi-Family with 5+ Units	Owner	1980-99	0.392234	0.0180526	0.0767556	0.00647695	0.0639709	0.336149	0.0154713	0.0221698	0.00102037	0.067699	0	0	0	26	329183
1A	150-200%	Multi-Family with 5+ Units	Renter	1980-99	0.114203	0.00525621	0.104697	0.00873601	0.0851128	0.492939	0.0226876	0.159048	0.00732019	0	0	2	17961.9	75	692841
1A	200-300%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	10	67825	10	67825
1A	200-300%	Multi-Family with 5+ Units	Owner	1980-99	0.305286	0.0140508	0	0	0	0.58219	0.0267954	0.00471196	0.000216868	0.0667492	0	3	24787.5	17	115415
1A	200-300%	Multi-Family with 5+ Units	Renter	1980-99	0	0	0.20216	0.0181437	0.192053	0.486698	0.0224003	0.075089	0.00345598	0	0	7	43037.5	15	53578.6
1A	300-400%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	6	25207.5	23	100564
1A	300-400%	Multi-Family with 5+ Units	Owner	1980-99	0.305286	0.0140508	0	0	0	0.58219	0.0267954	0.00471196	0.000216868	0.0667492	0	2	19146.6	17	115415
1A	300-400%	Multi-Family with 5+ Units	Renter	1980-99	0	0	0.20216	0.0181437	0.192053	0.486698	0.0224003	0.075089	0.00345598	0	0	4	6060.87	15	53578.6
1A	400%+	Multi-Family with 5+ Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	5	43557.6	36	362161
1A	400%+	Multi-Family with 5+ Units	Owner	1980-99	0.534169	0.0245852	0.0518817	0.00367363	0.0279363	0.233659	0.0107542	0.0290391	0.00133653	0.0829655	0	4	41538.7	13	175754
1A	400%+	Multi-Family with 5+ Units	Renter	1980-99	0.187008	0.00860706	0.0800638	0.0064961	0.0610789	0.485285	0.0223353	0.142498	0.00655847	7.00402e-05	0	1	2018.85	23	186407
1A	Not Available	Multi-Family with 5+ Units	Not Available	1980-99	0.257476	0.0118504	0.0748354	0.00655364	0.0675574	0.532859	0.0245249	0.0232722	0.0010711	0	0	20	163514	20	163514
1A	Not Available	Multi-Family with 5+ Units	Owner	1980-99	0	0	0	0	0	0	0	0	0	0	1	8	87977.8	10	92755.5
1A	Not Available	Multi-Family with 5+ Units	Renter	1980-99	0	0	0	0	0	0	0	0	0	0	1	12	75536.4	12	75536.4
1A	0-100%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	3	38013.8	31	301598
1A	0-100%	Multi-Family with 5+ Units	Owner	2000-09	0.331786	0.0152705	0.105158	0.0120997	0.157736	0.249455	0.0114812	0.111865	0.00514858	0	0	1	1967.73	15	148214
1A	0-100%	Multi-Family with 5+ Units	Renter	2000-09	0.328388	0.0151141	0.0388296	0.00446784	0.0582444	0.39905	0.0183663	0.131487	0.00605171	0	0	2	36046	25	247506
1A	100-150%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	1	15516.2	31	301598
1A	100-150%	Multi-Family with 5+ Units	Owner	2000-09	0.331786	0.0152705	0.105158	0.0120997	0.157736	0.249455	0.0114812	0.111865	0.00514858	0	0	1	15516.2	15	148214
1A	100-150%	Multi-Family with 5+ Units	Renter	2000-09	0.328388	0.0151141	0.0388296	0.00446784	0.0582444	0.39905	0.0183663	0.131487	0.00605171	0	0	0	0	25	247506
1A	150-200%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	1	275.491	31	301598
1A	150-200%	Multi-Family with 5+ Units	Owner	2000-09	0.331786	0.0152705	0.105158	0.0120997	0.157736	0.249455	0.0114812	0.111865	0.00514858	0	0	1	275.491	15	148214
1A	150-200%	Multi-Family with 5+ Units	Renter	2000-09	0.328388	0.0151141	0.0388296	0.00446784	0.0582444	0.39905	0.0183663	0.131487	0.00605171	0	0	0	0	25	247506
1A	200-300%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	4	21804.2	33	274125
1A	200-300%	Multi-Family with 5+ Units	Owner	2000-09	0.0289061	0.00133041	0.128759	0.0148153	0.193138	0.428207	0.0197083	0.176991	0.00814602	0	0	2	4148.62	11	71741.2
