Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Has Zonal Electric Heating	Dependency=HVAC Heating Type	Dependency=Tenure	Option=55F	Option=60F	Option=62F	Option=65F	Option=67F	Option=68F	Option=70F	Option=72F	Option=75F	Option=76F	Option=78F	Option=80F	source_count	source_weight	fallback_count	fallback_weight
2A	Mobile Home	No	Non-Ducted Heating	Renter	0	0	0	0	0	0	0.623946	0.0997088	0.115606	0.112106	0.0486331	0	0	0	11	137456
2A	Mobile Home	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2A	Mobile Home	No	None	Owner	0	0.0572866	0.00933508	0.0802796	0.0440013	0.162855	0.233201	0.13366	0.200979	0.0468513	0.0191632	0.0123869	0	0	0	0
2A	Mobile Home	No	None	Renter	0	0.015667	0	0.0176874	0.010696	0.0221085	0.464203	0.227623	0.090845	0.0907384	0.0490996	0.0113323	0	0	0	0
2A	Mobile Home	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	21	217389
2A	Mobile Home	Yes	Ducted Heat Pump	Owner	0	0.281608	0	0.0443527	0	0.141031	0.154963	0.0594914	0.154722	0.0859295	0	0.0779016	0	0	15	141855
2A	Mobile Home	Yes	Ducted Heat Pump	Renter	0	0.0441779	0	0.0498748	0.0301606	0.0623414	0.173504	0.4604	0.0457841	0.0518535	0.0499484	0.0319548	0	0	23	220075
2A	Mobile Home	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	21	217389
2A	Mobile Home	Yes	Ducted Heating	Owner	0	0.281608	0	0.0443527	0	0.141031	0.154963	0.0594914	0.154722	0.0859295	0	0.0779016	0	0	15	141855
2A	Mobile Home	Yes	Ducted Heating	Renter	0	0.0441779	0	0.0498748	0.0301606	0.0623414	0.173504	0.4604	0.0457841	0.0518535	0.0499484	0.0319548	0	0	23	220075
2A	Mobile Home	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	21	217389
2A	Mobile Home	Yes	Non-Ducted Heat Pump	Owner	0	0.281608	0	0.0443527	0	0.141031	0.154963	0.0594914	0.154722	0.0859295	0	0.0779016	0	0	15	141855
2A	Mobile Home	Yes	Non-Ducted Heat Pump	Renter	0	0.0441779	0	0.0498748	0.0301606	0.0623414	0.173504	0.4604	0.0457841	0.0518535	0.0499484	0.0319548	0	0	23	220075
2A	Mobile Home	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	21	217389	21	217389
2A	Mobile Home	Yes	Non-Ducted Heating	Owner	0	0.281608	0	0.0443527	0	0.141031	0.154963	0.0594914	0.154722	0.0859295	0	0.0779016	15	141855	15	141855
2A	Mobile Home	Yes	Non-Ducted Heating	Renter	0	0.0441779	0	0.0498748	0.0301606	0.0623414	0.173504	0.4604	0.0457841	0.0518535	0.0499484	0.0319548	6	75533.7	23	220075
2A	Mobile Home	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2A	Mobile Home	Yes	None	Owner	0	0.0572866	0.00933508	0.0802796	0.0440013	0.162855	0.233201	0.13366	0.200979	0.0468513	0.0191632	0.0123869	0	0	0	0
2A	Mobile Home	Yes	None	Renter	0	0.015667	0	0.0176874	0.010696	0.0221085	0.464203	0.227623	0.090845	0.0907384	0.0490996	0.0113323	0	0	0	0
2A	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	20	217508	20	217508
2A	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Owner	0	0	0	0.0567951	0	0.0582595	0.205547	0.136169	0.349504	0.193725	0	0	1	10159.7	19	255662
2A	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Renter	0	0	0	0	0	0.0981958	0.237635	0.270174	0.25813	0	0.135866	0	19	207348	19	207348
2A	Multi-Family with 2 - 4 Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	28	301948	28	301948
2A	Multi-Family with 2 - 4 Units	No	Ducted Heating	Owner	0	0	0	0.0567951	0	0.0582595	0.205547	0.136169	0.349504	0.193725	0	0	2	16335.6	19	255662
2A	Multi-Family with 2 - 4 Units	No	Ducted Heating	Renter	0	0.0401473	0.0347065	0	0	0.0800184	0.294485	0.0911465	0.298219	0.118074	0.043203	0	26	285613	26	285613
2A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	217508
2A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Owner	0	0	0	0.0567951	0	0.0582595	0.205547	0.136169	0.349504	0.193725	0	0	0	0	19	255662
2A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Renter	0	0	0	0	0	0.0981958	0.237635	0.270174	0.25813	0	0.135866	0	0	0	19	207348
2A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28	301948
2A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Owner	0	0	0	0.0567951	0	0.0582595	0.205547	0.136169	0.349504	0.193725	0	0	0	0	19	255662
2A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Renter	0	0.0401473	0.0347065	0	0	0.0800184	0.294485	0.0911465	0.298219	0.118074	0.043203	0	0	0	26	285613
2A	Multi-Family with 2 - 4 Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2A	Multi-Family with 2 - 4 Units	No	None	Owner	0	0.0253975	0.00421389	0.0465111	0	0.0798138	0.204247	0.130349	0.346714	0.140494	0.0152435	0.00701649	0	0	0	0
2A	Multi-Family with 2 - 4 Units	No	None	Renter	0	0.0192211	0.0166162	0	0	0.0958591	0.24083	0.19276	0.289992	0.0565298	0.0881921	0	0	0	0	0
2A	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	117340
2A	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Owner	0	0.0743762	0.0123403	0.0266788	0	0.121381	0.201738	0.119125	0.341334	0.0378387	0.0446402	0.0205477	0	0	79	750726
2A	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Renter	0	0	0	0	0	0.134853	0.0993034	0.317957	0.331081	0	0.116806	0	0	0	10	103601
2A	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	117340
2A	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Owner	0	0.0743762	0.0123403	0.0266788	0	0.121381	0.201738	0.119125	0.341334	0.0378387	0.0446402	0.0205477	0	0	79	750726
2A	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Renter	0	0	0	0	0	0.134853	0.0993034	0.317957	0.331081	0	0.116806	0	0	0	10	103601
2A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	117340
2A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Owner	0	0.0743762	0.0123403	0.0266788	0	0.121381	0.201738	0.119125	0.341334	0.0378387	0.0446402	0.0205477	0	0	79	750726
2A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Renter	0	0	0	0	0	0.134853	0.0993034	0.317957	0.331081	0	0.116806	0	0	0	10	103601
2A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	12	117340	12	117340
2A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Owner	0	0.0743762	0.0123403	0.0266788	0	0.121381	0.201738	0.119125	0.341334	0.0378387	0.0446402	0.0205477	2	13739	79	750726
2A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Renter	0	0	0	0	0	0.134853	0.0993034	0.317957	0.331081	0	0.116806	0	10	103601	10	103601
2A	Multi-Family with 2 - 4 Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2A	Multi-Family with 2 - 4 Units	Yes	None	Owner	0	0.0253975	0.00421389	0.0465111	0	0.0798138	0.204247	0.130349	0.346714	0.140494	0.0152435	0.00701649	0	0	0	0
2A	Multi-Family with 2 - 4 Units	Yes	None	Renter	0	0.0192211	0.0166162	0	0	0.0958591	0.24083	0.19276	0.289992	0.0565298	0.0881921	0	0	0	0	0
2A	Multi-Family with 5+ Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	47	691453	49	710735
2A	Multi-Family with 5+ Units	No	Ducted Heat Pump	Owner	0	0	0	0.0633615	0	0.0649953	0.211591	0.107578	0.336351	0.216123	0	0	8	124080	16	229166
2A	Multi-Family with 5+ Units	No	Ducted Heat Pump	Renter	0	0	0	0	0.0709557	0.0340137	0.279624	0.0975604	0.252513	0.181865	0.0203855	0.0630832	39	567373	41	586655
2A	Multi-Family with 5+ Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	59	823980	64	897502
2A	Multi-Family with 5+ Units	No	Ducted Heating	Owner	0	0	0	0.0633615	0	0.0649953	0.211591	0.107578	0.336351	0.216123	0	0	8	105086	16	229166
2A	Multi-Family with 5+ Units	No	Ducted Heating	Renter	0	0.0322283	0	0	0	0.0798628	0.349982	0.219354	0.244586	0.0559571	0.0180295	0	51	718894	56	792416
2A	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	2	19281.9	49	710735
2A	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Owner	0	0	0	0.0633615	0	0.0649953	0.211591	0.107578	0.336351	0.216123	0	0	0	0	16	229166
2A	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Renter	0	0	0	0	0.0709557	0.0340137	0.279624	0.0975604	0.252513	0.181865	0.0203855	0.0630832	2	19281.9	41	586655
2A	Multi-Family with 5+ Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	5	73522.4	64	897502
2A	Multi-Family with 5+ Units	No	Non-Ducted Heating	Owner	0	0	0	0.0633615	0	0.0649953	0.211591	0.107578	0.336351	0.216123	0	0	0	0	16	229166
2A	Multi-Family with 5+ Units	No	Non-Ducted Heating	Renter	0	0.0322283	0	0	0	0.0798628	0.349982	0.219354	0.244586	0.0559571	0.0180295	0	5	73522.4	56	792416
2A	Multi-Family with 5+ Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2A	Multi-Family with 5+ Units	No	None	Owner	0	0.00574481	0.000953163	0.0605281	0	0.0693505	0.21083	0.10847	0.336736	0.202352	0.00344801	0.0015871	0	0	0	0
2A	Multi-Family with 5+ Units	No	None	Renter	0	0.0151004	0	0.00998376	0.0246132	0.0780655	0.310797	0.171535	0.220533	0.111947	0.025558	0.0318661	0	0	0	0
2A	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	23	331341
2A	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Owner	0	0.0743762	0.0123403	0.0266788	0	0.121381	0.201738	0.119125	0.341334	0.0378387	0.0446402	0.0205477	0	0	79	750726
2A	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Renter	0	0	0	0.0540905	0	0.156292	0.269913	0.189172	0.0993716	0.122681	0.0543904	0.0540905	0	0	22	312159
2A	Multi-Family with 5+ Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	23	331341
2A	Multi-Family with 5+ Units	Yes	Ducted Heating	Owner	0	0.0743762	0.0123403	0.0266788	0	0.121381	0.201738	0.119125	0.341334	0.0378387	0.0446402	0.0205477	0	0	79	750726
2A	Multi-Family with 5+ Units	Yes	Ducted Heating	Renter	0	0	0	0.0540905	0	0.156292	0.269913	0.189172	0.0993716	0.122681	0.0543904	0.0540905	0	0	22	312159
2A	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	23	331341
2A	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Owner	0	0.0743762	0.0123403	0.0266788	0	0.121381	0.201738	0.119125	0.341334	0.0378387	0.0446402	0.0205477	0	0	79	750726
2A	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Renter	0	0	0	0.0540905	0	0.156292	0.269913	0.189172	0.0993716	0.122681	0.0543904	0.0540905	0	0	22	312159
2A	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	23	331341	23	331341
2A	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Owner	0	0.0743762	0.0123403	0.0266788	0	0.121381	0.201738	0.119125	0.341334	0.0378387	0.0446402	0.0205477	1	19182.4	79	750726
2A	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Renter	0	0	0	0.0540905	0	0.156292	0.269913	0.189172	0.0993716	0.122681	0.0543904	0.0540905	22	312159	22	312159
2A	Multi-Family with 5+ Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2A	Multi-Family with 5+ Units	Yes	None	Owner	0	0.00574481	0.000953163	0.0605281	0	0.0693505	0.21083	0.10847	0.336736	0.202352	0.00344801	0.0015871	0	0	0	0
2A	Multi-Family with 5+ Units	Yes	None	Renter	0	0.0151004	0	0.00998376	0.0246132	0.0780655	0.310797	0.171535	0.220533	0.111947	0.025558	0.0318661	0	0	0	0
2A	Single-Family Attached	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	28	167144	29	169258
2A	Single-Family Attached	No	Ducted Heat Pump	Owner	0	0	0	0.0275174	0.0595174	0.176824	0.189767	0.257397	0.17727	0.0547307	0.0569759	0	20	122033	21	124146
2A	Single-Family Attached	No	Ducted Heat Pump	Renter	0	0.0833174	0	0	0.0113504	0.0926509	0.216248	0.302689	0.181615	0	0.0773784	0.0347514	8	45111.7	28	168389
2A	Single-Family Attached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	44	255174	45	260932
2A	Single-Family Attached	No	Ducted Heating	Owner	0	0	0	0	0.0814074	0.141913	0.0468824	0.428206	0.0277116	0.193907	0.0253824	0.0545908	25	137655	25	137655
2A	Single-Family Attached	No	Ducted Heating	Renter	0	0.04671	0	0	0.015504	0.10323	0.252052	0.354606	0.117847	0	0.0625837	0.0474682	19	117519	20	123277
2A	Single-Family Attached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	1	2113.79	29	169258
2A	Single-Family Attached	No	Non-Ducted Heat Pump	Owner	0	0	0	0.0275174	0.0595174	0.176824	0.189767	0.257397	0.17727	0.0547307	0.0569759	0	1	2113.79	21	124146
2A	Single-Family Attached	No	Non-Ducted Heat Pump	Renter	0	0.0833174	0	0	0.0113504	0.0926509	0.216248	0.302689	0.181615	0	0.0773784	0.0347514	0	0	28	168389
2A	Single-Family Attached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	1	5758.29	45	260932
2A	Single-Family Attached	No	Non-Ducted Heating	Owner	0	0	0	0	0.0814074	0.141913	0.0468824	0.428206	0.0277116	0.193907	0.0253824	0.0545908	0	0	25	137655
2A	Single-Family Attached	No	Non-Ducted Heating	Renter	0	0.04671	0	0	0.015504	0.10323	0.252052	0.354606	0.117847	0	0.0625837	0.0474682	1	5758.29	20	123277
2A	Single-Family Attached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2A	Single-Family Attached	No	None	Owner	0	0.006275	0.00104113	0.014336	0.0657822	0.157007	0.123193	0.331619	0.109623	0.121656	0.0411496	0.0283177	0	0	0	0
2A	Single-Family Attached	No	None	Renter	0	0.0551183	0	0.00565451	0.0161791	0.0960812	0.234642	0.354268	0.124823	0.00587884	0.0646654	0.0426888	0	0	0	0
2A	Single-Family Attached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	93	877160
2A	Single-Family Attached	Yes	Ducted Heat Pump	Owner	0	0.0849756	0.0140989	0.0304808	0	0.138679	0.230487	0.136102	0.247467	0.0432311	0.0510019	0.0234759	0	0	70	657085
2A	Single-Family Attached	Yes	Ducted Heat Pump	Renter	0	0.0441779	0	0.0498748	0.0301606	0.0623414	0.173504	0.4604	0.0457841	0.0518535	0.0499484	0.0319548	0	0	23	220075
2A	Single-Family Attached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	93	877160
2A	Single-Family Attached	Yes	Ducted Heating	Owner	0	0.0849756	0.0140989	0.0304808	0	0.138679	0.230487	0.136102	0.247467	0.0432311	0.0510019	0.0234759	0	0	70	657085
2A	Single-Family Attached	Yes	Ducted Heating	Renter	0	0.0441779	0	0.0498748	0.0301606	0.0623414	0.173504	0.4604	0.0457841	0.0518535	0.0499484	0.0319548	0	0	23	220075
2A	Single-Family Attached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	93	877160
2A	Single-Family Attached	Yes	Non-Ducted Heat Pump	Owner	0	0.0849756	0.0140989	0.0304808	0	0.138679	0.230487	0.136102	0.247467	0.0432311	0.0510019	0.0234759	0	0	70	657085
2A	Single-Family Attached	Yes	Non-Ducted Heat Pump	Renter	0	0.0441779	0	0.0498748	0.0301606	0.0623414	0.173504	0.4604	0.0457841	0.0518535	0.0499484	0.0319548	0	0	23	220075
2A	Single-Family Attached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	6	42406.2	93	877160
2A	Single-Family Attached	Yes	Non-Ducted Heating	Owner	0	0.0849756	0.0140989	0.0304808	0	0.138679	0.230487	0.136102	0.247467	0.0432311	0.0510019	0.0234759	3	20874	70	657085
2A	Single-Family Attached	Yes	Non-Ducted Heating	Renter	0	0.0441779	0	0.0498748	0.0301606	0.0623414	0.173504	0.4604	0.0457841	0.0518535	0.0499484	0.0319548	3	21532.1	23	220075
2A	Single-Family Attached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2A	Single-Family Attached	Yes	None	Owner	0	0.006275	0.00104113	0.014336	0.0657822	0.157007	0.123193	0.331619	0.109623	0.121656	0.0411496	0.0283177	0	0	0	0
2A	Single-Family Attached	Yes	None	Renter	0	0.0551183	0	0.00565451	0.0161791	0.0960812	0.234642	0.354268	0.124823	0.00587884	0.0646654	0.0426888	0	0	0	0
2A	Single-Family Detached	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	272	2.59465e+06	282	2.70464e+06
2A	Single-Family Detached	No	Ducted Heat Pump	Owner	0	0.00922363	0	0.0217578	0.0338106	0.165787	0.284568	0.244217	0.136771	0.0541401	0.035262	0.0144627	243	2.29117e+06	253	2.40116e+06
2A	Single-Family Detached	No	Ducted Heat Pump	Renter	0	0	0	0.0995593	0.0460594	0.0846172	0.301205	0.221914	0.0826044	0.0654087	0.0807387	0.0178937	29	303483	29	303483
2A	Single-Family Detached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	563	5.03391e+06	585	5.2229e+06
2A	Single-Family Detached	No	Ducted Heating	Owner	0	0.0189543	0	0.0368613	0.0344343	0.175365	0.245231	0.242688	0.154709	0.0416221	0.0431915	0.00694352	502	4.43521e+06	519	4.59006e+06
2A	Single-Family Detached	No	Ducted Heating	Renter	0	0.0259012	0.0407098	0.0900204	0.0551494	0.0694987	0.170811	0.230994	0.16724	0.0875114	0.0337787	0.0283852	61	598708	66	632843
2A	Single-Family Detached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	10	109988	282	2.70464e+06
2A	Single-Family Detached	No	Non-Ducted Heat Pump	Owner	0	0.00922363	0	0.0217578	0.0338106	0.165787	0.284568	0.244217	0.136771	0.0541401	0.035262	0.0144627	10	109988	253	2.40116e+06
2A	Single-Family Detached	No	Non-Ducted Heat Pump	Renter	0	0	0	0.0995593	0.0460594	0.0846172	0.301205	0.221914	0.0826044	0.0654087	0.0807387	0.0178937	0	0	29	303483
2A	Single-Family Detached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	22	188984	585	5.2229e+06
2A	Single-Family Detached	No	Non-Ducted Heating	Owner	0	0.0189543	0	0.0368613	0.0344343	0.175365	0.245231	0.242688	0.154709	0.0416221	0.0431915	0.00694352	17	154848	519	4.59006e+06
2A	Single-Family Detached	No	Non-Ducted Heating	Renter	0	0.0259012	0.0407098	0.0900204	0.0551494	0.0694987	0.170811	0.230994	0.16724	0.0875114	0.0337787	0.0283852	5	34135.1	66	632843
2A	Single-Family Detached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2A	Single-Family Detached	No	None	Owner	0	0.0167038	0.00123761	0.0314173	0.0319601	0.168885	0.258601	0.237971	0.156415	0.0450552	0.0422725	0.00948136	0	0	0	0
2A	Single-Family Detached	No	None	Renter	0	0.0246512	0.0243199	0.0823	0.0461414	0.0787111	0.206482	0.240111	0.133085	0.08179	0.0536863	0.028722	0	0	0	0
2A	Single-Family Detached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	66	617365
2A	Single-Family Detached	Yes	Ducted Heat Pump	Owner	0	0.0321402	0.0187399	0.0277873	0	0.123762	0.256622	0.163832	0.267671	0.0328042	0.0677904	0.00884979	0	0	52	494356
2A	Single-Family Detached	Yes	Ducted Heat Pump	Renter	0	0.0790385	0	0	0	0.111535	0.156306	0.331905	0.0819122	0.0927708	0.0893625	0.0571702	0	0	14	123009
2A	Single-Family Detached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	66	617365
2A	Single-Family Detached	Yes	Ducted Heating	Owner	0	0.0321402	0.0187399	0.0277873	0	0.123762	0.256622	0.163832	0.267671	0.0328042	0.0677904	0.00884979	0	0	52	494356
2A	Single-Family Detached	Yes	Ducted Heating	Renter	0	0.0790385	0	0	0	0.111535	0.156306	0.331905	0.0819122	0.0927708	0.0893625	0.0571702	0	0	14	123009
2A	Single-Family Detached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	66	617365
2A	Single-Family Detached	Yes	Non-Ducted Heat Pump	Owner	0	0.0321402	0.0187399	0.0277873	0	0.123762	0.256622	0.163832	0.267671	0.0328042	0.0677904	0.00884979	0	0	52	494356
2A	Single-Family Detached	Yes	Non-Ducted Heat Pump	Renter	0	0.0790385	0	0	0	0.111535	0.156306	0.331905	0.0819122	0.0927708	0.0893625	0.0571702	0	0	14	123009
2A	Single-Family Detached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	66	617365	66	617365
2A	Single-Family Detached	Yes	Non-Ducted Heating	Owner	0	0.0321402	0.0187399	0.0277873	0	0.123762	0.256622	0.163832	0.267671	0.0328042	0.0677904	0.00884979	52	494356	52	494356
2A	Single-Family Detached	Yes	Non-Ducted Heating	Renter	0	0.0790385	0	0	0	0.111535	0.156306	0.331905	0.0819122	0.0927708	0.0893625	0.0571702	14	123009	14	123009
2A	Single-Family Detached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2A	Single-Family Detached	Yes	None	Owner	0	0.0167038	0.00123761	0.0314173	0.0319601	0.168885	0.258601	0.237971	0.156415	0.0450552	0.0422725	0.00948136	0	0	0	0
2A	Single-Family Detached	Yes	None	Renter	0	0.0246512	0.0243199	0.0823	0.0461414	0.0787111	0.206482	0.240111	0.133085	0.08179	0.0536863	0.028722	0	0	0	0
2B	Mobile Home	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	7	58004.2	24	166797
2B	Mobile Home	No	Ducted Heat Pump	Owner	0	0.0469553	0	0.103153	0.0361516	0.250412	0.165785	0.269041	0.0387671	0.0897347	0	0	7	58004.2	20	142214
2B	Mobile Home	No	Ducted Heat Pump	Renter	0	0.0229749	0.0200529	0.0178112	0.0146103	0.0694145	0.285957	0.137576	0.202094	0.0790504	0.112269	0.0381898	0	0	48	243465
2B	Mobile Home	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	15	95522.5	15	95522.5
2B	Mobile Home	No	Ducted Heating	Owner	0	0	0	0.206794	0.0724739	0.178067	0.254725	0.192892	0	0.0950484	0	0	11	70939.6	11	70939.6
2B	Mobile Home	No	Ducted Heating	Renter	0	0.0229749	0.0200529	0.0178112	0.0146103	0.0694145	0.285957	0.137576	0.202094	0.0790504	0.112269	0.0381898	4	24582.9	48	243465
2B	Mobile Home	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	2	13270.2	24	166797
2B	Mobile Home	No	Non-Ducted Heat Pump	Owner	0	0.0469553	0	0.103153	0.0361516	0.250412	0.165785	0.269041	0.0387671	0.0897347	0	0	2	13270.2	20	142214
2B	Mobile Home	No	Non-Ducted Heat Pump	Renter	0	0.0229749	0.0200529	0.0178112	0.0146103	0.0694145	0.285957	0.137576	0.202094	0.0790504	0.112269	0.0381898	0	0	48	243465
2B	Mobile Home	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	95522.5
2B	Mobile Home	No	Non-Ducted Heating	Owner	0	0	0	0.206794	0.0724739	0.178067	0.254725	0.192892	0	0.0950484	0	0	0	0	11	70939.6
2B	Mobile Home	No	Non-Ducted Heating	Renter	0	0.0229749	0.0200529	0.0178112	0.0146103	0.0694145	0.285957	0.137576	0.202094	0.0790504	0.112269	0.0381898	0	0	48	243465
2B	Mobile Home	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2B	Mobile Home	No	None	Owner	0	0.0199618	0	0.136243	0.0460346	0.181801	0.200889	0.221467	0.0277552	0.078366	0.0289469	0.0585344	0	0	0	0
2B	Mobile Home	No	None	Renter	0	0.0142435	0.012432	0.0680217	0.00905779	0.0766284	0.307569	0.0852913	0.159155	0.099542	0.144383	0.023676	0	0	0	0
2B	Mobile Home	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	103295
2B	Mobile Home	Yes	Ducted Heat Pump	Owner	0	0	0	0.0322241	0	0	0.149121	0.167867	0.0742968	0	0.190757	0.385735	0	0	13	88225
2B	Mobile Home	Yes	Ducted Heat Pump	Renter	0	0	0	0.149929	0	0.0883964	0.342825	0	0.0891093	0.13297	0.19677	0	0	0	14	132482
2B	Mobile Home	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	103295
2B	Mobile Home	Yes	Ducted Heating	Owner	0	0	0	0.0322241	0	0	0.149121	0.167867	0.0742968	0	0.190757	0.385735	0	0	13	88225
2B	Mobile Home	Yes	Ducted Heating	Renter	0	0	0	0.149929	0	0.0883964	0.342825	0	0.0891093	0.13297	0.19677	0	0	0	14	132482
2B	Mobile Home	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	103295
2B	Mobile Home	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.0322241	0	0	0.149121	0.167867	0.0742968	0	0.190757	0.385735	0	0	13	88225
