Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Option=EF 12, National Average	Option=None	Option=Void	source_count	source_weight	fallback_count	fallback_weight
0-100%	Mobile Home	KS	Owner	0.510318	0.489682	0	1	8048.63	21	97626.2
0-100%	Mobile Home	KS	Renter	0.183776	0.816224	0	0	0	39	214186
100-150%	Mobile Home	KS	Not Available	0	0	1	2	6788.03	24	75048.4
100-150%	Mobile Home	KS	Owner	0.513175	0.486825	0	1	6156.95	19	64797.7
100-150%	Mobile Home	KS	Renter	0.548762	0.451238	0	1	631.085	36	94079.5
150-200%	Mobile Home	KS	Not Available	0	0	1	2	7800.24	10	25547
150-200%	Mobile Home	KS	Owner	0.665744	0.334256	0	1	739.63	154	445824
150-200%	Mobile Home	KS	Renter	0.424833	0.575167	0	1	7060.61	39	95242.9
200-300%	Mobile Home	KS	Not Available	0	0	1	3	16298.8	18	71679.5
200-300%	Mobile Home	KS	Owner	0.869844	0.130156	0	2	10140.2	14	55902.7
200-300%	Mobile Home	KS	Renter	0.612731	0.387269	0	1	6158.66	51	158461
300-400%	Mobile Home	KS	Not Available	0	0	1	0	0	377	1.01343e+06
300-400%	Mobile Home	KS	Owner	0.670587	0.329413	0	0	0	345	939314
300-400%	Mobile Home	KS	Renter	0.476399	0.523601	0	0	0	32	74117.6
400%+	Mobile Home	KS	Not Available	0	0	1	1	4707.94	10	21991.1
400%+	Mobile Home	KS	Owner	0.956246	0.0437541	0	1	4707.94	10	21991.1
400%+	Mobile Home	KS	Renter	0.353907	0.646093	0	0	0	55	174172
Not Available	Mobile Home	KS	Not Available	0.580697	0.419303	0	7	43643.7	68	348737
Not Available	Mobile Home	KS	Owner	0	0	1	5	29793.3	55	272686
Not Available	Mobile Home	KS	Renter	0	0	1	2	13850.3	13	76050.8
0-100%	Mobile Home	KY	Not Available	0	0	1	9	24660.6	56	300056
0-100%	Mobile Home	KY	Owner	0.469524	0.530476	0	7	20296.9	36	189600
0-100%	Mobile Home	KY	Renter	0.465247	0.534753	0	2	4363.62	20	110456
100-150%	Mobile Home	KY	Not Available	0	0	1	7	19269.1	34	111812
100-150%	Mobile Home	KY	Owner	0.550883	0.449117	0	6	16686.6	25	82902.8
100-150%	Mobile Home	KY	Renter	0.35777	0.64223	0	1	2582.51	48	169588
150-200%	Mobile Home	KY	Not Available	0	0	1	8	28579.7	29	128149
150-200%	Mobile Home	KY	Owner	0.377136	0.622864	0	5	16898.6	20	91910.6
150-200%	Mobile Home	KY	Renter	0.247495	0.752505	0	3	11681	36	101315
200-300%	Mobile Home	KY	Not Available	0	0	1	11	33841	11	33841
200-300%	Mobile Home	KY	Owner	0.28381	0.71619	0	9	27050	29	89660.6
200-300%	Mobile Home	KY	Renter	0.131308	0.868692	0	2	6790.92	47	146494
300-400%	Mobile Home	KY	Not Available	0	0	1	2	3705.75	16	52300.6
300-400%	Mobile Home	KY	Owner	0.48826	0.51174	0	2	3705.75	15	47328.8
300-400%	Mobile Home	KY	Renter	0.355061	0.644939	0	0	0	21	65465.7
400%+	Mobile Home	KY	Not Available	0	0	1	5	13992.7	20	68860.9
400%+	Mobile Home	KY	Owner	0.668375	0.331625	0	5	13992.7	19	68852.2
400%+	Mobile Home	KY	Renter	0.17263	0.82737	0	0	0	37	130134
Not Available	Mobile Home	KY	Not Available	0.456131	0.543869	0	31	124049	31	124049
Not Available	Mobile Home	KY	Owner	0	0	1	25	98630.6	25	98630.6
Not Available	Mobile Home	KY	Renter	0	0	1	6	25418.1	34	200229
0-100%	Mobile Home	LA	Not Available	0	0	1	18	97719.8	18	97719.8
0-100%	Mobile Home	LA	Owner	0.594828	0.405172	0	14	72477.5	14	72477.5
0-100%	Mobile Home	LA	Renter	0.195535	0.804465	0	4	25242.3	16	120782
100-150%	Mobile Home	LA	Not Available	0	0	1	10	36150.5	10	36150.5
100-150%	Mobile Home	LA	Owner	0.519447	0.480553	0	10	36150.5	10	36150.5
100-150%	Mobile Home	LA	Renter	0.393293	0.606707	0	0	0	10	55783.7
150-200%	Mobile Home	LA	Not Available	0	0	1	8	28831.1	34	181588
150-200%	Mobile Home	LA	Owner	0.360809	0.639191	0	8	28831.1	27	149019
150-200%	Mobile Home	LA	Renter	0.322535	0.677465	0	0	0	58	216331
200-300%	Mobile Home	LA	Not Available	0	0	1	8	36681.9	30	147493
200-300%	Mobile Home	LA	Owner	0.420897	0.579103	0	8	36681.9	29	142604
200-300%	Mobile Home	LA	Renter	0.32249	0.67751	0	0	0	66	315078
300-400%	Mobile Home	LA	Not Available	0	0	1	4	13110.2	13	66187.2
300-400%	Mobile Home	LA	Owner	0.75958	0.24042	0	3	6425.63	12	59502.6
300-400%	Mobile Home	LA	Renter	0.316754	0.683246	0	1	6684.61	40	170434
400%+	Mobile Home	LA	Not Available	0	0	1	7	31511.6	18	125363
400%+	Mobile Home	LA	Owner	0.803708	0.196292	0	6	31511.2	17	125363
400%+	Mobile Home	LA	Renter	0.286085	0.713915	0	1	0.317069	45	228780
Not Available	Mobile Home	LA	Not Available	0.515788	0.484212	0	40	244005	40	244005
Not Available	Mobile Home	LA	Owner	0	0	1	35	212078	35	212078
Not Available	Mobile Home	LA	Renter	0	0	1	5	31927.2	29	220709
0-100%	Mobile Home	MA	Not Available	0	0	1	1	3894.95	15	27075.9
0-100%	Mobile Home	MA	Owner	0.423726	0.576274	0	1	3894.95	13	24630.9
0-100%	Mobile Home	MA	Renter	0.0688197	0.93118	0	0	0	15	35527.6
100-150%	Mobile Home	MA	Not Available	0	0	1	1	5222.02	17	31820.4
100-150%	Mobile Home	MA	Owner	0.187626	0.812374	0	1	5222.02	13	27257.1
100-150%	Mobile Home	MA	Renter	0.148754	0.851246	0	0	0	25	33369
150-200%	Mobile Home	MA	Not Available	0	0	1	3	7396.5	12	17906.7
150-200%	Mobile Home	MA	Owner	0.432556	0.567444	0	2	6069.35	94	179913
150-200%	Mobile Home	MA	Renter	0.00121918	0.998781	0	1	1327.15	16	19747.5
200-300%	Mobile Home	MA	Not Available	0	0	1	2	3556.18	15	37066.2
200-300%	Mobile Home	MA	Owner	0.361426	0.638574	0	1	7.55544	255	414936
200-300%	Mobile Home	MA	Renter	0.395136	0.604864	0	1	3548.62	28	52159.5
300-400%	Mobile Home	MA	Not Available	0	0	1	0	0	295	473030
300-400%	Mobile Home	MA	Owner	0.359655	0.640345	0	0	0	282	450521
300-400%	Mobile Home	MA	Renter	0.303473	0.696527	0	0	0	13	22508.9
400%+	Mobile Home	MA	Not Available	0	0	1	0	0	11	16144.1
400%+	Mobile Home	MA	Owner	0.150494	0.849506	0	0	0	10	15059.2
400%+	Mobile Home	MA	Renter	0.222342	0.777658	0	0	0	40	101577
Not Available	Mobile Home	MA	Not Available	0.283153	0.716847	0	4	20069.6	55	140099
Not Available	Mobile Home	MA	Owner	0	0	1	3	15193.9	41	111205
Not Available	Mobile Home	MA	Renter	0	0	1	1	4875.77	14	28893.9
0-100%	Mobile Home	MD	Not Available	0	0	1	2	10744.3	80	692873
0-100%	Mobile Home	MD	Owner	0.356456	0.643544	0	1	6763.98	52	434596
0-100%	Mobile Home	MD	Renter	0.250664	0.749336	0	1	3980.33	28	258276
100-150%	Mobile Home	MD	Not Available	0	0	1	1	6184.14	62	367607
100-150%	Mobile Home	MD	Owner	0.547952	0.452048	0	0	0	48	286836
100-150%	Mobile Home	MD	Renter	0.000436062	0.999564	0	1	6184.14	14	80770.3
150-200%	Mobile Home	MD	Not Available	0	0	1	0	0	44	222404
150-200%	Mobile Home	MD	Owner	0.439985	0.560015	0	0	0	38	183414
150-200%	Mobile Home	MD	Renter	0.269148	0.730852	0	0	0	64	326722
200-300%	Mobile Home	MD	Not Available	0	0	1	0	0	60	322067
200-300%	Mobile Home	MD	Owner	0.290485	0.709515	0	0	0	51	250733
200-300%	Mobile Home	MD	Renter	0.253058	0.746942	0	0	0	102	519377
300-400%	Mobile Home	MD	Not Available	0	0	1	0	0	29	234384
300-400%	Mobile Home	MD	Owner	0.380153	0.619847	0	0	0	23	203916
300-400%	Mobile Home	MD	Renter	0.239126	0.760874	0	0	0	73	331462
400%+	Mobile Home	MD	Not Available	0	0	1	0	0	29	160303
400%+	Mobile Home	MD	Owner	0.620211	0.379789	0	0	0	22	123510
400%+	Mobile Home	MD	Renter	0.29219	0.70781	0	0	0	124	680512
Not Available	Mobile Home	MD	Not Available	0.354209	0.645791	0	2	16928.5	215	1.99964e+06
Not Available	Mobile Home	MD	Owner	0	0	1	1	6763.98	161	1.48301e+06
Not Available	Mobile Home	MD	Renter	0	0	1	1	10164.5	54	516632
0-100%	Mobile Home	ME	Not Available	0	0	1	3	5908.54	15	27075.9
0-100%	Mobile Home	ME	Owner	0.423726	0.576274	0	3	5908.54	13	24630.9
0-100%	Mobile Home	ME	Renter	0.0688197	0.93118	0	0	0	15	35527.6
100-150%	Mobile Home	ME	Not Available	0	0	1	7	12900.8	17	31820.4
100-150%	Mobile Home	ME	Owner	0.187626	0.812374	0	7	12900.8	13	27257.1
100-150%	Mobile Home	ME	Renter	0.148754	0.851246	0	0	0	25	33369
150-200%	Mobile Home	ME	Not Available	0	0	1	5	8318.15	12	17906.7
150-200%	Mobile Home	ME	Owner	0.432556	0.567444	0	5	8318.15	94	179913
150-200%	Mobile Home	ME	Renter	0.00121918	0.998781	0	0	0	16	19747.5
200-300%	Mobile Home	ME	Not Available	0	0	1	5	12295.5	15	37066.2
200-300%	Mobile Home	ME	Owner	0.361426	0.638574	0	2	4973.66	255	414936
200-300%	Mobile Home	ME	Renter	0.395136	0.604864	0	3	7321.87	28	52159.5
300-400%	Mobile Home	ME	Not Available	0	0	1	2	3149.53	295	473030
300-400%	Mobile Home	ME	Owner	0.359655	0.640345	0	1	1532.95	282	450521
300-400%	Mobile Home	ME	Renter	0.303473	0.696527	0	1	1616.58	13	22508.9
400%+	Mobile Home	ME	Not Available	0	0	1	2	3623.45	11	16144.1
400%+	Mobile Home	ME	Owner	0.150494	0.849506	0	2	3623.45	10	15059.2
400%+	Mobile Home	ME	Renter	0.222342	0.777658	0	0	0	40	101577
Not Available	Mobile Home	ME	Not Available	0.306933	0.693067	0	17	46196	17	46196
Not Available	Mobile Home	ME	Owner	0	0	1	14	37257.5	14	37257.5
Not Available	Mobile Home	ME	Renter	0	0	1	3	8938.45	14	28893.9
0-100%	Mobile Home	MI	Not Available	0	0	1	6	57117.9	17	162769
0-100%	Mobile Home	MI	Owner	0.778658	0.221342	0	3	31706	12	114444
0-100%	Mobile Home	MI	Renter	0.426833	0.573167	0	3	25411.9	62	488411
100-150%	Mobile Home	MI	Not Available	0	0	1	6	32216.5	20	144687
100-150%	Mobile Home	MI	Owner	0.226614	0.773386	0	5	31685.1	18	143635
100-150%	Mobile Home	MI	Renter	0.381605	0.618395	0	1	531.31	41	211629
150-200%	Mobile Home	MI	Not Available	0	0	1	3	27505.4	10	80947.8
150-200%	Mobile Home	MI	Owner	0.492491	0.507509	0	3	27505.4	170	989666
150-200%	Mobile Home	MI	Renter	0.181983	0.818017	0	0	0	36	154042
200-300%	Mobile Home	MI	Not Available	0	0	1	5	12995.4	22	93441.3
200-300%	Mobile Home	MI	Owner	0.288812	0.711188	0	5	12995.4	22	93441.3
200-300%	Mobile Home	MI	Renter	0.370572	0.629428	0	0	0	53	277518
300-400%	Mobile Home	MI	Not Available	0	0	1	5	37472.9	10	66711.1
300-400%	Mobile Home	MI	Owner	0.519971	0.480029	0	4	36430	368	1.86129e+06
300-400%	Mobile Home	MI	Renter	0.295082	0.704918	0	1	1042.89	32	148572
400%+	Mobile Home	MI	Not Available	0	0	1	3	19147.3	899	6.34421e+06
400%+	Mobile Home	MI	Owner	0.494192	0.505808	0	1	3.38133	856	6.08922e+06
400%+	Mobile Home	MI	Renter	0.400628	0.599372	0	2	19143.9	43	254993
Not Available	Mobile Home	MI	Not Available	0.504587	0.495413	0	19	186455	19	186455
Not Available	Mobile Home	MI	Owner	0	0	1	14	140325	14	140325
Not Available	Mobile Home	MI	Renter	0	0	1	5	46130	195	1.53517e+06
0-100%	Mobile Home	MN	Not Available	0	0	1	4	21509.7	27	136916
0-100%	Mobile Home	MN	Owner	0.510318	0.489682	0	4	21509.7	21	97626.2
0-100%	Mobile Home	MN	Renter	0.183776	0.816224	0	0	0	39	214186
100-150%	Mobile Home	MN	Not Available	0	0	1	2	6049.81	24	75048.4
100-150%	Mobile Home	MN	Owner	0.513175	0.486825	0	2	6049.81	19	64797.7
100-150%	Mobile Home	MN	Renter	0.548762	0.451238	0	0	0	36	94079.5
150-200%	Mobile Home	MN	Not Available	0	0	1	1	6261.4	10	25547
150-200%	Mobile Home	MN	Owner	0.665744	0.334256	0	1	6261.4	154	445824
150-200%	Mobile Home	MN	Renter	0.424833	0.575167	0	0	0	39	95242.9
200-300%	Mobile Home	MN	Not Available	0	0	1	2	10611	18	71679.5
200-300%	Mobile Home	MN	Owner	0.869844	0.130156	0	2	10611	14	55902.7
200-300%	Mobile Home	MN	Renter	0.612731	0.387269	0	0	0	51	158461
300-400%	Mobile Home	MN	Not Available	0	0	1	1	2728.85	377	1.01343e+06
300-400%	Mobile Home	MN	Owner	0.670587	0.329413	0	1	2728.85	345	939314
300-400%	Mobile Home	MN	Renter	0.476399	0.523601	0	0	0	32	74117.6
400%+	Mobile Home	MN	Not Available	0	0	1	0	0	10	21991.1
400%+	Mobile Home	MN	Owner	0.956246	0.0437541	0	0	0	10	21991.1
400%+	Mobile Home	MN	Renter	0.353907	0.646093	0	0	0	55	174172
Not Available	Mobile Home	MN	Not Available	0.580697	0.419303	0	7	47160.7	68	348737
Not Available	Mobile Home	MN	Owner	0	0	1	7	47160.7	55	272686
Not Available	Mobile Home	MN	Renter	0	0	1	0	0	13	76050.8
0-100%	Mobile Home	MO	Not Available	0	0	1	10	67641.1	10	67641.1
0-100%	Mobile Home	MO	Owner	0.510318	0.489682	0	7	40199.7	21	97626.2
0-100%	Mobile Home	MO	Renter	0.183776	0.816224	0	3	27441.5	39	214186
100-150%	Mobile Home	MO	Not Available	0	0	1	8	43542.3	24	75048.4
100-150%	Mobile Home	MO	Owner	0.513175	0.486825	0	7	43511.9	19	64797.7
100-150%	Mobile Home	MO	Renter	0.548762	0.451238	0	1	30.4541	36	94079.5
150-200%	Mobile Home	MO	Not Available	0	0	1	1	1758.86	10	25547
150-200%	Mobile Home	MO	Owner	0.665744	0.334256	0	1	1758.86	154	445824
150-200%	Mobile Home	MO	Renter	0.424833	0.575167	0	0	0	39	95242.9
200-300%	Mobile Home	MO	Not Available	0	0	1	3	24440.2	18	71679.5
200-300%	Mobile Home	MO	Owner	0.869844	0.130156	0	2	16785.7	14	55902.7
200-300%	Mobile Home	MO	Renter	0.612731	0.387269	0	1	7654.5	51	158461
300-400%	Mobile Home	MO	Not Available	0	0	1	2	9140.56	377	1.01343e+06
300-400%	Mobile Home	MO	Owner	0.670587	0.329413	0	2	9140.56	345	939314
300-400%	Mobile Home	MO	Renter	0.476399	0.523601	0	0	0	32	74117.6
400%+	Mobile Home	MO	Not Available	0	0	1	2	9156.62	10	21991.1
400%+	Mobile Home	MO	Owner	0.956246	0.0437541	0	2	9156.62	10	21991.1
400%+	Mobile Home	MO	Renter	0.353907	0.646093	0	0	0	55	174172
Not Available	Mobile Home	MO	Not Available	0.626318	0.373682	0	17	155680	17	155680
Not Available	Mobile Home	MO	Owner	0	0	1	13	120553	13	120553
Not Available	Mobile Home	MO	Renter	0	0	1	4	35126.4	13	76050.8
0-100%	Mobile Home	MS	Not Available	0	0	1	13	81754.9	13	81754.9
0-100%	Mobile Home	MS	Owner	0.209349	0.790651	0	10	60420.8	10	60420.8
0-100%	Mobile Home	MS	Renter	0.465247	0.534753	0	3	21334.1	20	110456
100-150%	Mobile Home	MS	Not Available	0	0	1	8	16935.2	34	111812
100-150%	Mobile Home	MS	Owner	0.550883	0.449117	0	5	7129.39	25	82902.8
100-150%	Mobile Home	MS	Renter	0.35777	0.64223	0	3	9805.86	48	169588
150-200%	Mobile Home	MS	Not Available	0	0	1	6	31873.4	29	128149
150-200%	Mobile Home	MS	Owner	0.377136	0.622864	0	5	30356.9	20	91910.6
150-200%	Mobile Home	MS	Renter	0.247495	0.752505	0	1	1516.44	36	101315
200-300%	Mobile Home	MS	Not Available	0	0	1	6	25841	35	109305
200-300%	Mobile Home	MS	Owner	0.28381	0.71619	0	6	25841	29	89660.6
200-300%	Mobile Home	MS	Renter	0.131308	0.868692	0	0	0	47	146494
300-400%	Mobile Home	MS	Not Available	0	0	1	1	3862.85	16	52300.6
300-400%	Mobile Home	MS	Owner	0.48826	0.51174	0	1	3862.85	15	47328.8
300-400%	Mobile Home	MS	Renter	0.355061	0.644939	0	0	0	21	65465.7
400%+	Mobile Home	MS	Not Available	0	0	1	2	8979.47	20	68860.9
400%+	Mobile Home	MS	Owner	0.668375	0.331625	0	2	8979.47	19	68852.2
400%+	Mobile Home	MS	Renter	0.17263	0.82737	0	0	0	37	130134
Not Available	Mobile Home	MS	Not Available	0.365841	0.634159	0	28	169247	28	169247
Not Available	Mobile Home	MS	Owner	0	0	1	23	136590	23	136590
Not Available	Mobile Home	MS	Renter	0	0	1	5	32656.4	34	200229
0-100%	Mobile Home	MT	Not Available	0	0	1	6	11755.6	27	66715.9
0-100%	Mobile Home	MT	Owner	0.305056	0.694944	0	1	1990.12	17	44303.3
0-100%	Mobile Home	MT	Renter	0.165999	0.834001	0	5	9765.47	10	22412.6
100-150%	Mobile Home	MT	Not Available	0	0	1	4	6622.89	24	42724.6
100-150%	Mobile Home	MT	Owner	0.38262	0.61738	0	4	6622.89	23	42107.8
100-150%	Mobile Home	MT	Renter	0.450077	0.549923	0	0	0	26	66431.4
150-200%	Mobile Home	MT	Not Available	0	0	1	7	7887.15	19	38522.7
150-200%	Mobile Home	MT	Owner	0.630869	0.369131	0	6	5044.29	14	22435.2
150-200%	Mobile Home	MT	Renter	0.27831	0.72169	0	1	2842.86	24	53412
200-300%	Mobile Home	MT	Not Available	0	0	1	8	6061.5	23	42195
200-300%	Mobile Home	MT	Owner	0.407047	0.592953	0	6	5915.08	16	34442.5
200-300%	Mobile Home	MT	Renter	0.169105	0.830895	0	2	146.417	42	86389
300-400%	Mobile Home	MT	Not Available	0	0	1	5	7897.81	16	29863
300-400%	Mobile Home	MT	Owner	0.894737	0.105263	0	4	6121.7	14	27350.9
300-400%	Mobile Home	MT	Renter	0.431251	0.568749	0	1	1776.11	35	73023.5
400%+	Mobile Home	MT	Not Available	0	0	1	2	3485.93	16	22134.8
400%+	Mobile Home	MT	Owner	0.885267	0.114733	0	2	3485.93	15	21258.9
400%+	Mobile Home	MT	Renter	0.279563	0.720437	0	0	0	45	121209
Not Available	Mobile Home	MT	Not Available	0.650559	0.349441	0	20	43710.9	20	43710.9
Not Available	Mobile Home	MT	Owner	0	0	1	13	29180	13	29180
Not Available	Mobile Home	MT	Renter	0	0	1	7	14530.9	19	50257.3
0-100%	Mobile Home	NC	Not Available	0	0	1	14	144684	14	144684
0-100%	Mobile Home	NC	Owner	0.356456	0.643544	0	9	89995.3	52	434596
0-100%	Mobile Home	NC	Renter	0.250664	0.749336	0	5	54689.1	28	258276
100-150%	Mobile Home	NC	Not Available	0	0	1	9	53365.7	62	367607
100-150%	Mobile Home	NC	Owner	0.547952	0.452048	0	6	43639.7	48	286836
100-150%	Mobile Home	NC	Renter	0.000436062	0.999564	0	3	9726.03	14	80770.3
150-200%	Mobile Home	NC	Not Available	0	0	1	10	47920.9	10	47920.9
150-200%	Mobile Home	NC	Owner	0.439985	0.560015	0	7	35204.1	38	183414
150-200%	Mobile Home	NC	Renter	0.269148	0.730852	0	3	12716.7	64	326722
200-300%	Mobile Home	NC	Not Available	0	0	1	14	71274.3	14	71274.3
200-300%	Mobile Home	NC	Owner	0.395916	0.604084	0	12	54358.9	12	54358.9
200-300%	Mobile Home	NC	Renter	0.253058	0.746942	0	2	16915.4	102	519377
300-400%	Mobile Home	NC	Not Available	0	0	1	7	54867.3	29	234384
300-400%	Mobile Home	NC	Owner	0.380153	0.619847	0	6	50445.3	23	203916
300-400%	Mobile Home	NC	Renter	0.239126	0.760874	0	1	4422.03	73	331462
400%+	Mobile Home	NC	Not Available	0	0	1	4	32592.1	29	160303
400%+	Mobile Home	NC	Owner	0.620211	0.379789	0	2	17994.6	22	123510
400%+	Mobile Home	NC	Renter	0.29219	0.70781	0	2	14597.4	124	680512
Not Available	Mobile Home	NC	Not Available	0.382925	0.617075	0	39	404705	39	404705
Not Available	Mobile Home	NC	Owner	0	0	1	28	291638	28	291638
Not Available	Mobile Home	NC	Renter	0	0	1	11	113067	11	113067
0-100%	Mobile Home	ND	Not Available	0	0	1	4	3840.4	27	136916
0-100%	Mobile Home	ND	Owner	0.510318	0.489682	0	4	3840.4	21	97626.2
0-100%	Mobile Home	ND	Renter	0.183776	0.816224	0	0	0	39	214186
100-150%	Mobile Home	ND	Not Available	0	0	1	4	2025.84	24	75048.4
100-150%	Mobile Home	ND	Owner	0.513175	0.486825	0	4	2025.84	19	64797.7
100-150%	Mobile Home	ND	Renter	0.548762	0.451238	0	0	0	36	94079.5
150-200%	Mobile Home	ND	Not Available	0	0	1	1	765.344	10	25547
150-200%	Mobile Home	ND	Owner	0.665744	0.334256	0	1	765.344	154	445824
150-200%	Mobile Home	ND	Renter	0.424833	0.575167	0	0	0	39	95242.9
200-300%	Mobile Home	ND	Not Available	0	0	1	4	1306.82	18	71679.5
200-300%	Mobile Home	ND	Owner	0.869844	0.130156	0	3	1238.73	14	55902.7
200-300%	Mobile Home	ND	Renter	0.612731	0.387269	0	1	68.0929	51	158461
300-400%	Mobile Home	ND	Not Available	0	0	1	4	3089.69	377	1.01343e+06
300-400%	Mobile Home	ND	Owner	0.670587	0.329413	0	3	2192.72	345	939314
300-400%	Mobile Home	ND	Renter	0.476399	0.523601	0	1	896.966	32	74117.6
400%+	Mobile Home	ND	Not Available	0	0	1	5	4400.97	10	21991.1
400%+	Mobile Home	ND	Owner	0.956246	0.0437541	0	5	4400.97	10	21991.1
400%+	Mobile Home	ND	Renter	0.353907	0.646093	0	0	0	55	174172
Not Available	Mobile Home	ND	Not Available	0.615763	0.384237	0	16	15429.1	16	15429.1
Not Available	Mobile Home	ND	Owner	0	0	1	15	14464	15	14464
Not Available	Mobile Home	ND	Renter	0	0	1	1	965.059	13	76050.8
0-100%	Mobile Home	NE	Not Available	0	0	1	1	8101.12	27	136916
0-100%	Mobile Home	NE	Owner	0.510318	0.489682	0	0	0	21	97626.2
0-100%	Mobile Home	NE	Renter	0.183776	0.816224	0	1	8101.12	39	214186
100-150%	Mobile Home	NE	Not Available	0	0	1	2	3427.48	24	75048.4
100-150%	Mobile Home	NE	Owner	0.513175	0.486825	0	1	399.805	19	64797.7
100-150%	Mobile Home	NE	Renter	0.548762	0.451238	0	1	3027.68	36	94079.5
150-200%	Mobile Home	NE	Not Available	0	0	1	2	5011.97	10	25547
150-200%	Mobile Home	NE	Owner	0.665744	0.334256	0	1	4096.65	154	445824
150-200%	Mobile Home	NE	Renter	0.424833	0.575167	0	1	915.326	39	95242.9
200-300%	Mobile Home	NE	Not Available	0	0	1	0	0	18	71679.5
200-300%	Mobile Home	NE	Owner	0.869844	0.130156	0	0	0	14	55902.7
200-300%	Mobile Home	NE	Renter	0.612731	0.387269	0	0	0	51	158461
300-400%	Mobile Home	NE	Not Available	0	0	1	0	0	377	1.01343e+06
300-400%	Mobile Home	NE	Owner	0.670587	0.329413	0	0	0	345	939314
300-400%	Mobile Home	NE	Renter	0.476399	0.523601	0	0	0	32	74117.6
400%+	Mobile Home	NE	Not Available	0	0	1	0	0	10	21991.1
400%+	Mobile Home	NE	Owner	0.956246	0.0437541	0	0	0	10	21991.1
400%+	Mobile Home	NE	Renter	0.353907	0.646093	0	0	0	55	174172
Not Available	Mobile Home	NE	Not Available	0.580697	0.419303	0	3	16540.6	68	348737
Not Available	Mobile Home	NE	Owner	0	0	1	1	4496.45	55	272686
Not Available	Mobile Home	NE	Renter	0	0	1	2	12044.1	13	76050.8
0-100%	Mobile Home	NH	Not Available	0	0	1	3	10049.2	15	27075.9
0-100%	Mobile Home	NH	Owner	0.423726	0.576274	0	3	10049.2	13	24630.9
0-100%	Mobile Home	NH	Renter	0.0688197	0.93118	0	0	0	15	35527.6
100-150%	Mobile Home	NH	Not Available	0	0	1	0	0	17	31820.4
100-150%	Mobile Home	NH	Owner	0.187626	0.812374	0	0	0	13	27257.1
100-150%	Mobile Home	NH	Renter	0.148754	0.851246	0	0	0	25	33369
150-200%	Mobile Home	NH	Not Available	0	0	1	0	0	12	17906.7
150-200%	Mobile Home	NH	Owner	0.432556	0.567444	0	0	0	94	179913
150-200%	Mobile Home	NH	Renter	0.00121918	0.998781	0	0	0	16	19747.5
200-300%	Mobile Home	NH	Not Available	0	0	1	4	8890.8	15	37066.2
200-300%	Mobile Home	NH	Owner	0.361426	0.638574	0	3	7037.45	255	414936
200-300%	Mobile Home	NH	Renter	0.395136	0.604864	0	1	1853.35	28	52159.5
300-400%	Mobile Home	NH	Not Available	0	0	1	2	4908.67	295	473030
300-400%	Mobile Home	NH	Owner	0.359655	0.640345	0	1	3152.61	282	450521
300-400%	Mobile Home	NH	Renter	0.303473	0.696527	0	1	1756.06	13	22508.9
400%+	Mobile Home	NH	Not Available	0	0	1	1	3660.37	11	16144.1
400%+	Mobile Home	NH	Owner	0.150494	0.849506	0	1	3660.37	10	15059.2
400%+	Mobile Home	NH	Renter	0.222342	0.777658	0	0	0	40	101577
Not Available	Mobile Home	NH	Not Available	0.283153	0.716847	0	8	27509.1	55	140099
Not Available	Mobile Home	NH	Owner	0	0	1	7	23899.6	41	111205
Not Available	Mobile Home	NH	Renter	0	0	1	1	3609.41	14	28893.9
0-100%	Mobile Home	NJ	Not Available	0	0	1	2	8929.27	20	128917
0-100%	Mobile Home	NJ	Owner	0.520112	0.479888	0	1	6266.6	14	87729.1
0-100%	Mobile Home	NJ	Renter	0.2251	0.7749	0	1	2662.66	39	289746
100-150%	Mobile Home	NJ	Not Available	0	0	1	2	14860.5	15	72933.5
100-150%	Mobile Home	NJ	Owner	0.605582	0.394418	0	1	6532.18	11	47923
100-150%	Mobile Home	NJ	Renter	0.294054	0.705946	0	1	8328.3	25	140389
150-200%	Mobile Home	NJ	Not Available	0	0	1	2	6904.85	146	643342
150-200%	Mobile Home	NJ	Owner	0.505006	0.494994	0	1	2169.02	122	533415
150-200%	Mobile Home	NJ	Renter	0.221036	0.778964	0	1	4735.83	24	109927
200-300%	Mobile Home	NJ	Not Available	0	0	1	2	6432.45	13	68541.9
200-300%	Mobile Home	NJ	Owner	0.450304	0.549696	0	1	5331.91	10	49055
200-300%	Mobile Home	NJ	Renter	0.195387	0.804613	0	1	1100.54	44	203149
300-400%	Mobile Home	NJ	Not Available	0	0	1	0	0	298	1.25269e+06
300-400%	Mobile Home	NJ	Owner	0.420266	0.579734	0	0	0	266	1.10472e+06
300-400%	Mobile Home	NJ	Renter	0.248185	0.751815	0	0	0	32	147966
400%+	Mobile Home	NJ	Not Available	0	0	1	0	0	887	5.30645e+06
400%+	Mobile Home	NJ	Owner	0.383123	0.616877	0	0	0	844	5.0344e+06
400%+	Mobile Home	NJ	Renter	0.140563	0.859437	0	0	0	43	272042
Not Available	Mobile Home	NJ	Not Available	0.383744	0.616256	0	5	37127	46	357259
Not Available	Mobile Home	NJ	Owner	0	0	1	3	20299.7	35	266838
Not Available	Mobile Home	NJ	Renter	0	0	1	2	16827.3	11	90421.1
0-100%	Mobile Home	NM	Not Available	0	0	1	13	46344.9	13	46344.9
