Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=Has Pool	Option=None	Option=Void	source_count	source_weight	fallback_count	fallback_weight
300-400%	Mobile Home	AL	Owner	2000s	0.113095	0.886905	0	3	11825.7	53	127615
300-400%	Mobile Home	AL	Renter	2000s	0.00548242	0.994518	0	0	0	73	274791
400%+	Mobile Home	AL	Not Available	2000s	0	0	1	2	5172.75	120	414793
400%+	Mobile Home	AL	Owner	2000s	0.17466	0.82534	0	2	5172.75	117	407972
400%+	Mobile Home	AL	Renter	2000s	0.133475	0.866525	0	0	0	51	267476
Not Available	Mobile Home	AL	Not Available	2000s	0.150729	0.849271	0	9	53523.1	30	133689
Not Available	Mobile Home	AL	Owner	2000s	0	0	1	7	41860.7	25	110911
Not Available	Mobile Home	AL	Renter	2000s	0	0	1	2	11662.4	15	61493.9
0-100%	Mobile Home	AL	Not Available	2010s	0	0	1	1	8767.81	10	41290.4
0-100%	Mobile Home	AL	Owner	2010s	0.134624	0.865376	0	1	8767.81	19	88943.8
0-100%	Mobile Home	AL	Renter	2010s	0.045184	0.954816	0	0	0	22	71512.3
100-150%	Mobile Home	AL	Not Available	2010s	0	0	1	0	0	17	77098.9
100-150%	Mobile Home	AL	Owner	2010s	0.176241	0.823759	0	0	0	15	67941
100-150%	Mobile Home	AL	Renter	2010s	0.045184	0.954816	0	0	0	22	71512.3
150-200%	Mobile Home	AL	Not Available	2010s	0	0	1	1	6971.91	17	77098.9
150-200%	Mobile Home	AL	Owner	2010s	0.176241	0.823759	0	1	6971.91	15	67941
150-200%	Mobile Home	AL	Renter	2010s	0.045184	0.954816	0	0	0	22	71512.3
200-300%	Mobile Home	AL	Not Available	2010s	0	0	1	1	19.8723	21	47045.1
200-300%	Mobile Home	AL	Owner	2010s	0.134864	0.865136	0	1	19.8723	20	40823
200-300%	Mobile Home	AL	Renter	2010s	0.00548242	0.994518	0	0	0	73	274791
300-400%	Mobile Home	AL	Not Available	2010s	0	0	1	0	0	30	83323.1
300-400%	Mobile Home	AL	Owner	2010s	0.189293	0.810707	0	0	0	28	80692.6
300-400%	Mobile Home	AL	Renter	2010s	0.00548242	0.994518	0	0	0	73	274791
400%+	Mobile Home	AL	Not Available	2010s	0	0	1	0	0	59	262041
400%+	Mobile Home	AL	Owner	2010s	0.159932	0.840068	0	0	0	55	245133
400%+	Mobile Home	AL	Renter	2010s	0.133475	0.866525	0	0	0	51	267476
Not Available	Mobile Home	AL	Not Available	2010s	0.138211	0.861789	0	2	15759.6	12	68886
Not Available	Mobile Home	AL	Owner	2010s	0	0	1	2	15759.6	11	63052.8
Not Available	Mobile Home	AL	Renter	2010s	0	0	1	0	0	13	55205.5
0-100%	Mobile Home	AL	Not Available	<1940	0	0	1	0	0	34	103806
0-100%	Mobile Home	AL	Owner	<1940	0	1	0	0	0	20	61917.4
0-100%	Mobile Home	AL	Renter	<1940	0	1	0	0	0	14	41888.2
100-150%	Mobile Home	AL	Not Available	<1940	0	0	1	0	0	25	54149.7
100-150%	Mobile Home	AL	Owner	<1940	0	1	0	0	0	20	45467.7
100-150%	Mobile Home	AL	Renter	<1940	0	1	0	0	0	10	21712.1
150-200%	Mobile Home	AL	Not Available	<1940	0	0	1	0	0	19	43779
150-200%	Mobile Home	AL	Owner	<1940	0.072572	0.927428	0	0	0	14	30748.9
150-200%	Mobile Home	AL	Renter	<1940	0	1	0	0	0	10	21712.1
200-300%	Mobile Home	AL	Not Available	<1940	0	0	1	0	0	33	59532.2
200-300%	Mobile Home	AL	Owner	<1940	0.00512656	0.994873	0	0	0	27	48197.8
200-300%	Mobile Home	AL	Renter	<1940	0	1	0	0	0	10	22745.7
300-400%	Mobile Home	AL	Not Available	<1940	0	0	1	0	0	33	78468.7
300-400%	Mobile Home	AL	Owner	<1940	0.120417	0.879583	0	0	0	29	67057.4
300-400%	Mobile Home	AL	Renter	<1940	0	1	0	0	0	10	22745.7
400%+	Mobile Home	AL	Not Available	<1940	0	0	1	0	0	54	130437
400%+	Mobile Home	AL	Owner	<1940	0.0575561	0.942444	0	0	0	48	118619
400%+	Mobile Home	AL	Renter	<1940	0.0719841	0.928016	0	0	0	42	180906
Not Available	Mobile Home	AL	Not Available	<1940	0.0369667	0.963033	0	0	0	140	470172
Not Available	Mobile Home	AL	Owner	<1940	0	0	1	0	0	109	372008
Not Available	Mobile Home	AL	Renter	<1940	0	0	1	0	0	31	98163.7
0-100%	Mobile Home	AR	Not Available	1940s	0	0	1	0	0	28	57467.9
0-100%	Mobile Home	AR	Owner	1940s	0.0408456	0.959154	0	0	0	20	39314.6
0-100%	Mobile Home	AR	Renter	1940s	0	1	0	0	0	20	31189.2
100-150%	Mobile Home	AR	Not Available	1940s	0	0	1	0	0	24	29772.9
100-150%	Mobile Home	AR	Owner	1940s	0	1	0	0	0	17	21183.7
100-150%	Mobile Home	AR	Renter	1940s	0	1	0	0	0	12	13035.9
150-200%	Mobile Home	AR	Not Available	1940s	0	0	1	0	0	16	24958.4
150-200%	Mobile Home	AR	Owner	1940s	0	1	0	0	0	11	20511.6
150-200%	Mobile Home	AR	Renter	1940s	0	1	0	0	0	12	13035.9
200-300%	Mobile Home	AR	Not Available	1940s	0	0	1	0	0	34	45514.3
200-300%	Mobile Home	AR	Owner	1940s	0	1	0	0	0	24	33217.1
200-300%	Mobile Home	AR	Renter	1940s	0	1	0	0	0	10	12297.2
300-400%	Mobile Home	AR	Not Available	1940s	0	0	1	0	0	19	28488.4
300-400%	Mobile Home	AR	Owner	1940s	0.0288895	0.97111	0	0	0	15	24161.1
300-400%	Mobile Home	AR	Renter	1940s	0	1	0	0	0	14	16624.6
400%+	Mobile Home	AR	Not Available	1940s	0	0	1	0	0	42	73315.9
400%+	Mobile Home	AR	Owner	1940s	0.0805951	0.919405	0	0	0	37	66757.9
400%+	Mobile Home	AR	Renter	1940s	0.0719841	0.928016	0	0	0	42	180906
Not Available	Mobile Home	AR	Not Available	1940s	0.0296095	0.970391	0	0	0	122	259518
Not Available	Mobile Home	AR	Owner	1940s	0	0	1	0	0	93	205146
Not Available	Mobile Home	AR	Renter	1940s	0	0	1	0	0	29	54371.8
0-100%	Mobile Home	AR	Not Available	1950s	0	0	1	0	0	32	264147
0-100%	Mobile Home	AR	Owner	1950s	0.00427225	0.995728	0	0	0	21	184173
0-100%	Mobile Home	AR	Renter	1950s	0	1	0	0	0	11	79974
100-150%	Mobile Home	AR	Not Available	1950s	0	0	1	0	0	28	92075.6
100-150%	Mobile Home	AR	Owner	1950s	0.0799488	0.920051	0	0	0	19	66595.6
100-150%	Mobile Home	AR	Renter	1950s	0	1	0	0	0	17	63988.5
150-200%	Mobile Home	AR	Not Available	1950s	0	0	1	0	0	21	116007
150-200%	Mobile Home	AR	Owner	1950s	0	1	0	0	0	13	77498
150-200%	Mobile Home	AR	Renter	1950s	0	1	0	0	0	17	63988.5
200-300%	Mobile Home	AR	Not Available	1950s	0	0	1	0	0	34	229786
200-300%	Mobile Home	AR	Owner	1950s	0.0498682	0.950132	0	0	0	26	171932
200-300%	Mobile Home	AR	Renter	1950s	0	1	0	0	0	10	66767.7
300-400%	Mobile Home	AR	Not Available	1950s	0	0	1	0	0	17	112460
300-400%	Mobile Home	AR	Owner	1950s	0.106111	0.893889	0	0	0	15	103546
300-400%	Mobile Home	AR	Renter	1950s	0	1	0	0	0	10	66767.7
400%+	Mobile Home	AR	Not Available	1950s	0	0	1	0	0	30	195271
400%+	Mobile Home	AR	Owner	1950s	0.226807	0.773193	0	0	0	27	184640
400%+	Mobile Home	AR	Renter	1950s	0.0719841	0.928016	0	0	0	42	180906
Not Available	Mobile Home	AR	Not Available	1950s	0.0668981	0.933102	0	0	0	116	1.00975e+06
Not Available	Mobile Home	AR	Owner	1950s	0	0	1	0	0	87	788385
Not Available	Mobile Home	AR	Renter	1950s	0	0	1	0	0	29	221361
0-100%	Mobile Home	AR	Not Available	1960s	0	0	1	0	0	21	133256
0-100%	Mobile Home	AR	Owner	1960s	0	1	0	0	0	11	75001.5
0-100%	Mobile Home	AR	Renter	1960s	0	1	0	0	0	10	58254.8
100-150%	Mobile Home	AR	Not Available	1960s	0	0	1	0	0	24	108148
100-150%	Mobile Home	AR	Owner	1960s	0	1	0	0	0	19	94513.6
100-150%	Mobile Home	AR	Renter	1960s	0	1	0	0	0	11	28038.8
150-200%	Mobile Home	AR	Not Available	1960s	0	0	1	0	0	27	114162
150-200%	Mobile Home	AR	Owner	1960s	0	1	0	0	0	21	99758.2
150-200%	Mobile Home	AR	Renter	1960s	0	1	0	0	0	11	28038.8
200-300%	Mobile Home	AR	Not Available	1960s	0	0	1	1	406.402	50	250493
200-300%	Mobile Home	AR	Owner	1960s	0.0224217	0.977578	0	1	406.402	42	223181
200-300%	Mobile Home	AR	Renter	1960s	0	1	0	0	0	14	61713.9
300-400%	Mobile Home	AR	Not Available	1960s	0	0	1	1	4358.46	35	163669
300-400%	Mobile Home	AR	Owner	1960s	0.00303521	0.996965	0	1	4358.46	29	129267
300-400%	Mobile Home	AR	Renter	1960s	0	1	0	0	0	14	61713.9
400%+	Mobile Home	AR	Not Available	1960s	0	0	1	0	0	55	343825
400%+	Mobile Home	AR	Owner	1960s	0.0981198	0.90188	0	0	0	51	325040
400%+	Mobile Home	AR	Renter	1960s	0	1	0	0	0	10	38227.7
Not Available	Mobile Home	AR	Not Available	1960s	0.0334868	0.966513	0	1	4764.86	151	1.11355e+06
Not Available	Mobile Home	AR	Owner	1960s	0	0	1	1	4764.86	125	946762
Not Available	Mobile Home	AR	Renter	1960s	0	0	1	0	0	26	166792
0-100%	Mobile Home	AR	Not Available	1970s	0	0	1	3	10362.2	10	56795
0-100%	Mobile Home	AR	Owner	1970s	0	1	0	2	5977.5	27	159338
0-100%	Mobile Home	AR	Renter	1970s	0	1	0	1	4384.72	13	65037.6
100-150%	Mobile Home	AR	Not Available	1970s	0	0	1	1	3389.88	47	168967
100-150%	Mobile Home	AR	Owner	1970s	0.0274515	0.972548	0	1	3389.88	38	129660
100-150%	Mobile Home	AR	Renter	1970s	0	1	0	0	0	21	83452.5
150-200%	Mobile Home	AR	Not Available	1970s	0	0	1	0	0	47	201554
150-200%	Mobile Home	AR	Owner	1970s	0.0687057	0.931294	0	0	0	35	157409
150-200%	Mobile Home	AR	Renter	1970s	0	1	0	0	0	12	44145
200-300%	Mobile Home	AR	Not Available	1970s	0	0	1	2	7126.83	77	371155
200-300%	Mobile Home	AR	Owner	1970s	0.0576922	0.942308	0	2	7126.83	64	315613
200-300%	Mobile Home	AR	Renter	1970s	0.0900693	0.909931	0	0	0	13	55542.1
300-400%	Mobile Home	AR	Not Available	1970s	0	0	1	1	2184.19	53	240691
300-400%	Mobile Home	AR	Owner	1970s	0.103253	0.896747	0	1	2184.19	44	210576
300-400%	Mobile Home	AR	Renter	1970s	0.0584031	0.941597	0	0	0	22	85657.1
400%+	Mobile Home	AR	Not Available	1970s	0	0	1	0	0	81	476154
400%+	Mobile Home	AR	Owner	1970s	0.130219	0.869781	0	0	0	75	456711
400%+	Mobile Home	AR	Renter	1970s	0	1	0	0	0	10	38227.7
Not Available	Mobile Home	AR	Not Available	1970s	0	1	0	5	23063.1	18	119830
Not Available	Mobile Home	AR	Owner	1970s	0	0	1	4	18678.4	13	89212.8
Not Available	Mobile Home	AR	Renter	1970s	0	0	1	1	4384.72	42	253590
0-100%	Mobile Home	AR	Not Available	1980s	0	0	1	1	4974.47	10	86511.1
0-100%	Mobile Home	AR	Owner	1980s	0.037606	0.962394	0	0	0	24	182760
0-100%	Mobile Home	AR	Renter	1980s	0	1	0	1	4974.47	12	75945.5
100-150%	Mobile Home	AR	Not Available	1980s	0	0	1	3	6538.96	14	64455.3
100-150%	Mobile Home	AR	Owner	1980s	0	1	0	3	6538.96	12	49918.9
100-150%	Mobile Home	AR	Renter	1980s	0	1	0	0	0	11	60185.2
150-200%	Mobile Home	AR	Not Available	1980s	0	0	1	2	7806.47	35	154580
150-200%	Mobile Home	AR	Owner	1980s	0.183008	0.816992	0	2	7806.47	27	132753
150-200%	Mobile Home	AR	Renter	1980s	0	1	0	0	0	19	82011.8
200-300%	Mobile Home	AR	Not Available	1980s	0	0	1	2	9591.62	56	287040
200-300%	Mobile Home	AR	Owner	1980s	0.098677	0.901323	0	1	4702.1	47	232155
200-300%	Mobile Home	AR	Renter	1980s	0	1	0	1	4889.52	13	68843
300-400%	Mobile Home	AR	Not Available	1980s	0	0	1	0	0	57	247732
300-400%	Mobile Home	AR	Owner	1980s	0.089244	0.910756	0	0	0	53	233774
300-400%	Mobile Home	AR	Renter	1980s	0	1	0	0	0	13	68843
400%+	Mobile Home	AR	Not Available	1980s	0	0	1	0	0	89	472962
400%+	Mobile Home	AR	Owner	1980s	0.218016	0.781984	0	0	0	79	419434
400%+	Mobile Home	AR	Renter	1980s	0	1	0	0	0	10	53527.4
Not Available	Mobile Home	AR	Not Available	1980s	0.0459964	0.954004	0	6	28911.5	30	269744
Not Available	Mobile Home	AR	Owner	1980s	0	0	1	4	19047.5	23	215723
Not Available	Mobile Home	AR	Renter	1980s	0	0	1	2	9863.99	42	280328
0-100%	Mobile Home	AR	Not Available	1990s	0	0	1	1	5236.79	13	107185
0-100%	Mobile Home	AR	Owner	1990s	0	1	0	0	0	16	138171
0-100%	Mobile Home	AR	Renter	1990s	0	1	0	1	5236.79	10	71028.8
100-150%	Mobile Home	AR	Not Available	1990s	0	0	1	3	15157.8	22	117992
100-150%	Mobile Home	AR	Owner	1990s	0.0567325	0.943268	0	1	5000.56	17	97951.6
100-150%	Mobile Home	AR	Renter	1990s	0	1	0	2	10157.2	19	113123
150-200%	Mobile Home	AR	Not Available	1990s	0	0	1	1	4949.49	21	126094
150-200%	Mobile Home	AR	Owner	1990s	0.0187555	0.981245	0	0	0	17	104040
150-200%	Mobile Home	AR	Renter	1990s	0	1	0	1	4949.49	19	113123
200-300%	Mobile Home	AR	Not Available	1990s	0	0	1	0	0	42	150421
200-300%	Mobile Home	AR	Owner	1990s	0.0134664	0.986534	0	0	0	37	127319
200-300%	Mobile Home	AR	Renter	1990s	0	1	0	0	0	12	68775.4
300-400%	Mobile Home	AR	Not Available	1990s	0	0	1	0	0	44	220312
300-400%	Mobile Home	AR	Owner	1990s	0.133159	0.866841	0	0	0	37	174638
300-400%	Mobile Home	AR	Renter	1990s	0	1	0	0	0	12	68775.4
400%+	Mobile Home	AR	Not Available	1990s	0	0	1	1	4771.53	115	773904
400%+	Mobile Home	AR	Owner	1990s	0.172507	0.827493	0	1	4771.53	107	726133
400%+	Mobile Home	AR	Renter	1990s	0	1	0	0	0	18	101299
Not Available	Mobile Home	AR	Not Available	1990s	0.0466494	0.953351	0	6	30115.6	33	280380
Not Available	Mobile Home	AR	Owner	1990s	0	0	1	2	9772.1	24	219908
Not Available	Mobile Home	AR	Renter	1990s	0	0	1	4	20343.5	31	229670
0-100%	Mobile Home	AR	Not Available	2000s	0	0	1	3	15661.9	21	109204
0-100%	Mobile Home	AR	Owner	2000s	0.103559	0.896441	0	1	1476.22	14	73323.5
0-100%	Mobile Home	AR	Renter	2000s	0	1	0	2	14185.7	18	92575.2
100-150%	Mobile Home	AR	Not Available	2000s	0	0	1	2	8421.73	11	46182.5
100-150%	Mobile Home	AR	Owner	2000s	0.00295688	0.997043	0	2	8421.73	26	98781.1
100-150%	Mobile Home	AR	Renter	2000s	0	1	0	0	0	11	56694.6
150-200%	Mobile Home	AR	Not Available	2000s	0	0	1	0	0	11	65598.5
150-200%	Mobile Home	AR	Owner	2000s	0.0171819	0.982818	0	0	0	41	199680
150-200%	Mobile Home	AR	Renter	2000s	0	1	0	0	0	11	56694.6
200-300%	Mobile Home	AR	Not Available	2000s	0	0	1	0	0	72	328713
200-300%	Mobile Home	AR	Owner	2000s	0.115034	0.884966	0	0	0	69	313838
200-300%	Mobile Home	AR	Renter	2000s	0.00919802	0.990802	0	0	0	21	74168.4
300-400%	Mobile Home	AR	Not Available	2000s	0	0	1	0	0	51	186313
300-400%	Mobile Home	AR	Owner	2000s	0.0629134	0.937087	0	0	0	47	178013
300-400%	Mobile Home	AR	Renter	2000s	0.00919802	0.990802	0	0	0	21	74168.4
400%+	Mobile Home	AR	Not Available	2000s	0	0	1	0	0	156	941354
400%+	Mobile Home	AR	Owner	2000s	0.223799	0.776201	0	0	0	150	901499
400%+	Mobile Home	AR	Renter	2000s	0.133475	0.866525	0	0	0	51	267476
Not Available	Mobile Home	AR	Not Available	2000s	0.0334241	0.966576	0	4	24083.7	27	202184
Not Available	Mobile Home	AR	Owner	2000s	0	0	1	2	9897.95	22	156361
Not Available	Mobile Home	AR	Renter	2000s	0	0	1	2	14185.7	22	155605
0-100%	Mobile Home	AR	Not Available	2010s	0	0	1	0	0	17	128287
0-100%	Mobile Home	AR	Owner	2010s	0	1	0	0	0	14	118816
0-100%	Mobile Home	AR	Renter	2010s	0	1	0	0	0	18	59401.1
100-150%	Mobile Home	AR	Not Available	2010s	0	0	1	1	5336.54	18	87556.9
100-150%	Mobile Home	AR	Owner	2010s	0.0252409	0.974759	0	0	0	12	60342.1
100-150%	Mobile Home	AR	Renter	2010s	0	1	0	1	5336.54	15	49930.4
150-200%	Mobile Home	AR	Not Available	2010s	0	0	1	1	1452.32	29	115787
150-200%	Mobile Home	AR	Owner	2010s	0.0707089	0.929291	0	0	0	20	93071.3
150-200%	Mobile Home	AR	Renter	2010s	0	1	0	1	1452.32	15	49930.4
200-300%	Mobile Home	AR	Not Available	2010s	0	0	1	1	4575.77	53	263859
200-300%	Mobile Home	AR	Owner	2010s	0.0318621	0.968138	0	1	4575.77	43	226427
200-300%	Mobile Home	AR	Renter	2010s	0	1	0	0	0	10	37432.5
300-400%	Mobile Home	AR	Not Available	2010s	0	0	1	0	0	43	150375
300-400%	Mobile Home	AR	Owner	2010s	0.0374291	0.962571	0	0	0	39	136812
300-400%	Mobile Home	AR	Renter	2010s	0	1	0	0	0	14	50994.9
400%+	Mobile Home	AR	Not Available	2010s	0	0	1	0	0	121	736418
400%+	Mobile Home	AR	Owner	2010s	0.152888	0.847112	0	0	0	118	721157
400%+	Mobile Home	AR	Renter	2010s	0.133475	0.866525	0	0	0	51	267476
Not Available	Mobile Home	AR	Not Available	2010s	0.0862831	0.913717	0	2	11364.6	21	199978
Not Available	Mobile Home	AR	Owner	2010s	0	0	1	1	4575.77	19	182023
Not Available	Mobile Home	AR	Renter	2010s	0	0	1	1	6788.86	23	125658
0-100%	Mobile Home	AR	Not Available	<1940	0	0	1	0	0	28	148510
0-100%	Mobile Home	AR	Owner	<1940	0.0408456	0.959154	0	0	0	20	101598
0-100%	Mobile Home	AR	Renter	<1940	0	1	0	0	0	20	80600.2
100-150%	Mobile Home	AR	Not Available	<1940	0	0	1	0	0	24	76940
100-150%	Mobile Home	AR	Owner	<1940	0	1	0	0	0	17	54743.6
100-150%	Mobile Home	AR	Renter	<1940	0	1	0	0	0	12	33687.8
150-200%	Mobile Home	AR	Not Available	<1940	0	0	1	0	0	16	64498.1
150-200%	Mobile Home	AR	Owner	<1940	0	1	0	0	0	11	53006.7
150-200%	Mobile Home	AR	Renter	<1940	0	1	0	0	0	12	33687.8
200-300%	Mobile Home	AR	Not Available	<1940	0	0	1	0	0	34	117619
200-300%	Mobile Home	AR	Owner	<1940	0	1	0	0	0	24	85840.6
200-300%	Mobile Home	AR	Renter	<1940	0	1	0	0	0	10	31778.9
300-400%	Mobile Home	AR	Not Available	<1940	0	0	1	0	0	19	73620.6
300-400%	Mobile Home	AR	Owner	<1940	0.0288895	0.97111	0	0	0	15	62437.8
300-400%	Mobile Home	AR	Renter	<1940	0	1	0	0	0	14	42961.7
400%+	Mobile Home	AR	Not Available	<1940	0	0	1	0	0	42	189465
400%+	Mobile Home	AR	Owner	<1940	0.0805951	0.919405	0	0	0	37	172518
400%+	Mobile Home	AR	Renter	<1940	0.0719841	0.928016	0	0	0	42	180906
Not Available	Mobile Home	AR	Not Available	<1940	0.0296095	0.970391	0	0	0	122	670654
Not Available	Mobile Home	AR	Owner	<1940	0	0	1	0	0	93	530144
Not Available	Mobile Home	AR	Renter	<1940	0	0	1	0	0	29	140509
0-100%	Mobile Home	AZ	Not Available	1940s	0	0	1	0	0	14	14955.1
0-100%	Mobile Home	AZ	Owner	1940s	0	1	0	0	0	17	43404.1
0-100%	Mobile Home	AZ	Renter	1940s	0	1	0	0	0	17	41978.8
100-150%	Mobile Home	AZ	Not Available	1940s	0	0	1	0	0	14	14955.1
100-150%	Mobile Home	AZ	Owner	1940s	0	1	0	0	0	17	43404.1
100-150%	Mobile Home	AZ	Renter	1940s	0	1	0	0	0	17	41978.8
150-200%	Mobile Home	AZ	Not Available	1940s	0	0	1	0	0	14	14955.1
150-200%	Mobile Home	AZ	Owner	1940s	0	1	0	0	0	17	43404.1
150-200%	Mobile Home	AZ	Renter	1940s	0	1	0	0	0	17	41978.8
200-300%	Mobile Home	AZ	Not Available	1940s	0	0	1	0	0	12	11225.8
200-300%	Mobile Home	AZ	Owner	1940s	0	1	0	0	0	11	9665.2
200-300%	Mobile Home	AZ	Renter	1940s	0	1	0	0	0	53	246393
300-400%	Mobile Home	AZ	Not Available	1940s	0	0	1	0	0	12	11225.8
300-400%	Mobile Home	AZ	Owner	1940s	0	1	0	0	0	11	9665.2
300-400%	Mobile Home	AZ	Renter	1940s	0	1	0	0	0	53	246393
400%+	Mobile Home	AZ	Not Available	1940s	0	0	1	0	0	10	11935.2
400%+	Mobile Home	AZ	Owner	1940s	0.106147	0.893853	0	0	0	10	11935.2
400%+	Mobile Home	AZ	Renter	1940s	0	1	0	0	0	41	253026
Not Available	Mobile Home	AZ	Not Available	1940s	0.0332377	0.966762	0	0	0	27	38116.1
Not Available	Mobile Home	AZ	Owner	1940s	0	0	1	0	0	19	27880.7
Not Available	Mobile Home	AZ	Renter	1940s	0	0	1	0	0	19	70311.3
0-100%	Mobile Home	AZ	Not Available	1950s	0	0	1	1	8804.04	20	70427.8
0-100%	Mobile Home	AZ	Owner	1950s	0	1	0	0	0	11	37123.8
0-100%	Mobile Home	AZ	Renter	1950s	0	1	0	1	8804.04	17	41978.8
100-150%	Mobile Home	AZ	Not Available	1950s	0	0	1	1	31.8218	15	44469.8
100-150%	Mobile Home	AZ	Owner	1950s	0	1	0	0	0	11	37123.8
100-150%	Mobile Home	AZ	Renter	1950s	0	1	0	1	31.8218	17	41978.8
150-200%	Mobile Home	AZ	Not Available	1950s	0	0	1	0	0	15	44469.8
150-200%	Mobile Home	AZ	Owner	1950s	0	1	0	0	0	11	37123.8
150-200%	Mobile Home	AZ	Renter	1950s	0	1	0	0	0	17	41978.8
200-300%	Mobile Home	AZ	Not Available	1950s	0	0	1	0	0	18	84894.3
200-300%	Mobile Home	AZ	Owner	1950s	0	1	0	0	0	16	77321.5
200-300%	Mobile Home	AZ	Renter	1950s	0	1	0	0	0	53	246393
300-400%	Mobile Home	AZ	Not Available	1950s	0	0	1	0	0	18	84894.3
300-400%	Mobile Home	AZ	Owner	1950s	0	1	0	0	0	16	77321.5
300-400%	Mobile Home	AZ	Renter	1950s	0	1	0	0	0	53	246393
400%+	Mobile Home	AZ	Not Available	1950s	0	0	1	0	0	17	64592.7
400%+	Mobile Home	AZ	Owner	1950s	0.226895	0.773105	0	0	0	12	45393.6
400%+	Mobile Home	AZ	Renter	1950s	0	1	0	0	0	41	253026
Not Available	Mobile Home	AZ	Not Available	1950s	0.0468344	0.953166	0	1	8835.86	38	219915
Not Available	Mobile Home	AZ	Owner	1950s	0	0	1	0	0	27	159839
Not Available	Mobile Home	AZ	Renter	1950s	0	0	1	1	8835.86	11	60075.9
0-100%	Mobile Home	AZ	Not Available	1960s	0	0	1	3	20100.9	13	57062.2
0-100%	Mobile Home	AZ	Owner	1960s	0.054932	0.945068	0	2	13889.6	24	75826.7
0-100%	Mobile Home	AZ	Renter	1960s	0.0864769	0.913523	0	1	6211.3	17	51699.5
100-150%	Mobile Home	AZ	Not Available	1960s	0	0	1	2	48.4233	13	32370.8
100-150%	Mobile Home	AZ	Owner	1960s	0.0127444	0.987256	0	1	25.9728	10	27863.2
100-150%	Mobile Home	AZ	Renter	1960s	0.0864769	0.913523	0	1	22.4505	17	51699.5
150-200%	Mobile Home	AZ	Not Available	1960s	0	0	1	0	0	19	44573.9
150-200%	Mobile Home	AZ	Owner	1960s	0.10396	0.89604	0	0	0	16	40066.3
150-200%	Mobile Home	AZ	Renter	1960s	0.0864769	0.913523	0	0	0	17	51699.5
200-300%	Mobile Home	AZ	Not Available	1960s	0	0	1	0	0	16	38815.9
200-300%	Mobile Home	AZ	Owner	1960s	0.22299	0.77701	0	0	0	13	32258.7
200-300%	Mobile Home	AZ	Renter	1960s	0	1	0	0	0	11	24158.6
300-400%	Mobile Home	AZ	Not Available	1960s	0	0	1	1	5136.34	14	45256
300-400%	Mobile Home	AZ	Owner	1960s	0.0568798	0.94312	0	1	5136.34	12	40818.2
300-400%	Mobile Home	AZ	Renter	1960s	0	1	0	0	0	11	24158.6
400%+	Mobile Home	AZ	Not Available	1960s	0	0	1	1	4.92493	23	70853.6
400%+	Mobile Home	AZ	Owner	1960s	0.192222	0.807778	0	1	4.92493	20	61233.8
400%+	Mobile Home	AZ	Renter	1960s	0.10826	0.89174	0	0	0	63	262089
Not Available	Mobile Home	AZ	Not Available	1960s	0.116626	0.883374	0	4	25290.6	58	256562
Not Available	Mobile Home	AZ	Owner	1960s	0	0	1	3	19056.8	47	210137
Not Available	Mobile Home	AZ	Renter	1960s	0	0	1	1	6233.75	11	46424.3
0-100%	Mobile Home	AZ	Not Available	1970s	0	0	1	2	13501.8	46	132719
0-100%	Mobile Home	AZ	Owner	1970s	0.0848282	0.915172	0	2	13501.8	37	106829
0-100%	Mobile Home	AZ	Renter	1970s	0.0864769	0.913523	0	0	0	17	51699.5
100-150%	Mobile Home	AZ	Not Available	1970s	0	0	1	2	6156.12	22	62028.3
100-150%	Mobile Home	AZ	Owner	1970s	0.123228	0.876772	0	1	27.0251	17	49509.3
100-150%	Mobile Home	AZ	Renter	1970s	0.0864769	0.913523	0	1	6129.1	17	51699.5
150-200%	Mobile Home	AZ	Not Available	1970s	0	0	1	2	6321.04	18	40976.2
150-200%	Mobile Home	AZ	Owner	1970s	0.0913825	0.908617	0	2	6321.04	15	32403.8
150-200%	Mobile Home	AZ	Renter	1970s	0.0864769	0.913523	0	0	0	17	51699.5
200-300%	Mobile Home	AZ	Not Available	1970s	0	0	1	3	12893	33	78190.2
200-300%	Mobile Home	AZ	Owner	1970s	0.0500172	0.949983	0	3	12893	30	71199.6
200-300%	Mobile Home	AZ	Renter	1970s	0	1	0	0	0	11	24158.6
300-400%	Mobile Home	AZ	Not Available	1970s	0	0	1	0	0	33	91655.7
300-400%	Mobile Home	AZ	Owner	1970s	0.287529	0.712471	0	0	0	30	85482.7
300-400%	Mobile Home	AZ	Renter	1970s	0	1	0	0	0	11	24158.6
400%+	Mobile Home	AZ	Not Available	1970s	0	0	1	0	0	50	171593
400%+	Mobile Home	AZ	Owner	1970s	0.387363	0.612637	0	0	0	46	160749
400%+	Mobile Home	AZ	Renter	1970s	0.10826	0.89174	0	0	0	63	262089
Not Available	Mobile Home	AZ	Not Available	1970s	0.0715812	0.928419	0	6	38871.9	12	67186.3
Not Available	Mobile Home	AZ	Owner	1970s	0	0	1	5	32742.8	95	424260
Not Available	Mobile Home	AZ	Renter	1970s	0	0	1	1	6129.1	13	49897.3
0-100%	Mobile Home	AZ	Not Available	1980s	0	0	1	5	26575.4	19	86319.2
0-100%	Mobile Home	AZ	Owner	1980s	0	1	0	4	19846.4	16	69878.2
