Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=State	Dependency=Vintage ACS	Option=Central AC	Option=Ducted Heat Pump	Option=Evaporative or Swamp Cooler	Option=Non-Ducted Heat Pump	Option=None	Option=Room AC	source_count	source_weight	fallback_count	fallback_weight
Mobile Home	Ducted Heating	HI	1960-79	0.333526	0	0	0	0.246473	0.42	0	0	297	2.35659e+06
Mobile Home	Non-Ducted Heat Pump	HI	1960-79	0	0	0	1	0	0	0	0	10	56246.4
Mobile Home	Non-Ducted Heating	HI	1960-79	0	0	0	0	0.452688	0.547312	0	0	143	786255
Mobile Home	None	HI	1960-79	0.0322174	0	0	0	0.497783	0.47	0	0	62	88982.6
Mobile Home	Ducted Heat Pump	HI	1980-99	0	1	0	0	0	0	0	0	34	213585
Mobile Home	Ducted Heating	HI	1980-99	0.333526	0	0	0	0.246473	0.42	0	0	320	2.43796e+06
Mobile Home	Non-Ducted Heat Pump	HI	1980-99	0	0	0	1	0	0	0	0	41	254095
Mobile Home	Non-Ducted Heating	HI	1980-99	0	0	0	0	0.452688	0.547312	0	0	107	472193
Mobile Home	None	HI	1980-99	0.0322174	0	0	0	0.497783	0.47	0	0	64	101121
Mobile Home	Ducted Heat Pump	HI	2000-09	0	1	0	0	0	0	0	0	16	87905.7
Mobile Home	Ducted Heating	HI	2000-09	0.333526	0	0	0	0.246473	0.42	0	0	171	1.15624e+06
Mobile Home	Non-Ducted Heat Pump	HI	2000-09	0	0	0	1	0	0	0	0	41	254095
Mobile Home	Non-Ducted Heating	HI	2000-09	0	0	0	0	0.452688	0.547312	0	0	50	150186
Mobile Home	None	HI	2000-09	0.0322174	0	0	0	0.497783	0.47	0	0	21	31058.2
Mobile Home	Ducted Heat Pump	HI	2010s	0	1	0	0	0	0	0	0	22	114163
Mobile Home	Ducted Heating	HI	2010s	0.333526	0	0	0	0.246473	0.42	0	0	94	526344
Mobile Home	Non-Ducted Heat Pump	HI	2010s	0	0	0	1	0	0	0	0	41	254095
Mobile Home	Non-Ducted Heating	HI	2010s	0	0	0	0	0.452688	0.547312	0	0	22	55800.6
Mobile Home	None	HI	2010s	0.0322174	0	0	0	0.497783	0.47	0	0	14	17273.7
Mobile Home	Ducted Heat Pump	HI	<1940	0	1	0	0	0	0	0	0	13	100027
Mobile Home	Ducted Heating	HI	<1940	0.333526	0	0	0	0.246473	0.42	0	0	138	953914
Mobile Home	Non-Ducted Heat Pump	HI	<1940	0	0	0	1	0	0	0	0	13	105418
Mobile Home	Non-Ducted Heating	HI	<1940	0	0	0	0	0.452688	0.547312	0	0	44	290799
Mobile Home	None	HI	<1940	0.0322174	0	0	0	0.497783	0.47	0	0	16	21305.7
Multi-Family with 2 - 4 Units	Ducted Heat Pump	HI	1940-59	0	1	0	0	0	0	0	0	52	484136
Multi-Family with 2 - 4 Units	Ducted Heating	HI	1940-59	0.333526	0	0	0	0.246473	0.42	0	0	20	192063
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	HI	1940-59	0	0	0	1	0	0	0	0	5	34138.9
Multi-Family with 2 - 4 Units	Non-Ducted Heating	HI	1940-59	0	0	0	0	0.452688	0.547312	0	0	52	290497
Multi-Family with 2 - 4 Units	None	HI	1940-59	0.0322174	0	0	0	0.497783	0.47	5	7654.04	18	98468.3
Multi-Family with 2 - 4 Units	Ducted Heat Pump	HI	1960-79	0	1	0	0	0	0	0	0	17	154436
Multi-Family with 2 - 4 Units	Ducted Heating	HI	1960-79	0.333526	0	0	0	0.246473	0.42	1	2116.42	45	547446
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	HI	1960-79	0	0	0	1	0	0	0	0	9	91399.8
Multi-Family with 2 - 4 Units	Non-Ducted Heating	HI	1960-79	0	0	0	0	0.452688	0.547312	0	0	73	724784
Multi-Family with 2 - 4 Units	None	HI	1960-79	0.0322174	0	0	0	0.497783	0.47	2	5054.55	36	79121.2
Multi-Family with 2 - 4 Units	Ducted Heat Pump	HI	1980-99	0	1	0	0	0	0	0	0	14	135196
Multi-Family with 2 - 4 Units	Ducted Heating	HI	1980-99	0.333526	0	0	0	0.246473	0.42	0	0	36	488096
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	HI	1980-99	0	0	0	1	0	0	0	0	9	91680
Multi-Family with 2 - 4 Units	Non-Ducted Heating	HI	1980-99	0	0	0	0	0.452688	0.547312	0	0	64	595395
Multi-Family with 2 - 4 Units	None	HI	1980-99	0.0322174	0	0	0	0.497783	0.47	5	11702.5	18	39841
Multi-Family with 2 - 4 Units	Ducted Heat Pump	HI	2000-09	0	1	0	0	0	0	0	0	11	117053
Multi-Family with 2 - 4 Units	Ducted Heating	HI	2000-09	0.333526	0	0	0	0.246473	0.42	0	0	17	172773
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	HI	2000-09	0	0	0	1	0	0	0	0	20	162210
Multi-Family with 2 - 4 Units	Non-Ducted Heating	HI	2000-09	0	0	0	0	0.452688	0.547312	0	0	25	222986
Multi-Family with 2 - 4 Units	None	HI	2000-09	0.0322174	0	0	0	0.497783	0.47	0	0	18	173580
Multi-Family with 2 - 4 Units	Ducted Heat Pump	HI	2010s	0	1	0	0	0	0	0	0	11	117053
Multi-Family with 2 - 4 Units	Ducted Heating	HI	2010s	0.333526	0	0	0	0.246473	0.42	0	0	14	120430
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	HI	2010s	0	0	0	1	0	0	0	0	20	162210
Multi-Family with 2 - 4 Units	Non-Ducted Heating	HI	2010s	0	0	0	0	0.452688	0.547312	0	0	31	253992
Multi-Family with 2 - 4 Units	None	HI	2010s	0.0322174	0	0	0	0.497783	0.47	1	1802.26	13	76746
Multi-Family with 2 - 4 Units	Ducted Heat Pump	HI	<1940	0	1	0	0	0	0	0	0	52	484136
Multi-Family with 2 - 4 Units	Ducted Heating	HI	<1940	0.333526	0	0	0	0.246473	0.42	0	0	20	299550
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	HI	<1940	0	0	0	1	0	0	0	0	5	34138.9
Multi-Family with 2 - 4 Units	Non-Ducted Heating	HI	<1940	0	0	0	0	0.452688	0.547312	0	0	35	321119
Multi-Family with 2 - 4 Units	None	HI	<1940	0.0322174	0	0	0	0.497783	0.47	2	2998.94	10	85131.4
Multi-Family with 5+ Units	Ducted Heat Pump	HI	1940-59	0	1	0	0	0	0	0	0	52	484136
Multi-Family with 5+ Units	Ducted Heating	HI	1940-59	0.333526	0	0	0	0.246473	0.42	0	0	20	192063
Multi-Family with 5+ Units	Non-Ducted Heat Pump	HI	1940-59	0	0	0	1	0	0	0	0	5	34138.9
Multi-Family with 5+ Units	Non-Ducted Heating	HI	1940-59	0	0	0	0	0.452688	0.547312	1	2375.37	52	290497
Multi-Family with 5+ Units	None	HI	1940-59	0.0322174	0	0	0	0.497783	0.47	2	3021.88	18	98468.3
Multi-Family with 5+ Units	Ducted Heat Pump	HI	1960-79	0	1	0	0	0	0	0	0	17	154436
Multi-Family with 5+ Units	Ducted Heating	HI	1960-79	0.333526	0	0	0	0.246473	0.42	2	4367.68	45	547446
Multi-Family with 5+ Units	Non-Ducted Heat Pump	HI	1960-79	0	0	0	1	0	0	0	0	9	91399.8
Multi-Family with 5+ Units	Non-Ducted Heating	HI	1960-79	0	0	0	0	0.452688	0.547312	0	0	73	724784
Multi-Family with 5+ Units	None	HI	1960-79	0.0322174	0	0	0	0.497783	0.47	34	74066.6	34	74066.6
Multi-Family with 5+ Units	Ducted Heat Pump	HI	1980-99	0	1	0	0	0	0	0	0	14	135196
Multi-Family with 5+ Units	Ducted Heating	HI	1980-99	0.333526	0	0	0	0.246473	0.42	0	0	36	488096
Multi-Family with 5+ Units	Non-Ducted Heat Pump	HI	1980-99	0	0	0	1	0	0	0	0	9	91680
Multi-Family with 5+ Units	Non-Ducted Heating	HI	1980-99	0	0	0	0	0.452688	0.547312	0	0	64	595395
Multi-Family with 5+ Units	None	HI	1980-99	0.0322174	0	0	0	0.497783	0.47	13	28138.5	13	28138.5
Multi-Family with 5+ Units	Ducted Heat Pump	HI	2000-09	0	1	0	0	0	0	0	0	11	117053
Multi-Family with 5+ Units	Ducted Heating	HI	2000-09	0.333526	0	0	0	0.246473	0.42	0	0	17	172773
Multi-Family with 5+ Units	Non-Ducted Heat Pump	HI	2000-09	0	0	0	1	0	0	0	0	20	162210
Multi-Family with 5+ Units	Non-Ducted Heating	HI	2000-09	0	0	0	0	0.452688	0.547312	0	0	25	222986
Multi-Family with 5+ Units	None	HI	2000-09	0.0322174	0	0	0	0.497783	0.47	4	8009.57	18	173580
Multi-Family with 5+ Units	Ducted Heat Pump	HI	2010s	0	1	0	0	0	0	0	0	11	117053
Multi-Family with 5+ Units	Ducted Heating	HI	2010s	0.333526	0	0	0	0.246473	0.42	0	0	14	120430
Multi-Family with 5+ Units	Non-Ducted Heat Pump	HI	2010s	0	0	0	1	0	0	0	0	20	162210
Multi-Family with 5+ Units	Non-Ducted Heating	HI	2010s	0	0	0	0	0.452688	0.547312	0	0	31	253992
Multi-Family with 5+ Units	None	HI	2010s	0.0322174	0	0	0	0.497783	0.47	6	10712.7	13	76746
Multi-Family with 5+ Units	Ducted Heat Pump	HI	<1940	0	1	0	0	0	0	0	0	52	484136
Multi-Family with 5+ Units	Ducted Heating	HI	<1940	0.333526	0	0	0	0.246473	0.42	0	0	20	299550
Multi-Family with 5+ Units	Non-Ducted Heat Pump	HI	<1940	0	0	0	1	0	0	0	0	5	34138.9
Multi-Family with 5+ Units	Non-Ducted Heating	HI	<1940	0	0	0	0	0.452688	0.547312	0	0	35	321119
Multi-Family with 5+ Units	None	HI	<1940	0.0322174	0	0	0	0.497783	0.47	1	2147.15	10	85131.4
Single-Family Attached	Ducted Heat Pump	HI	1940-59	0	1	0	0	0	0	0	0	13	76826.5
Single-Family Attached	Ducted Heating	HI	1940-59	0.333526	0	0	0	0.246473	0.42	0	0	267	1.46863e+06
Single-Family Attached	Non-Ducted Heat Pump	HI	1940-59	0	0	0	1	0	0	0	0	13	56795.6
Single-Family Attached	Non-Ducted Heating	HI	1940-59	0	0	0	0	0.452688	0.547312	0	0	87	479473
Single-Family Attached	None	HI	1940-59	0.0322174	0	0	0	0.497783	0.47	4	4013.4	33	31895.5
Single-Family Attached	Ducted Heat Pump	HI	1960-79	0	1	0	0	0	0	0	0	31	209617
Single-Family Attached	Ducted Heating	HI	1960-79	0.333526	0	0	0	0.246473	0.42	0	0	297	2.35659e+06
Single-Family Attached	Non-Ducted Heat Pump	HI	1960-79	0	0	0	1	0	0	0	0	10	56246.4
Single-Family Attached	Non-Ducted Heating	HI	1960-79	0	0	0	0	0.452688	0.547312	1	1275.11	143	786255
Single-Family Attached	None	HI	1960-79	0.0322174	0	0	0	0.497783	0.47	11	11418.2	11	11418.2
Single-Family Attached	Ducted Heat Pump	HI	1980-99	0	1	0	0	0	0	1	985.532	34	213585
Single-Family Attached	Ducted Heating	HI	1980-99	0.333526	0	0	0	0.246473	0.42	1	1262.77	320	2.43796e+06
Single-Family Attached	Non-Ducted Heat Pump	HI	1980-99	0	0	0	1	0	0	0	0	41	254095
Single-Family Attached	Non-Ducted Heating	HI	1980-99	0	0	0	0	0.452688	0.547312	0	0	107	472193
Single-Family Attached	None	HI	1980-99	0.0322174	0	0	0	0.497783	0.47	7	8968.85	64	101121
Single-Family Attached	Ducted Heat Pump	HI	2000-09	0	1	0	0	0	0	0	0	16	87905.7
Single-Family Attached	Ducted Heating	HI	2000-09	0.333526	0	0	0	0.246473	0.42	1	1248.76	171	1.15624e+06
Single-Family Attached	Non-Ducted Heat Pump	HI	2000-09	0	0	0	1	0	0	0	0	41	254095
Single-Family Attached	Non-Ducted Heating	HI	2000-09	0	0	0	0	0.452688	0.547312	0	0	50	150186
Single-Family Attached	None	HI	2000-09	0.0322174	0	0	0	0.497783	0.47	1	972.773	21	31058.2
Single-Family Attached	Ducted Heat Pump	HI	2010s	0	1	0	0	0	0	0	0	22	114163
Single-Family Attached	Ducted Heating	HI	2010s	0.333526	0	0	0	0.246473	0.42	0	0	94	526344
Single-Family Attached	Non-Ducted Heat Pump	HI	2010s	0	0	0	1	0	0	0	0	41	254095
Single-Family Attached	Non-Ducted Heating	HI	2010s	0	0	0	0	0.452688	0.547312	0	0	22	55800.6
Single-Family Attached	None	HI	2010s	0.0322174	0	0	0	0.497783	0.47	4	3889.7	14	17273.7
Single-Family Attached	Ducted Heat Pump	HI	<1940	0	1	0	0	0	0	0	0	13	100027
Single-Family Attached	Ducted Heating	HI	<1940	0.333526	0	0	0	0.246473	0.42	0	0	138	953914
Single-Family Attached	Non-Ducted Heat Pump	HI	<1940	0	0	0	1	0	0	0	0	13	105418
Single-Family Attached	Non-Ducted Heating	HI	<1940	0	0	0	0	0.452688	0.547312	0	0	44	290799
Single-Family Attached	None	HI	<1940	0.0322174	0	0	0	0.497783	0.47	1	890.874	16	21305.7
Single-Family Detached	Ducted Heat Pump	HI	1940-59	0	1	0	0	0	0	0	0	13	76826.5
Single-Family Detached	Ducted Heating	HI	1940-59	0.333526	0	0	0	0.246473	0.42	0	0	267	1.46863e+06
Single-Family Detached	Non-Ducted Heat Pump	HI	1940-59	0	0	0	1	0	0	0	0	13	56795.6
Single-Family Detached	Non-Ducted Heating	HI	1940-59	0	0	0	0	0.452688	0.547312	2	3125.69	87	479473
Single-Family Detached	None	HI	1940-59	0.0322174	0	0	0	0.497783	0.47	29	27882.1	29	27882.1
Single-Family Detached	Ducted Heat Pump	HI	1960-79	0	1	0	0	0	0	0	0	31	209617
Single-Family Detached	Ducted Heating	HI	1960-79	0.333526	0	0	0	0.246473	0.42	1	1622.5	297	2.35659e+06
Single-Family Detached	Non-Ducted Heat Pump	HI	1960-79	0	0	0	1	0	0	0	0	10	56246.4
Single-Family Detached	Non-Ducted Heating	HI	1960-79	0	0	0	0	0.452688	0.547312	2	3505.72	143	786255
Single-Family Detached	None	HI	1960-79	0.0322174	0	0	0	0.497783	0.47	51	77564.4	51	77564.4
Single-Family Detached	Ducted Heat Pump	HI	1980-99	0	1	0	0	0	0	0	0	34	213585
Single-Family Detached	Ducted Heating	HI	1980-99	0.333526	0	0	0	0.246473	0.42	0	0	320	2.43796e+06
Single-Family Detached	Non-Ducted Heat Pump	HI	1980-99	0	0	0	1	0	0	0	0	41	254095
Single-Family Detached	Non-Ducted Heating	HI	1980-99	0	0	0	0	0.452688	0.547312	2	4213.85	107	472193
Single-Family Detached	None	HI	1980-99	0.0322174	0	0	0	0.497783	0.47	57	92152.3	57	92152.3
Single-Family Detached	Ducted Heat Pump	HI	2000-09	0	1	0	0	0	0	0	0	16	87905.7
Single-Family Detached	Ducted Heating	HI	2000-09	0.333526	0	0	0	0.246473	0.42	0	0	171	1.15624e+06
Single-Family Detached	Non-Ducted Heat Pump	HI	2000-09	0	0	0	1	0	0	0	0	41	254095
Single-Family Detached	Non-Ducted Heating	HI	2000-09	0	0	0	0	0.452688	0.547312	1	1333.02	50	150186
Single-Family Detached	None	HI	2000-09	0.0322174	0	0	0	0.497783	0.47	20	30085.4	20	30085.4
Single-Family Detached	Ducted Heat Pump	HI	2010s	0	1	0	0	0	0	0	0	22	114163
Single-Family Detached	Ducted Heating	HI	2010s	0.333526	0	0	0	0.246473	0.42	0	0	94	526344
Single-Family Detached	Non-Ducted Heat Pump	HI	2010s	0	0	0	1	0	0	0	0	41	254095
Single-Family Detached	Non-Ducted Heating	HI	2010s	0	0	0	0	0.452688	0.547312	0	0	22	55800.6
Single-Family Detached	None	HI	2010s	0.0322174	0	0	0	0.497783	0.47	10	13384	10	13384
Single-Family Detached	Ducted Heat Pump	HI	<1940	0	1	0	0	0	0	0	0	13	100027
Single-Family Detached	Ducted Heating	HI	<1940	0.333526	0	0	0	0.246473	0.42	0	0	138	953914
Single-Family Detached	Non-Ducted Heat Pump	HI	<1940	0	0	0	1	0	0	0	0	13	105418
Single-Family Detached	Non-Ducted Heating	HI	<1940	0	0	0	0	0.452688	0.547312	0	0	44	290799
Single-Family Detached	None	HI	<1940	0.0322174	0	0	0	0.497783	0.47	15	20414.8	15	20414.8
Mobile Home	Ducted Heat Pump	IA	1940-59	0	1	0	0	0	0	0	0	17	127261
Mobile Home	Ducted Heating	IA	1940-59	0.861096	0	0	0	0.0429788	0.095925	0	0	368	1.02616e+06
Mobile Home	Non-Ducted Heat Pump	IA	1940-59	0	0	0	1	0	0	0	0	37	248419
Mobile Home	Non-Ducted Heating	IA	1940-59	0.297111	0	0	0	0.136726	0.566163	1	1352.37	68	128682
Mobile Home	None	IA	1940-59	0.24175	0	0	0	0.519473	0.238777	0	0	77	520210
Mobile Home	Ducted Heat Pump	IA	1960-79	0	1	0	0	0	0	0	0	14	70689.1
Mobile Home	Ducted Heating	IA	1960-79	0.157666	0	0	0	0.0158819	0.826452	4	21576.9	15	60584.8
Mobile Home	Non-Ducted Heat Pump	IA	1960-79	0	0	0	1	0	0	0	0	27	172549
Mobile Home	Non-Ducted Heating	IA	1960-79	0.324118	0	0	0	0.117827	0.558055	0	0	55	239875
Mobile Home	None	IA	1960-79	0.57481	0	0	0	0.234885	0.190305	0	0	136	786693
Mobile Home	Ducted Heat Pump	IA	1980-99	0	1	0	0	0	0	0	0	16	81215.1
Mobile Home	Ducted Heating	IA	1980-99	0.859482	0	0	0	0	0.140518	3	16088.2	22	118339
Mobile Home	Non-Ducted Heat Pump	IA	1980-99	0	0	0	1	0	0	0	0	29	179584
Mobile Home	Non-Ducted Heating	IA	1980-99	0.470609	0	0	0	0.163146	0.366244	0	0	30	109057
Mobile Home	None	IA	1980-99	0.706401	0	0	0	0.158863	0.134735	0	0	139	843203
Mobile Home	Ducted Heat Pump	IA	2000-09	0	1	0	0	0	0	1	4505.89	17	73886.3
Mobile Home	Ducted Heating	IA	2000-09	0.867871	0	0	0	0	0.132129	1	7089.63	10	50938.9
Mobile Home	Non-Ducted Heat Pump	IA	2000-09	0	0	0	1	0	0	0	0	18	79029.9
Mobile Home	Non-Ducted Heating	IA	2000-09	0.634963	0	0	0	0.0828315	0.282205	0	0	14	66679.4
Mobile Home	None	IA	2000-09	0.866578	0	0	0	0.0965782	0.0368434	0	0	115	716729
Mobile Home	Ducted Heat Pump	IA	2010s	0	1	0	0	0	0	0	0	13	58096
Mobile Home	Ducted Heating	IA	2010s	0.993972	0	0	0	0.00319542	0.00283263	0	0	109	340693
Mobile Home	Non-Ducted Heat Pump	IA	2010s	0	0	0	1	0	0	0	0	18	79029.9
Mobile Home	Non-Ducted Heating	IA	2010s	0.689999	0	0	0	0.278519	0.0314822	0	0	20	74351.4
Mobile Home	None	IA	2010s	0.866578	0	0	0	0.0965782	0.0368434	0	0	115	716729
Mobile Home	Ducted Heat Pump	IA	<1940	0	1	0	0	0	0	0	0	17	127261
Mobile Home	Ducted Heating	IA	<1940	0.778443	0	0	0	0.0372143	0.184343	0	0	223	883420
Mobile Home	Non-Ducted Heat Pump	IA	<1940	0	0	0	1	0	0	0	0	37	248419
Mobile Home	Non-Ducted Heating	IA	<1940	0.188883	0	0	0	0.131711	0.679406	1	3494.82	54	189805
Mobile Home	None	IA	<1940	0.24175	0	0	0	0.519473	0.238777	0	0	77	520210
Multi-Family with 2 - 4 Units	Ducted Heat Pump	IA	1940-59	0	1	0	0	0	0	0	0	30	290367
Multi-Family with 2 - 4 Units	Ducted Heating	IA	1940-59	0.789643	0	0	0	0.0540236	0.156333	0	0	24	79115.2
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	IA	1940-59	0	0	0	1	0	0	0	0	5	34138.9
Multi-Family with 2 - 4 Units	Non-Ducted Heating	IA	1940-59	0.147444	0	0	0	0.11387	0.738686	1	1340.06	21	59923.5
Multi-Family with 2 - 4 Units	None	IA	1940-59	0.272318	0	0	0	0.391738	0.335944	0	0	32	344131
Multi-Family with 2 - 4 Units	Ducted Heat Pump	IA	1960-79	0	1	0	0	0	0	1	6817.5	30	290367
Multi-Family with 2 - 4 Units	Ducted Heating	IA	1960-79	0.658694	0	0	0	0.258482	0.0828238	1	7643.08	14	108963
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	IA	1960-79	0	0	0	1	0	0	0	0	9	91399.8
Multi-Family with 2 - 4 Units	Non-Ducted Heating	IA	1960-79	0.128453	0	0	0	0.131324	0.740223	0	0	36	206323
Multi-Family with 2 - 4 Units	None	IA	1960-79	0.397501	0	0	0	0.24584	0.356659	0	0	92	888481
Multi-Family with 2 - 4 Units	Ducted Heat Pump	IA	1980-99	0	1	0	0	0	0	0	0	30	290367
Multi-Family with 2 - 4 Units	Ducted Heating	IA	1980-99	0.849164	0	0	0	0.0971309	0.0537055	1	6558.65	36	249357
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	IA	1980-99	0	0	0	1	0	0	0	0	9	91680
Multi-Family with 2 - 4 Units	Non-Ducted Heating	IA	1980-99	0.302708	0	0	0	0.0659165	0.631375	0	0	23	171279
Multi-Family with 2 - 4 Units	None	IA	1980-99	0.615997	0	0	0	0.244782	0.13922	0	0	84	965118
Multi-Family with 2 - 4 Units	Ducted Heat Pump	IA	2000-09	0	1	0	0	0	0	0	0	12	107574
Multi-Family with 2 - 4 Units	Ducted Heating	IA	2000-09	0.904176	0	0	0	0.0170745	0.0787492	1	3654.09	26	148134
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	IA	2000-09	0	0	0	1	0	0	0	0	20	162210
Multi-Family with 2 - 4 Units	Non-Ducted Heating	IA	2000-09	0.0605302	0	0	0	0.228331	0.711139	0	0	12	34284.1
Multi-Family with 2 - 4 Units	None	IA	2000-09	0.699014	0	0	0	0.196952	0.104034	0	0	76	725667
Multi-Family with 2 - 4 Units	Ducted Heat Pump	IA	2010s	0	1	0	0	0	0	0	0	12	107574
Multi-Family with 2 - 4 Units	Ducted Heating	IA	2010s	0.932098	0	0	0	0.0464092	0.021493	1	3826.55	27	140718
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	IA	2010s	0	0	0	1	0	0	0	0	20	162210
Multi-Family with 2 - 4 Units	Non-Ducted Heating	IA	2010s	0.0935689	0	0	0	0	0.906431	0	0	10	23870.8
Multi-Family with 2 - 4 Units	None	IA	2010s	0.699014	0	0	0	0.196952	0.104034	0	0	76	725667
Multi-Family with 2 - 4 Units	Ducted Heat Pump	IA	<1940	0	1	0	0	0	0	0	0	30	290367
Multi-Family with 2 - 4 Units	Ducted Heating	IA	<1940	0.820776	0	0	0	0.0948641	0.0843601	0	0	19	116432
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	IA	<1940	0	0	0	1	0	0	0	0	5	34138.9
Multi-Family with 2 - 4 Units	Non-Ducted Heating	IA	<1940	0.138516	0	0	0	0.278436	0.583048	1	3463.02	12	63330.5
Multi-Family with 2 - 4 Units	None	IA	<1940	0.272318	0	0	0	0.391738	0.335944	0	0	32	344131
Multi-Family with 5+ Units	Ducted Heat Pump	IA	1940-59	0	1	0	0	0	0	0	0	30	290367
Multi-Family with 5+ Units	Ducted Heating	IA	1940-59	0.809476	0	0	0	0.0689809	0.121543	1	2959.41	17	61960.5
Multi-Family with 5+ Units	Non-Ducted Heat Pump	IA	1940-59	0	0	0	1	0	0	0	0	5	34138.9
Multi-Family with 5+ Units	Non-Ducted Heating	IA	1940-59	0.306987	0	0	0	0.109087	0.583926	1	2598.49	12	28780.9
Multi-Family with 5+ Units	None	IA	1940-59	0.272318	0	0	0	0.391738	0.335944	0	0	32	344131
Multi-Family with 5+ Units	Ducted Heat Pump	IA	1960-79	0	1	0	0	0	0	0	0	30	290367
Multi-Family with 5+ Units	Ducted Heating	IA	1960-79	0.681261	0	0	0	0.0771515	0.241588	4	35551.5	21	150618
Multi-Family with 5+ Units	Non-Ducted Heat Pump	IA	1960-79	0	0	0	1	0	0	0	0	9	91399.8
Multi-Family with 5+ Units	Non-Ducted Heating	IA	1960-79	0.185449	0	0	0	0.0779561	0.736595	2	15767.5	27	142912
Multi-Family with 5+ Units	None	IA	1960-79	0.397501	0	0	0	0.24584	0.356659	0	0	92	888481
Multi-Family with 5+ Units	Ducted Heat Pump	IA	1980-99	0	1	0	0	0	0	0	0	30	290367
Multi-Family with 5+ Units	Ducted Heating	IA	1980-99	0.851345	0	0	0	0.0785904	0.070065	3	24094.2	27	191134
Multi-Family with 5+ Units	Non-Ducted Heat Pump	IA	1980-99	0	0	0	1	0	0	0	0	9	91680
Multi-Family with 5+ Units	Non-Ducted Heating	IA	1980-99	0.342549	0	0	0	0	0.657451	2	16148.4	20	154514
Multi-Family with 5+ Units	None	IA	1980-99	0.615997	0	0	0	0.244782	0.13922	0	0	84	965118
Multi-Family with 5+ Units	Ducted Heat Pump	IA	2000-09	0	1	0	0	0	0	0	0	12	107574
Multi-Family with 5+ Units	Ducted Heating	IA	2000-09	0.897463	0	0	0	0	0.102537	4	30223.1	19	113768
Multi-Family with 5+ Units	Non-Ducted Heat Pump	IA	2000-09	0	0	0	1	0	0	0	0	20	162210
Multi-Family with 5+ Units	Non-Ducted Heating	IA	2000-09	0.033891	0	0	0	0.242748	0.723361	1	7828.13	10	32248
Multi-Family with 5+ Units	None	IA	2000-09	0.699014	0	0	0	0.196952	0.104034	0	0	76	725667
Multi-Family with 5+ Units	Ducted Heat Pump	IA	2010s	0	1	0	0	0	0	0	0	12	107574
Multi-Family with 5+ Units	Ducted Heating	IA	2010s	0.923075	0	0	0	0.0525763	0.0243492	1	8525.33	22	124212
Multi-Family with 5+ Units	Non-Ducted Heat Pump	IA	2010s	0	0	0	1	0	0	0	0	20	162210
Multi-Family with 5+ Units	Non-Ducted Heating	IA	2010s	0.0935689	0	0	0	0	0.906431	0	0	10	23870.8
Multi-Family with 5+ Units	None	IA	2010s	0.699014	0	0	0	0.196952	0.104034	0	0	76	725667
Multi-Family with 5+ Units	Ducted Heat Pump	IA	<1940	0	1	0	0	0	0	0	0	30	290367
Multi-Family with 5+ Units	Ducted Heating	IA	<1940	0.852296	0	0	0	0.147704	0	1	7647.81	13	74779.3
Multi-Family with 5+ Units	Non-Ducted Heat Pump	IA	<1940	0	0	0	1	0	0	0	0	5	34138.9
Multi-Family with 5+ Units	Non-Ducted Heating	IA	<1940	0.138516	0	0	0	0.278436	0.583048	1	6715.1	12	63330.5
Multi-Family with 5+ Units	None	IA	<1940	0.272318	0	0	0	0.391738	0.335944	0	0	32	344131
Single-Family Attached	Ducted Heat Pump	IA	1940-59	0	1	0	0	0	0	0	0	17	127261
Single-Family Attached	Ducted Heating	IA	1940-59	0.793829	0	0	0	0	0.206171	2	5744.68	11	28721.7
Single-Family Attached	Non-Ducted Heat Pump	IA	1940-59	0	0	0	1	0	0	0	0	37	248419
Single-Family Attached	Non-Ducted Heating	IA	1940-59	0.297111	0	0	0	0.136726	0.566163	0	0	67	127329
Single-Family Attached	None	IA	1940-59	0.24175	0	0	0	0.519473	0.238777	0	0	77	520210
Single-Family Attached	Ducted Heat Pump	IA	1960-79	0	1	0	0	0	0	0	0	14	70689.1
Single-Family Attached	Ducted Heating	IA	1960-79	0.946254	0	0	0	0.0438982	0.00984765	3	9287.81	19	59644.9
Single-Family Attached	Non-Ducted Heat Pump	IA	1960-79	0	0	0	1	0	0	0	0	27	172549
Single-Family Attached	Non-Ducted Heating	IA	1960-79	0.330986	0	0	0	0.123697	0.545317	0	0	53	229483
Single-Family Attached	None	IA	1960-79	0.57481	0	0	0	0.234885	0.190305	0	0	136	786693
Single-Family Attached	Ducted Heat Pump	IA	1980-99	0	1	0	0	0	0	0	0	14	61775.1
Single-Family Attached	Ducted Heating	IA	1980-99	0.927246	0	0	0	0.0236533	0.0491005	9	31686	47	159699
