Dependency=Electric Vehicle Charger	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage ACS	Option=No	Option=Yes	Option=Void	source_count	source_weight	fallback_count	fallback_weight
Level 1 charger	150-200%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.726604	0.273396	0	0.00694713	42.6	0.138943	862.175
Level 1 charger	150-200%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.726604	0.273396	0	6.94713e-19	4.83844e-19	0.138943	862.175
Level 1 charger	150-200%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.726604	0.273396	0	6.94713e-19	4.83844e-19	0.138943	862.175
Level 1 charger	150-200%	Multi-Family with 2 - 4 Units	Renter	2010s	0.726604	0.273396	0	0.00694713	41.5504	0.138943	862.175
Level 1 charger	150-200%	Multi-Family with 2 - 4 Units	Renter	<1940	0.726604	0.273396	0	0.00694713	35.229	0.138943	862.175
Level 1 charger	150-200%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	0.0122596	17.6238	0.098077	612.836
Level 1 charger	150-200%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	0.0245192	167.272	0.098077	612.836
Level 1 charger	150-200%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	6.12981e-19	4.24581e-19	0.098077	612.836
Level 1 charger	150-200%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	0.0490385	305.613	0.098077	612.836
Level 1 charger	150-200%	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	0.0122596	76.7837	0.098077	612.836
Level 1 charger	150-200%	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	0.0122596	45.544	0.098077	612.836
Level 1 charger	150-200%	Multi-Family with 5+ Units	Owner	1940-59	0.518022	0.481978	0	7.53436e-05	0.121313	0.000602749	4.21844
Level 1 charger	150-200%	Multi-Family with 5+ Units	Owner	1960-79	0.518022	0.481978	0	0.000150687	1.15141	0.000602749	4.21844
Level 1 charger	150-200%	Multi-Family with 5+ Units	Owner	1980-99	0.518022	0.481978	0	3.76718e-21	2.92259e-21	0.000602749	4.21844
Level 1 charger	150-200%	Multi-Family with 5+ Units	Owner	2000-09	0.518022	0.481978	0	0.000301375	2.10367	0.000602749	4.21844
Level 1 charger	150-200%	Multi-Family with 5+ Units	Owner	2010s	0.518022	0.481978	0	7.53436e-05	0.528538	0.000602749	4.21844
Level 1 charger	150-200%	Multi-Family with 5+ Units	Owner	<1940	0.518022	0.481978	0	7.53436e-05	0.3135	0.000602749	4.21844
Level 1 charger	150-200%	Multi-Family with 5+ Units	Renter	1940-59	0.749903	0.250097	0	0.0104097	14.8207	0.0832776	515.365
Level 1 charger	150-200%	Multi-Family with 5+ Units	Renter	1960-79	0.749903	0.250097	0	0.0208194	140.668	0.0832776	515.365
Level 1 charger	150-200%	Multi-Family with 5+ Units	Renter	1980-99	0.749903	0.250097	0	5.20485e-19	3.57052e-19	0.0832776	515.365
Level 1 charger	150-200%	Multi-Family with 5+ Units	Renter	2000-09	0.749903	0.250097	0	0.0416388	257.005	0.0832776	515.365
Level 1 charger	150-200%	Multi-Family with 5+ Units	Renter	2010s	0.749903	0.250097	0	0.0104097	64.5713	0.0832776	515.365
Level 1 charger	150-200%	Multi-Family with 5+ Units	Renter	<1940	0.749903	0.250097	0	0.0104097	38.3002	0.0832776	515.365
Level 1 charger	150-200%	Single-Family Attached	Not Available	1940-59	0	0	1	0.00433036	0.87521	0.0909376	195.104
Level 1 charger	150-200%	Single-Family Attached	Not Available	1960-79	0	0	1	0.0303125	73.4572	0.0909376	195.104
Level 1 charger	150-200%	Single-Family Attached	Not Available	1980-99	0	0	1	0.0173215	28.9772	0.0909376	195.104
Level 1 charger	150-200%	Single-Family Attached	Not Available	2000-09	0	0	1	0.0129911	47.6101	0.0909376	195.104
Level 1 charger	150-200%	Single-Family Attached	Not Available	2010s	0	0	1	0.0259822	41.9229	0.0909376	195.104
Level 1 charger	150-200%	Single-Family Attached	Not Available	<1940	0	0	1	0.00433036	2.26174	0.0909376	195.104
Level 1 charger	150-200%	Single-Family Attached	Owner	1940-59	0.0143208	0.985679	0	0.00114429	0.215842	0.0240302	48.1161
Level 1 charger	150-200%	Single-Family Attached	Owner	1960-79	0.0143208	0.985679	0	0.00801006	18.1158	0.0240302	48.1161
Level 1 charger	150-200%	Single-Family Attached	Owner	1980-99	0.0143208	0.985679	0	0.00457718	7.14627	0.0240302	48.1161
Level 1 charger	150-200%	Single-Family Attached	Owner	2000-09	0.0143208	0.985679	0	0.00343288	11.7415	0.0240302	48.1161
Level 1 charger	150-200%	Single-Family Attached	Owner	2010s	0.0143208	0.985679	0	0.00686577	10.3389	0.0240302	48.1161
Level 1 charger	150-200%	Single-Family Attached	Owner	<1940	0.0143208	0.985679	0	0.00114429	0.557785	0.0240302	48.1161
Level 1 charger	150-200%	Single-Family Attached	Renter	1940-59	0.0360307	0.963969	0	0.00101994	0.221783	0.0214188	49.4405
Level 1 charger	150-200%	Single-Family Attached	Renter	1960-79	0.0360307	0.963969	0	0.00713961	18.6145	0.0214188	49.4405
Level 1 charger	150-200%	Single-Family Attached	Renter	1980-99	0.0360307	0.963969	0	0.00407978	7.34298	0.0214188	49.4405
Level 1 charger	150-200%	Single-Family Attached	Renter	2000-09	0.0360307	0.963969	0	0.00305983	12.0647	0.0214188	49.4405
Level 1 charger	150-200%	Single-Family Attached	Renter	2010s	0.0360307	0.963969	0	0.00611966	10.6235	0.0214188	49.4405
Level 1 charger	150-200%	Single-Family Attached	Renter	<1940	0.0360307	0.963969	0	0.00101994	0.573139	0.0214188	49.4405
Level 1 charger	150-200%	Single-Family Detached	Not Available	1940-59	0	0	1	0.126376	336.152	0.126376	336.152
Level 1 charger	150-200%	Single-Family Detached	Not Available	1960-79	0	0	1	0.0772296	355.002	0.0772296	355.002
Level 1 charger	150-200%	Single-Family Detached	Not Available	1980-99	0	0	1	0.0982923	511.43	0.0982923	511.43
Level 1 charger	150-200%	Single-Family Detached	Not Available	2000-09	0	0	1	0.0631879	219.186	0.0631879	219.186
Level 1 charger	150-200%	Single-Family Detached	Not Available	2010s	0	0	1	0.0386148	138.536	0.0386148	138.536
Level 1 charger	150-200%	Single-Family Detached	Not Available	<1940	0	0	1	0.087761	314.41	0.087761	314.41
Level 1 charger	150-200%	Single-Family Detached	Owner	1940-59	0.0622469	0.937753	0	0.0902601	240.814	0.0902601	240.814
Level 1 charger	150-200%	Single-Family Detached	Owner	1960-79	0.233654	0.766346	0	0.0551589	254.318	0.0551589	254.318
Level 1 charger	150-200%	Single-Family Detached	Owner	1980-99	0.0567254	0.943275	0	0.0702023	366.38	0.0702023	366.38
Level 1 charger	150-200%	Single-Family Detached	Owner	2000-09	0	1	0	0.04513	157.021	0.04513	157.021
Level 1 charger	150-200%	Single-Family Detached	Owner	2010s	0.32911	0.67089	0	0.0275795	99.2451	0.0275795	99.2451
Level 1 charger	150-200%	Single-Family Detached	Owner	<1940	0.167359	0.832641	0	0.0626806	225.238	0.0626806	225.238
Level 1 charger	150-200%	Single-Family Detached	Renter	1940-59	0.128687	0.871313	0	0.00303142	7.93137	0.00303142	7.93137
Level 1 charger	150-200%	Single-Family Detached	Renter	1960-79	0.40419	0.59581	0	0.00185254	8.37613	0.00185254	8.37613
Level 1 charger	150-200%	Single-Family Detached	Renter	1980-99	0.118014	0.881986	0	0.00235777	12.067	0.00235777	12.067
Level 1 charger	150-200%	Single-Family Detached	Renter	2000-09	0	1	0	0.00151571	5.17159	0.00151571	5.17159
Level 1 charger	150-200%	Single-Family Detached	Renter	2010s	0.521872	0.478128	0	0.000926268	3.2687	0.000926268	3.2687
Level 1 charger	150-200%	Single-Family Detached	Renter	<1940	0.309021	0.690979	0	0.00210515	7.41836	0.00210515	7.41836
Level 1 charger	200-300%	Mobile Home	Not Available	1940-59	0	0	1	2.20318e-18	1.41383e-18	3.12852	12259.5
Level 1 charger	200-300%	Mobile Home	Not Available	1960-79	0	0	1	0.0440637	247.735	3.12852	12259.5
Level 1 charger	200-300%	Mobile Home	Not Available	1980-99	0	0	1	0.0660955	197.299	3.12852	12259.5
Level 1 charger	200-300%	Mobile Home	Not Available	2000-09	0	0	1	0.0220318	16.1534	3.12852	12259.5
Level 1 charger	200-300%	Mobile Home	Not Available	2010s	0	0	1	2.20318e-18	1.41383e-18	3.12852	12259.5
Level 1 charger	200-300%	Mobile Home	Not Available	<1940	0	0	1	2.20318e-18	1.41383e-18	3.12852	12259.5
Level 1 charger	200-300%	Mobile Home	Owner	1940-59	0.0794385	0.920561	0	1.56366e-18	9.81405e-19	2.22039	8509.93
Level 1 charger	200-300%	Mobile Home	Owner	1960-79	0.0794385	0.920561	0	0.0312731	171.965	2.22039	8509.93
Level 1 charger	200-300%	Mobile Home	Owner	1980-99	0.0794385	0.920561	0	0.0469097	136.955	2.22039	8509.93
Level 1 charger	200-300%	Mobile Home	Owner	2000-09	0.0794385	0.920561	0	0.0156366	11.2128	2.22039	8509.93
Level 1 charger	200-300%	Mobile Home	Owner	2010s	0.0794385	0.920561	0	1.56366e-18	9.81405e-19	2.22039	8509.93
Level 1 charger	200-300%	Mobile Home	Owner	<1940	0.0794385	0.920561	0	1.56366e-18	9.81405e-19	2.22039	8509.93
Level 1 charger	200-300%	Mobile Home	Renter	1940-59	0.105147	0.894853	0	5.44576e-20	3.93567e-20	0.0773298	341.268
Level 1 charger	200-300%	Mobile Home	Renter	1960-79	0.105147	0.894853	0	0.00108915	6.8962	0.0773298	341.268
Level 1 charger	200-300%	Mobile Home	Renter	1980-99	0.105147	0.894853	0	0.00163373	5.49222	0.0773298	341.268
Level 1 charger	200-300%	Mobile Home	Renter	2000-09	0.105147	0.894853	0	0.000544576	0.449661	0.0773298	341.268
Level 1 charger	200-300%	Mobile Home	Renter	2010s	0.105147	0.894853	0	5.44576e-20	3.93567e-20	0.0773298	341.268
Level 1 charger	200-300%	Mobile Home	Renter	<1940	0.105147	0.894853	0	5.44576e-20	3.93567e-20	0.0773298	341.268
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	0.0376348	108.205	0.376348	2100.21
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	0.0188174	103.771	0.376348	2100.21
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	1.88174e-18	1.17861e-18	0.376348	2100.21
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	1.88174e-18	1.17861e-18	0.376348	2100.21
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	0.0188174	101.214	0.376348	2100.21
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	0.0188174	85.8158	0.376348	2100.21
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.388753	0.611247	0	0.000683837	2.23625	0.00683837	43.4046
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.388753	0.611247	0	0.000341918	2.14461	0.00683837	43.4046
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.388753	0.611247	0	3.41918e-20	2.43582e-20	0.00683837	43.4046
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.388753	0.611247	0	3.41918e-20	2.43582e-20	0.00683837	43.4046
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Owner	2010s	0.388753	0.611247	0	0.000341918	2.09178	0.00683837	43.4046
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Owner	<1940	0.388753	0.611247	0	0.000341918	1.77354	0.00683837	43.4046
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.788758	0.211242	0	0.0281514	79.3304	0.281514	1539.76
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.788758	0.211242	0	0.0140757	76.0795	0.281514	1539.76
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.788758	0.211242	0	1.40757e-18	8.64099e-19	0.281514	1539.76
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.788758	0.211242	0	1.40757e-18	8.64099e-19	0.281514	1539.76
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Renter	2010s	0.788758	0.211242	0	0.0140757	74.2051	0.281514	1539.76
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Renter	<1940	0.788758	0.211242	0	0.0140757	62.9157	0.281514	1539.76
Level 1 charger	200-300%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	0.0308949	41.1316	0.247159	1430.28
Level 1 charger	200-300%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	0.0617897	390.391	0.247159	1430.28
Level 1 charger	200-300%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	1.54474e-18	9.90916e-19	0.247159	1430.28
Level 1 charger	200-300%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	0.123579	713.259	0.247159	1430.28
Level 1 charger	200-300%	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	0.0308949	179.203	0.247159	1430.28
Level 1 charger	200-300%	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	0.0308949	106.294	0.247159	1430.28
Level 1 charger	200-300%	Multi-Family with 5+ Units	Owner	1940-59	0.518022	0.481978	0	0.000461148	0.576494	0.00368918	20.0465
Level 1 charger	200-300%	Multi-Family with 5+ Units	Owner	1960-79	0.518022	0.481978	0	0.000922296	5.47166	0.00368918	20.0465
Level 1 charger	200-300%	Multi-Family with 5+ Units	Owner	1980-99	0.518022	0.481978	0	2.30574e-20	1.38885e-20	0.00368918	20.0465
Level 1 charger	200-300%	Multi-Family with 5+ Units	Owner	2000-09	0.518022	0.481978	0	0.00184459	9.99692	0.00368918	20.0465
Level 1 charger	200-300%	Multi-Family with 5+ Units	Owner	2010s	0.518022	0.481978	0	0.000461148	2.51168	0.00368918	20.0465
Level 1 charger	200-300%	Multi-Family with 5+ Units	Owner	<1940	0.518022	0.481978	0	0.000461148	1.48979	0.00368918	20.0465
Level 1 charger	200-300%	Multi-Family with 5+ Units	Renter	1940-59	0.754005	0.245995	0	0.0238032	31.9691	0.190426	1111.67
Level 1 charger	200-300%	Multi-Family with 5+ Units	Renter	1960-79	0.754005	0.245995	0	0.0476064	303.427	0.190426	1111.67
Level 1 charger	200-300%	Multi-Family with 5+ Units	Renter	1980-99	0.754005	0.245995	0	1.19016e-18	7.70178e-19	0.190426	1111.67
Level 1 charger	200-300%	Multi-Family with 5+ Units	Renter	2000-09	0.754005	0.245995	0	0.0952129	554.372	0.190426	1111.67
Level 1 charger	200-300%	Multi-Family with 5+ Units	Renter	2010s	0.754005	0.245995	0	0.0238032	139.283	0.190426	1111.67
Level 1 charger	200-300%	Multi-Family with 5+ Units	Renter	<1940	0.754005	0.245995	0	0.0238032	82.6155	0.190426	1111.67
Level 1 charger	200-300%	Single-Family Attached	Not Available	1940-59	0	0	1	0.0183199	3.97052	0.384718	885.12
Level 1 charger	200-300%	Single-Family Attached	Not Available	1960-79	0	0	1	0.128239	333.25	0.384718	885.12
Level 1 charger	200-300%	Single-Family Attached	Not Available	1980-99	0	0	1	0.0732797	131.459	0.384718	885.12
Level 1 charger	200-300%	Single-Family Attached	Not Available	2000-09	0	0	1	0.0549597	215.99	0.384718	885.12
Level 1 charger	200-300%	Single-Family Attached	Not Available	2010s	0	0	1	0.109919	190.19	0.384718	885.12
Level 1 charger	200-300%	Single-Family Attached	Not Available	<1940	0	0	1	0.0183199	10.2607	0.384718	885.12
Level 1 charger	200-300%	Single-Family Attached	Owner	1940-59	0.0138622	0.986138	0	0.00674032	1.39262	0.141547	310.447
Level 1 charger	200-300%	Single-Family Attached	Owner	1960-79	0.0138622	0.986138	0	0.0471822	116.884	0.141547	310.447
Level 1 charger	200-300%	Single-Family Attached	Owner	1980-99	0.0138622	0.986138	0	0.0269613	46.1081	0.141547	310.447
Level 1 charger	200-300%	Single-Family Attached	Owner	2000-09	0.0138622	0.986138	0	0.020221	75.7565	0.141547	310.447
Level 1 charger	200-300%	Single-Family Attached	Owner	2010s	0.0138622	0.986138	0	0.0404419	66.7071	0.141547	310.447
Level 1 charger	200-300%	Single-Family Attached	Owner	<1940	0.0138622	0.986138	0	0.00674032	3.59885	0.141547	310.447
Level 1 charger	200-300%	Single-Family Attached	Renter	1940-59	0.029886	0.970114	0	0.00282938	0.660194	0.059417	147.172
Level 1 charger	200-300%	Single-Family Attached	Renter	1960-79	0.029886	0.970114	0	0.0198057	55.4107	0.059417	147.172
Level 1 charger	200-300%	Single-Family Attached	Renter	1980-99	0.029886	0.970114	0	0.0113175	21.8582	0.059417	147.172
Level 1 charger	200-300%	Single-Family Attached	Renter	2000-09	0.029886	0.970114	0	0.00848814	35.9136	0.059417	147.172
Level 1 charger	200-300%	Single-Family Attached	Renter	2010s	0.029886	0.970114	0	0.0169763	31.6236	0.059417	147.172
Level 1 charger	200-300%	Single-Family Attached	Renter	<1940	0.029886	0.970114	0	0.00282938	1.70609	0.059417	147.172
Level 1 charger	200-300%	Single-Family Detached	Not Available	1940-59	0	0	1	0.59122	1453.26	0.59122	1453.26
Level 1 charger	200-300%	Single-Family Detached	Not Available	1960-79	0	0	1	0.361301	1534.75	0.361301	1534.75
Level 1 charger	200-300%	Single-Family Detached	Not Available	1980-99	0	0	1	0.459838	2211.02	0.459838	2211.02
Level 1 charger	200-300%	Single-Family Detached	Not Available	2000-09	0	0	1	0.29561	947.585	0.29561	947.585
Level 1 charger	200-300%	Single-Family Detached	Not Available	2010s	0	0	1	0.180651	598.92	0.180651	598.92
Level 1 charger	200-300%	Single-Family Detached	Not Available	<1940	0	0	1	0.41057	1359.26	0.41057	1359.26
Level 1 charger	200-300%	Single-Family Detached	Owner	1940-59	0.0540625	0.945937	0	0.456329	1096.5	0.456329	1096.5
Level 1 charger	200-300%	Single-Family Detached	Owner	1960-79	0.20793	0.79207	0	0.278868	1157.99	0.278868	1157.99
Level 1 charger	200-300%	Single-Family Detached	Owner	1980-99	0.0492289	0.950771	0	0.354922	1668.24	0.354922	1668.24
Level 1 charger	200-300%	Single-Family Detached	Owner	2000-09	0	1	0	0.228164	714.964	0.228164	714.964
Level 1 charger	200-300%	Single-Family Detached	Owner	2010s	0.296949	0.703051	0	0.139434	451.893	0.139434	451.893
Level 1 charger	200-300%	Single-Family Detached	Owner	<1940	0.147529	0.852471	0	0.316895	1025.58	0.316895	1025.58
Level 1 charger	200-300%	Single-Family Detached	Renter	1940-59	0.099784	0.900216	0	0.00865425	25.0818	0.00865425	25.0818
Level 1 charger	200-300%	Single-Family Detached	Renter	1960-79	0.337369	0.662631	0	0.00528871	26.4882	0.00528871	26.4882
Level 1 charger	200-300%	Single-Family Detached	Renter	1980-99	0.0912569	0.908743	0	0.00673108	38.16	0.00673108	38.16
Level 1 charger	200-300%	Single-Family Detached	Renter	2000-09	0	1	0	0.00432713	16.3544	0.00432713	16.3544
Level 1 charger	200-300%	Single-Family Detached	Renter	2010s	0.450299	0.549701	0	0.00264435	10.3368	0.00264435	10.3368
Level 1 charger	200-300%	Single-Family Detached	Renter	<1940	0.251297	0.748703	0	0.0060099	23.4594	0.0060099	23.4594
Level 1 charger	300-400%	Mobile Home	Not Available	1940-59	0	0	1	5.47231e-19	3.76249e-19	0.777067	3262.52
Level 1 charger	300-400%	Mobile Home	Not Available	1960-79	0	0	1	0.0109446	65.9276	0.777067	3262.52
Level 1 charger	300-400%	Mobile Home	Not Available	1980-99	0	0	1	0.0164169	52.5055	0.777067	3262.52
Level 1 charger	300-400%	Mobile Home	Not Available	2000-09	0	0	1	0.00547231	4.29876	0.777067	3262.52
Level 1 charger	300-400%	Mobile Home	Not Available	2010s	0	0	1	5.47231e-19	3.76249e-19	0.777067	3262.52
Level 1 charger	300-400%	Mobile Home	Not Available	<1940	0	0	1	5.47231e-19	3.76249e-19	0.777067	3262.52
Level 1 charger	300-400%	Mobile Home	Owner	1940-59	0.060074	0.939926	0	4.39512e-19	3.10147e-19	0.624108	2689.34
Level 1 charger	300-400%	Mobile Home	Owner	1960-79	0.060074	0.939926	0	0.00879025	54.345	0.624108	2689.34
Level 1 charger	300-400%	Mobile Home	Owner	1980-99	0.060074	0.939926	0	0.0131854	43.281	0.624108	2689.34
Level 1 charger	300-400%	Mobile Home	Owner	2000-09	0.060074	0.939926	0	0.00439512	3.54353	0.624108	2689.34
Level 1 charger	300-400%	Mobile Home	Owner	2010s	0.060074	0.939926	0	4.39512e-19	3.10147e-19	0.624108	2689.34
Level 1 charger	300-400%	Mobile Home	Owner	<1940	0.060074	0.939926	0	4.39512e-19	3.10147e-19	0.624108	2689.34
Level 1 charger	300-400%	Mobile Home	Renter	1940-59	0.0518763	0.948124	0	5.81429e-21	3.1903e-21	0.00825629	27.6637
Level 1 charger	300-400%	Mobile Home	Renter	1960-79	0.0518763	0.948124	0	0.000116286	0.559015	0.00825629	27.6637
Level 1 charger	300-400%	Mobile Home	Renter	1980-99	0.0518763	0.948124	0	0.000174429	0.445206	0.00825629	27.6637
Level 1 charger	300-400%	Mobile Home	Renter	2000-09	0.0518763	0.948124	0	5.81429e-05	0.0364501	0.00825629	27.6637
Level 1 charger	300-400%	Mobile Home	Renter	2010s	0.0518763	0.948124	0	5.81429e-21	3.1903e-21	0.00825629	27.6637
Level 1 charger	300-400%	Mobile Home	Renter	<1940	0.0518763	0.948124	0	5.81429e-21	3.1903e-21	0.00825629	27.6637
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	0.0154846	44.8042	0.154846	869.628
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	0.00774232	42.9682	0.154846	869.628
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	7.74232e-19	4.88026e-19	0.154846	869.628
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	7.74232e-19	4.88026e-19	0.154846	869.628
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	0.00774232	41.9096	0.154846	869.628
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	0.00774232	35.5335	0.154846	869.628
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.485725	0.514275	0	0.000356995	0.898635	0.00356995	17.4421
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.485725	0.514275	0	0.000178498	0.86181	0.00356995	17.4421
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.485725	0.514275	0	1.78498e-20	9.78831e-21	0.00356995	17.4421
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.485725	0.514275	0	1.78498e-20	9.78831e-21	0.00356995	17.4421
