Dependency=Clothes Washer Presence	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage	Option=EnergyStar	Option=None	Option=Standard	Option=Void	source_count	source_weight	fallback_count	fallback_weight
None	100-150%	Single-Family Detached	Not Available	2010s	0	0	0	1	0.0366219	126.6	0.0366219	126.6
None	100-150%	Single-Family Detached	Not Available	<1940	0	0	0	1	0.192875	833.54	0.192875	833.54
None	100-150%	Single-Family Detached	Owner	1940s	0	1	0	0	0.123663	201.749	0.123663	201.749
None	100-150%	Single-Family Detached	Owner	1950s	0	1	0	0	0.0547875	329.515	0.0547875	329.515
None	100-150%	Single-Family Detached	Owner	1960s	0	1	0	0	0.0406993	184.204	0.0406993	184.204
None	100-150%	Single-Family Detached	Owner	1970s	0	1	0	0	0.048526	262.165	0.048526	262.165
None	100-150%	Single-Family Detached	Owner	1980s	0	1	0	0	0.048526	225.249	0.048526	225.249
None	100-150%	Single-Family Detached	Owner	1990s	0	1	0	0	0.0328725	189.082	0.0328725	189.082
None	100-150%	Single-Family Detached	Owner	2000s	0	1	0	0	0.026611	111.886	0.026611	111.886
None	100-150%	Single-Family Detached	Owner	2010s	0	1	0	0	0.0234803	79.1862	0.0234803	79.1862
None	100-150%	Single-Family Detached	Owner	<1940	0	1	0	0	0.123663	521.365	0.123663	521.365
None	100-150%	Single-Family Detached	Renter	1940s	0	1	0	0	0.00763574	14.1062	0.00763574	14.1062
None	100-150%	Single-Family Detached	Renter	1950s	0	1	0	0	0.00338292	23.0395	0.00338292	23.0395
None	100-150%	Single-Family Detached	Renter	1960s	0	1	0	0	0.00251303	12.8795	0.00251303	12.8795
None	100-150%	Single-Family Detached	Renter	1970s	0	1	0	0	0.0029963	18.3304	0.0029963	18.3304
None	100-150%	Single-Family Detached	Renter	1980s	0	1	0	0	0.0029963	15.7493	0.0029963	15.7493
None	100-150%	Single-Family Detached	Renter	1990s	0	1	0	0	0.00202975	13.2205	0.00202975	13.2205
None	100-150%	Single-Family Detached	Renter	2000s	0	1	0	0	0.00164313	7.82301	0.00164313	7.82301
None	100-150%	Single-Family Detached	Renter	2010s	0	1	0	0	0.00144982	5.53665	0.00144982	5.53665
None	100-150%	Single-Family Detached	Renter	<1940	0	1	0	0	0.00763574	36.4535	0.00763574	36.4535
None	150-200%	Mobile Home	Not Available	1940s	0	0	0	1	0.0250253	27.2151	1.26378	1770.26
None	150-200%	Mobile Home	Not Available	1950s	0	0	0	1	0.037538	349.425	0.638145	3108.22
None	150-200%	Mobile Home	Not Available	1960s	0	0	0	1	0.137639	725.711	0.137639	725.711
None	150-200%	Mobile Home	Not Available	1970s	0	0	0	1	0.200202	997.023	0.200202	997.023
None	150-200%	Mobile Home	Not Available	1980s	0	0	0	1	0.212715	1188.12	0.212715	1188.12
None	150-200%	Mobile Home	Not Available	1990s	0	0	0	1	0.162664	987.409	0.162664	987.409
None	150-200%	Mobile Home	Not Available	2000s	0	0	0	1	0.125127	537.365	0.125127	537.365
None	150-200%	Mobile Home	Not Available	2010s	0	0	0	1	0.0875886	454.04	0.312816	1070.88
None	150-200%	Mobile Home	Not Available	<1940	0	0	0	1	0.0250253	70.3301	1.26378	4574.75
None	150-200%	Mobile Home	Owner	1940s	0	1	0	0	0.0156692	17.6624	0.791297	1148.89
None	150-200%	Mobile Home	Owner	1950s	0	1	0	0	0.0235039	226.775	0.399566	2017.22
None	150-200%	Mobile Home	Owner	1960s	0	1	0	0	0.0861808	470.982	0.0861808	470.982
None	150-200%	Mobile Home	Owner	1970s	0	1	0	0	0.125354	647.062	0.125354	647.062
None	150-200%	Mobile Home	Owner	1980s	0	1	0	0	0.133189	771.079	0.133189	771.079
None	150-200%	Mobile Home	Owner	1990s	0	1	0	0	0.10185	640.823	0.10185	640.823
None	150-200%	Mobile Home	Owner	2000s	0	1	0	0	0.0783462	348.747	0.0783462	348.747
None	150-200%	Mobile Home	Owner	2010s	0	1	0	0	0.0548423	294.669	0.195865	694.993
None	150-200%	Mobile Home	Owner	<1940	0	1	0	0	0.0156692	45.6438	0.791297	2968.99
None	150-200%	Mobile Home	Renter	1940s	0	1	0	0	0.00108376	1.02848	0.0547299	66.8994
None	150-200%	Mobile Home	Renter	1950s	0	1	0	0	0.00162564	13.205	0.0276359	117.462
None	150-200%	Mobile Home	Renter	1960s	0	1	0	0	0.00596068	27.4252	0.00596068	27.4252
None	150-200%	Mobile Home	Renter	1970s	0	1	0	0	0.00867008	37.6782	0.00867008	37.6782
None	150-200%	Mobile Home	Renter	1980s	0	1	0	0	0.00921196	44.8998	0.00921196	44.8998
None	150-200%	Mobile Home	Renter	1990s	0	1	0	0	0.00704444	37.3149	0.00704444	37.3149
None	150-200%	Mobile Home	Renter	2000s	0	1	0	0	0.0054188	20.3074	0.0054188	20.3074
None	150-200%	Mobile Home	Renter	2010s	0	1	0	0	0.00379316	17.1585	0.013547	40.4693
None	150-200%	Mobile Home	Renter	<1940	0	1	0	0	0.00108376	2.65783	0.0547299	172.883
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	1940s	0	0	0	1	1.0016	1980.69	1.0016	1980.69
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	1950s	0	0	0	1	0.417335	3082.1	0.417335	3082.1
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	1960s	0	0	0	1	0.567576	3762.19	0.567576	3762.19
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	1970s	0	0	0	1	0.767896	4928.9	0.767896	4928.9
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	1980s	0	0	0	1	0.567576	4014.89	0.567576	4014.89
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	1990s	0	0	0	1	0.375601	2650.68	0.375601	2650.68
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	2000s	0	0	0	1	0.258748	1413.58	0.258748	1413.58
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	1	0.108507	476.321	0.108507	476.321
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	1	1.0016	5118.55	1.0016	5118.55
None	150-200%	Multi-Family with 2 - 4 Units	Owner	1940s	0	1	0	0	0.0076626	13.2412	0.0076626	13.2412
None	150-200%	Multi-Family with 2 - 4 Units	Owner	1950s	0	1	0	0	0.00319275	20.6044	0.00319275	20.6044
None	150-200%	Multi-Family with 2 - 4 Units	Owner	1960s	0	1	0	0	0.00434214	25.1509	0.00434214	25.1509
None	150-200%	Multi-Family with 2 - 4 Units	Owner	1970s	0	1	0	0	0.00587466	32.9506	0.00587466	32.9506
None	150-200%	Multi-Family with 2 - 4 Units	Owner	1980s	0	1	0	0	0.00434214	26.8402	0.00434214	26.8402
None	150-200%	Multi-Family with 2 - 4 Units	Owner	1990s	0	1	0	0	0.00287347	17.7203	0.00287347	17.7203
None	150-200%	Multi-Family with 2 - 4 Units	Owner	2000s	0	1	0	0	0.0019795	9.45003	0.0019795	9.45003
None	150-200%	Multi-Family with 2 - 4 Units	Owner	2010s	0	1	0	0	0.000830115	3.18429	0.000830115	3.18429
None	150-200%	Multi-Family with 2 - 4 Units	Owner	<1940	0	1	0	0	0.0076626	34.2184	0.0076626	34.2184
None	150-200%	Multi-Family with 2 - 4 Units	Renter	1940s	0	1	0	0	0.833655	1670.04	0.833655	1670.04
None	150-200%	Multi-Family with 2 - 4 Units	Renter	1950s	0	1	0	0	0.347356	2598.7	0.347356	2598.7
None	150-200%	Multi-Family with 2 - 4 Units	Renter	1960s	0	1	0	0	0.472405	3172.13	0.472405	3172.13
None	150-200%	Multi-Family with 2 - 4 Units	Renter	1970s	0	1	0	0	0.639136	4155.85	0.639136	4155.85
None	150-200%	Multi-Family with 2 - 4 Units	Renter	1980s	0	1	0	0	0.472405	3385.19	0.472405	3385.19
None	150-200%	Multi-Family with 2 - 4 Units	Renter	1990s	0	1	0	0	0.312621	2234.95	0.312621	2234.95
None	150-200%	Multi-Family with 2 - 4 Units	Renter	2000s	0	1	0	0	0.215361	1191.87	0.215361	1191.87
None	150-200%	Multi-Family with 2 - 4 Units	Renter	2010s	0	1	0	0	0.0903126	401.615	0.0903126	401.615
None	150-200%	Multi-Family with 2 - 4 Units	Renter	<1940	0	1	0	0	0.833655	4315.76	0.833655	4315.76
None	150-200%	Multi-Family with 5+ Units	Not Available	1940s	0	0	0	1	1.37921	2751.45	1.37921	2751.45
None	150-200%	Multi-Family with 5+ Units	Not Available	1950s	0	0	0	1	0.65589	4248.14	0.65589	4248.14
None	150-200%	Multi-Family with 5+ Units	Not Available	1960s	0	0	0	1	1.22596	8067.05	1.22596	8067.05
None	150-200%	Multi-Family with 5+ Units	Not Available	1970s	0	0	0	1	1.67344	11186	1.67344	11186
None	150-200%	Multi-Family with 5+ Units	Not Available	1980s	0	0	0	1	1.08498	7366.2	1.08498	7366.2
None	150-200%	Multi-Family with 5+ Units	Not Available	1990s	0	0	0	1	0.551683	3696.96	0.551683	3696.96
None	150-200%	Multi-Family with 5+ Units	Not Available	2000s	0	0	0	1	0.521034	3244.8	0.521034	3244.8
None	150-200%	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	1	0.31262	1852.75	0.31262	1852.75
None	150-200%	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	1	1.37921	7110.37	1.37921	7110.37
None	150-200%	Multi-Family with 5+ Units	Owner	1940s	0	1	0	0	0.00847616	18.9395	0.00847616	18.9395
None	150-200%	Multi-Family with 5+ Units	Owner	1950s	0	1	0	0	0.00403089	29.2419	0.00403089	29.2419
None	150-200%	Multi-Family with 5+ Units	Owner	1960s	0	1	0	0	0.00753436	55.5292	0.00753436	55.5292
None	150-200%	Multi-Family with 5+ Units	Owner	1970s	0	1	0	0	0.0102844	76.9987	0.0102844	76.9987
None	150-200%	Multi-Family with 5+ Units	Owner	1980s	0	1	0	0	0.00666791	50.7049	0.00666791	50.7049
None	150-200%	Multi-Family with 5+ Units	Owner	1990s	0	1	0	0	0.00339046	25.4478	0.00339046	25.4478
None	150-200%	Multi-Family with 5+ Units	Owner	2000s	0	1	0	0	0.0032021	22.3354	0.0032021	22.3354
None	150-200%	Multi-Family with 5+ Units	Owner	2010s	0	1	0	0	0.00192126	12.7533	0.00192126	12.7533
None	150-200%	Multi-Family with 5+ Units	Owner	<1940	0	1	0	0	0.00847616	48.944	0.00847616	48.944
None	150-200%	Multi-Family with 5+ Units	Renter	1940s	0	1	0	0	1.17109	2313.83	1.17109	2313.83
None	150-200%	Multi-Family with 5+ Units	Renter	1950s	0	1	0	0	0.556919	3572.48	0.556919	3572.48
None	150-200%	Multi-Family with 5+ Units	Renter	1960s	0	1	0	0	1.04097	6783.99	1.04097	6783.99
None	150-200%	Multi-Family with 5+ Units	Renter	1970s	0	1	0	0	1.42092	9406.91	1.42092	9406.91
None	150-200%	Multi-Family with 5+ Units	Renter	1980s	0	1	0	0	0.921259	6194.61	0.921259	6194.61
None	150-200%	Multi-Family with 5+ Units	Renter	1990s	0	1	0	0	0.468437	3108.96	0.468437	3108.96
None	150-200%	Multi-Family with 5+ Units	Renter	2000s	0	1	0	0	0.442412	2728.71	0.442412	2728.71
None	150-200%	Multi-Family with 5+ Units	Renter	2010s	0	1	0	0	0.265447	1558.07	0.265447	1558.07
None	150-200%	Multi-Family with 5+ Units	Renter	<1940	0	1	0	0	1.17109	5979.47	1.17109	5979.47
None	150-200%	Single-Family Attached	Not Available	1940s	0	0	0	1	0.0866073	108.692	0.0866073	108.692
None	150-200%	Single-Family Attached	Not Available	1950s	0	0	0	1	0.0562947	149.028	0.0562947	149.028
None	150-200%	Single-Family Attached	Not Available	1960s	0	0	0	1	0.0866073	291.277	0.0866073	291.277
None	150-200%	Single-Family Attached	Not Available	1970s	0	0	0	1	0.0866073	249.741	0.0866073	249.741
None	150-200%	Single-Family Attached	Not Available	1980s	0	0	0	1	0.095268	309.069	0.095268	309.069
None	150-200%	Single-Family Attached	Not Available	1990s	0	0	0	1	0.0649555	237.173	0.0649555	237.173
None	150-200%	Single-Family Attached	Not Available	2000s	0	0	0	1	0.0433036	115.384	0.0433036	115.384
None	150-200%	Single-Family Attached	Not Available	2010s	0	0	0	1	0.0129911	20.892	0.0779465	199.512
None	150-200%	Single-Family Attached	Not Available	<1940	0	0	0	1	0.0866073	280.885	0.0866073	280.885
None	150-200%	Single-Family Attached	Owner	1940s	0	1	0	0	0.0228859	26.8053	0.0228859	26.8053
None	150-200%	Single-Family Attached	Owner	1950s	0	1	0	0	0.0148758	36.753	0.0148758	36.753
None	150-200%	Single-Family Attached	Owner	1960s	0	1	0	0	0.0228859	71.8341	0.0228859	71.8341
None	150-200%	Single-Family Attached	Owner	1970s	0	1	0	0	0.0228859	61.5905	0.0228859	61.5905
None	150-200%	Single-Family Attached	Owner	1980s	0	1	0	0	0.0251745	76.2217	0.0251745	76.2217
None	150-200%	Single-Family Attached	Owner	1990s	0	1	0	0	0.0171644	58.491	0.0171644	58.491
None	150-200%	Single-Family Attached	Owner	2000s	0	1	0	0	0.0114429	28.4557	0.0114429	28.4557
None	150-200%	Single-Family Attached	Owner	2010s	0	1	0	0	0.00343288	5.15233	0.0205973	49.203
None	150-200%	Single-Family Attached	Owner	<1940	0	1	0	0	0.0228859	69.271	0.0228859	69.271
None	150-200%	Single-Family Attached	Renter	1940s	0	1	0	0	0.0203989	27.5431	0.0203989	27.5431
None	150-200%	Single-Family Attached	Renter	1950s	0	1	0	0	0.0132593	37.7646	0.0132593	37.7646
None	150-200%	Single-Family Attached	Renter	1960s	0	1	0	0	0.0203989	73.8113	0.0203989	73.8113
None	150-200%	Single-Family Attached	Renter	1970s	0	1	0	0	0.0203989	63.2858	0.0203989	63.2858
None	150-200%	Single-Family Attached	Renter	1980s	0	1	0	0	0.0224388	78.3198	0.0224388	78.3198
None	150-200%	Single-Family Attached	Renter	1990s	0	1	0	0	0.0152992	60.101	0.0152992	60.101
None	150-200%	Single-Family Attached	Renter	2000s	0	1	0	0	0.0101994	29.2389	0.0101994	29.2389
None	150-200%	Single-Family Attached	Renter	2010s	0	1	0	0	0.00305983	5.29415	0.018359	50.5574
None	150-200%	Single-Family Attached	Renter	<1940	0	1	0	0	0.0203989	71.1778	0.0203989	71.1778
None	150-200%	Single-Family Detached	Not Available	1940s	0	0	0	1	0.277325	425.73	0.277325	425.73
None	150-200%	Single-Family Detached	Not Available	1950s	0	0	0	1	0.122865	695.343	0.122865	695.343
None	150-200%	Single-Family Detached	Not Available	1960s	0	0	0	1	0.0912714	388.708	0.0912714	388.708
None	150-200%	Single-Family Detached	Not Available	1970s	0	0	0	1	0.108824	553.22	0.108824	553.22
None	150-200%	Single-Family Detached	Not Available	1980s	0	0	0	1	0.108824	475.32	0.108824	475.32
None	150-200%	Single-Family Detached	Not Available	1990s	0	0	0	1	0.0737192	399	0.0737192	399
None	150-200%	Single-Family Detached	Not Available	2000s	0	0	0	1	0.0596775	236.102	0.0596775	236.102
None	150-200%	Single-Family Detached	Not Available	2010s	0	0	0	1	0.0526566	167.099	0.0526566	167.099
None	150-200%	Single-Family Detached	Not Available	<1940	0	0	0	1	0.277325	1100.18	0.277325	1100.18
None	150-200%	Single-Family Detached	Owner	1940s	0	1	0	0	0.198071	304.986	0.198071	304.986
None	150-200%	Single-Family Detached	Owner	1950s	0	1	0	0	0.0877528	498.133	0.0877528	498.133
None	150-200%	Single-Family Detached	Owner	1960s	0	1	0	0	0.0651878	278.464	0.0651878	278.464
None	150-200%	Single-Family Detached	Owner	1970s	0	1	0	0	0.0777239	396.318	0.0777239	396.318
None	150-200%	Single-Family Detached	Owner	1980s	0	1	0	0	0.0777239	340.512	0.0777239	340.512
None	150-200%	Single-Family Detached	Owner	1990s	0	1	0	0	0.0526517	285.837	0.0526517	285.837
None	150-200%	Single-Family Detached	Owner	2000s	0	1	0	0	0.0426228	169.14	0.0426228	169.14
None	150-200%	Single-Family Detached	Owner	2010s	0	1	0	0	0.0376084	119.707	0.0376084	119.707
None	150-200%	Single-Family Detached	Owner	<1940	0	1	0	0	0.198071	788.155	0.198071	788.155
None	150-200%	Single-Family Detached	Renter	1940s	0	1	0	0	0.00665229	10.0449	0.00665229	10.0449
None	150-200%	Single-Family Detached	Renter	1950s	0	1	0	0	0.00294722	16.4063	0.00294722	16.4063
None	150-200%	Single-Family Detached	Renter	1960s	0	1	0	0	0.00218936	9.1714	0.00218936	9.1714
None	150-200%	Single-Family Detached	Renter	1970s	0	1	0	0	0.00261039	13.053	0.00261039	13.053
None	150-200%	Single-Family Detached	Renter	1980s	0	1	0	0	0.00261039	11.215	0.00261039	11.215
None	150-200%	Single-Family Detached	Renter	1990s	0	1	0	0	0.00176833	9.41423	0.00176833	9.41423
None	150-200%	Single-Family Detached	Renter	2000s	0	1	0	0	0.00143151	5.57073	0.00143151	5.57073
None	150-200%	Single-Family Detached	Renter	2010s	0	1	0	0	0.00126309	3.94262	0.00126309	3.94262
None	150-200%	Single-Family Detached	Renter	<1940	0	1	0	0	0.00665229	25.9584	0.00665229	25.9584
None	200-300%	Mobile Home	Not Available	1940s	0	0	0	1	0.0440637	47.2268	2.22522	3071.95
None	200-300%	Mobile Home	Not Available	1950s	0	0	0	1	0.0660955	606.363	1.12362	5393.74
None	200-300%	Mobile Home	Not Available	1960s	0	0	0	1	0.24235	1259.34	0.24235	1259.34
None	200-300%	Mobile Home	Not Available	1970s	0	0	0	1	0.35251	1730.15	0.35251	1730.15
None	200-300%	Mobile Home	Not Available	1980s	0	0	0	1	0.374541	2061.75	0.374541	2061.75
None	200-300%	Mobile Home	Not Available	1990s	0	0	0	1	0.286414	1713.47	0.286414	1713.47
None	200-300%	Mobile Home	Not Available	2000s	0	0	0	1	0.220318	932.498	0.220318	932.498
None	200-300%	Mobile Home	Not Available	2010s	0	0	0	1	0.154223	787.903	0.550796	1858.31
None	200-300%	Mobile Home	Not Available	<1940	0	0	0	1	0.0440637	122.045	2.22522	7938.64
None	200-300%	Mobile Home	Owner	1940s	0	1	0	0	0.0312731	32.7824	1.57929	2132.39
None	200-300%	Mobile Home	Owner	1950s	0	1	0	0	0.0469097	420.906	0.797464	3744.06
None	200-300%	Mobile Home	Owner	1960s	0	1	0	0	0.172002	874.168	0.172002	874.168
None	200-300%	Mobile Home	Owner	1970s	0	1	0	0	0.250185	1200.98	0.250185	1200.98
None	200-300%	Mobile Home	Owner	1980s	0	1	0	0	0.265821	1431.16	0.265821	1431.16
None	200-300%	Mobile Home	Owner	1990s	0	1	0	0	0.203275	1189.4	0.203275	1189.4
None	200-300%	Mobile Home	Owner	2000s	0	1	0	0	0.156366	647.292	0.156366	647.292
None	200-300%	Mobile Home	Owner	2010s	0	1	0	0	0.109456	546.922	0.390914	1289.94
None	200-300%	Mobile Home	Owner	<1940	0	1	0	0	0.0312731	84.7173	1.57929	5510.59
None	200-300%	Mobile Home	Renter	1940s	0	1	0	0	0.00108915	1.31465	0.0550022	85.514
None	200-300%	Mobile Home	Renter	1950s	0	1	0	0	0.00163373	16.8793	0.0277734	150.146
None	200-300%	Mobile Home	Renter	1960s	0	1	0	0	0.00599033	35.0562	0.00599033	35.0562
None	200-300%	Mobile Home	Renter	1970s	0	1	0	0	0.00871321	48.1621	0.00871321	48.1621
None	200-300%	Mobile Home	Renter	1980s	0	1	0	0	0.00925779	57.393	0.00925779	57.393
None	200-300%	Mobile Home	Renter	1990s	0	1	0	0	0.00707949	47.6978	0.00707949	47.6978
None	200-300%	Mobile Home	Renter	2000s	0	1	0	0	0.00544576	25.9579	0.00544576	25.9579
None	200-300%	Mobile Home	Renter	2010s	0	1	0	0	0.00381203	21.9328	0.0136144	51.7298
None	200-300%	Mobile Home	Renter	<1940	0	1	0	0	0.00108915	3.39736	0.0550022	220.988
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	1940s	0	0	0	1	2.25809	4068.11	2.25809	4068.11
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	1950s	0	0	0	1	0.940869	6330.28	0.940869	6330.28
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	1960s	0	0	0	1	1.27958	7727.12	1.27958	7727.12
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	1970s	0	0	0	1	1.7312	10123.4	1.7312	10123.4
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	1980s	0	0	0	1	1.27958	8246.12	1.27958	8246.12
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	1990s	0	0	0	1	0.846782	5444.2	0.846782	5444.2
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	2000s	0	0	0	1	0.583339	2903.33	0.583339	2903.33
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	1	0.244626	978.309	0.244626	978.309
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	1	2.25809	10512.9	2.25809	10512.9
None	200-300%	Multi-Family with 2 - 4 Units	Owner	1940s	0	1	0	0	0.0410302	84.0748	0.0410302	84.0748
None	200-300%	Multi-Family with 2 - 4 Units	Owner	1950s	0	1	0	0	0.0170959	130.827	0.0170959	130.827
None	200-300%	Multi-Family with 2 - 4 Units	Owner	1960s	0	1	0	0	0.0232504	159.695	0.0232504	159.695
None	200-300%	Multi-Family with 2 - 4 Units	Owner	1970s	0	1	0	0	0.0314565	209.218	0.0314565	209.218
None	200-300%	Multi-Family with 2 - 4 Units	Owner	1980s	0	1	0	0	0.0232504	170.421	0.0232504	170.421
None	200-300%	Multi-Family with 2 - 4 Units	Owner	1990s	0	1	0	0	0.0153863	112.514	0.0153863	112.514
None	200-300%	Multi-Family with 2 - 4 Units	Owner	2000s	0	1	0	0	0.0105995	60.0026	0.0105995	60.0026
None	200-300%	Multi-Family with 2 - 4 Units	Owner	2010s	0	1	0	0	0.00444494	20.2185	0.00444494	20.2185
None	200-300%	Multi-Family with 2 - 4 Units	Owner	<1940	0	1	0	0	0.0410302	217.268	0.0410302	217.268
None	200-300%	Multi-Family with 2 - 4 Units	Renter	1940s	0	1	0	0	1.68909	2982.52	1.68909	2982.52
None	200-300%	Multi-Family with 2 - 4 Units	Renter	1950s	0	1	0	0	0.703786	4641.03	0.703786	4641.03
None	200-300%	Multi-Family with 2 - 4 Units	Renter	1960s	0	1	0	0	0.957149	5665.12	0.957149	5665.12
None	200-300%	Multi-Family with 2 - 4 Units	Renter	1970s	0	1	0	0	1.29497	7421.95	1.29497	7421.95
None	200-300%	Multi-Family with 2 - 4 Units	Renter	1980s	0	1	0	0	0.957149	6045.63	0.957149	6045.63
None	200-300%	Multi-Family with 2 - 4 Units	Renter	1990s	0	1	0	0	0.633407	3991.4	0.633407	3991.4
None	200-300%	Multi-Family with 2 - 4 Units	Renter	2000s	0	1	0	0	0.436347	2128.57	0.436347	2128.57
None	200-300%	Multi-Family with 2 - 4 Units	Renter	2010s	0	1	0	0	0.182984	717.245	0.182984	717.245
None	200-300%	Multi-Family with 2 - 4 Units	Renter	<1940	0	1	0	0	1.68909	7707.53	1.68909	7707.53
None	200-300%	Multi-Family with 5+ Units	Not Available	1940s	0	0	0	1	3.47567	6421.51	3.47567	6421.51
None	200-300%	Multi-Family with 5+ Units	Not Available	1950s	0	0	0	1	1.65288	9914.59	1.65288	9914.59
None	200-300%	Multi-Family with 5+ Units	Not Available	1960s	0	0	0	1	3.08949	18827.4	3.08949	18827.4
None	200-300%	Multi-Family with 5+ Units	Not Available	1970s	0	0	0	1	4.21715	26106.7	4.21715	26106.7
None	200-300%	Multi-Family with 5+ Units	Not Available	1980s	0	0	0	1	2.7342	17191.7	2.7342	17191.7
None	200-300%	Multi-Family with 5+ Units	Not Available	1990s	0	0	0	1	1.39027	8628.2	1.39027	8628.2
None	200-300%	Multi-Family with 5+ Units	Not Available	2000s	0	0	0	1	1.31303	7572.92	1.31303	7572.92
None	200-300%	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	1	0.787819	4324.07	0.787819	4324.07
None	200-300%	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	1	3.47567	16594.7	3.47567	16594.7
None	200-300%	Multi-Family with 5+ Units	Owner	1940s	0	1	0	0	0.0518791	90.0028	0.0518791	90.0028
None	200-300%	Multi-Family with 5+ Units	Owner	1950s	0	1	0	0	0.0246714	138.961	0.0246714	138.961
None	200-300%	Multi-Family with 5+ Units	Owner	1960s	0	1	0	0	0.0461148	263.882	0.0461148	263.882
None	200-300%	Multi-Family with 5+ Units	Owner	1970s	0	1	0	0	0.0629467	365.908	0.0629467	365.908
None	200-300%	Multi-Family with 5+ Units	Owner	1980s	0	1	0	0	0.0408116	240.956	0.0408116	240.956
None	200-300%	Multi-Family with 5+ Units	Owner	1990s	0	1	0	0	0.0207517	120.931	0.0207517	120.931
None	200-300%	Multi-Family with 5+ Units	Owner	2000s	0	1	0	0	0.0195988	106.141	0.0195988	106.141
None	200-300%	Multi-Family with 5+ Units	Owner	2010s	0	1	0	0	0.0117593	60.6054	0.0117593	60.6054
