Building,ASHRAE IECC Climate Zone 2004,Bathroom Spot Vent Hour,County and PUMA,AIANNH Area,CEC Climate Zone,City,County,AHS Region,ASHRAE IECC Climate Zone 2004 - Sub-CZ Split,Building America Climate Zone,Dehumidifier,Door Area,Doors,Eaves,Electric Vehicle Battery,Electric Vehicle Miles Traveled,Energystar Climate Zone 2023,Generation And Emissions Assessment Region,Ground Thermal Conductivity,HVAC System Is Faulted,HVAC System Is Scaled,Holiday Lighting,Hot Water Distribution,ISO RTO Region,Interior Shading,Lighting Interior Use,Lighting Other Use,Mechanical Ventilation,Metropolitan and Micropolitan Statistical Area,County Metro Status,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Natural Ventilation,Orientation,Overhangs,PUMA,Geometry Building Type ACS,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Building Type RECS,Cooling Setpoint Has Offset,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Corridor,Neighbors,PUMA Metro Status,REEDS Balancing Area,Radiant Barrier,Range Spot Vent Hour,State,Census Division,Census Division RECS,Census Region,Custom State,Lighting,Location Region,Plug Loads,Usage Level,Clothes Dryer Usage Level,Clothes Washer Usage Level,Cooking Range Usage Level,Dishwasher Usage Level,Hot Water Fixtures,Plug Load Diversity,Refrigerator Usage Level,Vacancy Status,Ceiling Fan,Has PV,Battery,PV Orientation,PV System Size,Tenure,Vintage,Heating Fuel,HVAC Heating Type,HVAC Secondary Heating Fuel,HVAC Secondary Heating Type,HVAC Secondary Heating Efficiency,HVAC Secondary Heating Partial Space Conditioning,Vintage ACS,Geometry Foundation Type,HVAC Cooling Type,Cooling Setpoint,HVAC Has Shared System,HVAC Cooling Efficiency,HVAC Cooling Autosizing Factor,HVAC Has Ducts,HVAC Heating Efficiency,HVAC Has Zonal Electric Heating,HVAC Heating Autosizing Factor,HVAC Heating Type And Fuel,HVAC Shared Efficiencies,HVAC System Single Speed AC Airflow,HVAC System Single Speed AC Charge,HVAC System Single Speed ASHP Airflow,HVAC System Single Speed ASHP Charge,Heating Setpoint,Heating Setpoint Has Offset,Heating Setpoint Offset Magnitude,Heating Setpoint Offset Period,Income,Income RECS2015,Income RECS2020,Geometry Floor Area,Bedrooms,Geometry Floor Area Bin,Geometry Stories,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Horizontal Location MF,Geometry Building Type Height,Geometry Stories Low Rise,Geometry Attic Type,Geometry Garage,Geometry Space Combination,Duct Location,Duct Leakage and Insulation,Geometry Story Bin,Geometry Wall Type,Geometry Wall Exterior Finish,HVAC Cooling Partial Space Conditioning,Infiltration,Insulation Ceiling,Insulation Floor,Insulation Foundation Wall,Insulation Rim Joist,Insulation Roof,Insulation Slab,Insulation Wall,Misc Well Pump,Occupants,Area Median Income,Federal Poverty Level,Clothes Washer Presence,Clothes Dryer,Clothes Washer,Cooking Range,Cooling Unavailable Days,Dishwasher,Electric Vehicle Charge At Home,Electric Vehicle Ownership,Electric Vehicle Charger,Electric Vehicle Outlet Access,Heating Unavailable Days,Household Has Tribal Persons,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Refrigerator,Roof Material,State Metro Median Income,Water Heater Fuel,Water Heater Efficiency,Water Heater In Unit,Water Heater Location,Window Areas,Windows
510614,3C,Hour6,"G0600750, G06007503",No,3,"CA, San Francisco","CA, San Francisco County","CBSA San Francisco-Oakland-Hayward, CA",3C,Marine,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",7000,North-Central,CAISO,0.8,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"San Francisco-Oakland-Hayward, CA MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",East,None,"CA, 07503",20 to 49 Unit,None,None,Multi-Family with 5+ Units,Yes,9F,Day Setup -2h,Double-Loaded Interior,7,"In metro area, principal city",9,None,Hour17,CA,Pacific,Pacific,West,Others,100% LED,CR11,91%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,90% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1940s,Electricity,Non-Ducted Heating,None,None,None,0%,1940-59,Slab,Room AC,68F,Heating Only,"Room AC, EER 12.0",None,No,Shared Heating,No,None,Electricity Shared Heating,"Boiler Baseboards Heating Only, Electricity",None,None,None,None,72F,Yes,6F,Night -4h,<10000,<20000,<20000,500-749,3,0-1499,7,Middle,36,Left,"Multi-Family with 5+ Units, 4-7 Stories",4+,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",None,None,<8,Wood Frame,"Stucco, Light",20% Conditioned,30 ACH50,None,None,None,None,"Finished, R-30",Uninsulated,"Wood Stud, Uninsulated",None,8,0-30%,0-100%,None,None,None,Electric Resistance,Never,None,0-19%,No,None,No,Never,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",0-30%,Natural Gas,Natural Gas Premium,No,Conditioned Mechanical Room,F18 B18 L18 R18,"Single, Clear, Metal"
45366,5B,Hour6,"G4900570, G49057002",No,None,"UT, Ogden","UT, Weber County",Non-CBSA Mountain,5B,Cold,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 200 mile range",5000,Northern,Northern Grid South,1.1,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Ogden-Clearfield, UT MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",North,None,"UT, 57002",10 to 19 Unit,None,None,Multi-Family with 5+ Units,Yes,2F,Day Setup +1h,Double-Loaded Interior,27,"In metro area, not/partially in principal city",25,None,Hour0,UT,Mountain,Mountain North,West,Others,100% CFL,CR05,105%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,<1940,Electricity,Non-Ducted Heating,None,None,None,0%,<1940,Slab,Room AC,70F,Heating Only,"Room AC, EER 10.7",None,No,Shared Heating,No,None,Electricity Shared Heating,"Boiler Baseboards Heating Only, Electricity",None,None,None,None,68F,No,0F,None,15000-19999,<20000,<20000,750-999,1,0-1499,5,Bottom,16,Left,"Multi-Family with 5+ Units, 4-7 Stories",4+,None,None,"Multi-Family with 5+ Units Bottom Unit, Slab, No Attic, No Garage",None,None,<8,Brick,None,40% Conditioned,10 ACH50,None,None,None,None,"Finished, R-30",Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",None,1,30-60%,150-200%,None,None,None,Gas,1 week,318 Rated kWh,100%,No,None,No,Never,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",30-60%,Electricity,Electric Standard,No,Conditioned Mechanical Room,F30 B30 L30 R30,"Single, Clear, Non-metal"
465215,2A,Hour13,"G4802010, G48004635",No,None,Not in a census Place,"TX, Harris County","CBSA Houston-The Woodlands-Sugar Land, TX","2A - TX, LA",Hot-Humid,None,20 ft^2,Fiberglass,2 ft,"Midsize, Battery Electric Vehicle, 300 mile range",13000,Southern,ERCOT,1.1,No,No,No Exterior Use,Uninsulated,ERCOT,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Houston-The Woodlands-Sugar Land, TX MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",Southwest,None,"TX, 04635",Single-Family Attached,144,Middle,Single-Family Attached,Yes,2F,Day and Night Setup -5h,Not Applicable,27,"In metro area, not/partially in principal city",67,No,Hour11,TX,West South Central,West South Central,South,Others,100% LED,CR09,100%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Renter,1980s,Electricity,Non-Ducted Heating,None,None,None,0%,1980-99,Slab,Central AC,72F,None,"AC, SEER 13",None,Yes,"Electric Baseboard, 100% Efficiency",Yes,None,Electricity Baseboard,None,None,None,None,None,70F,Yes,3F,Day,50000-59999,40000-59999,40000-59999,750-999,2,0-1499,2,None,None,None,Single-Family Attached,2,Vented Attic,None,"Single-Family Attached, Slab, Vented Attic, No Garage",Attic,"30% Leakage to Outside, R-4",<8,Brick,None,100% Conditioned,15 ACH50,R-13,None,None,None,"Unfinished, Uninsulated",Uninsulated,"Brick, 12-in, 3-wythe, R-11",None,2,80-100%,300-400%,Yes,Electric,EnergyStar,Electric Resistance,1 week,290 Rated kWh,80-99%,No,None,No,Never,No,None,"EF 12, National Average",None,None,None,None,EF 17.6,Composition Shingles,80-100%,Electricity,Electric Standard,Yes,Living Space,F9 B9 L9 R9,"Double, Clear, Metal, Air"
254289,6A,Hour5,"G3300070, G33000100",No,None,In another census Place,"NH, Coos County",Non-CBSA New England,6A,Cold,None,20 ft^2,Fiberglass,2 ft,"Midsize, Battery Electric Vehicle, 300 mile range",7000,Northern,ISONE,1.4,No,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Berlin, NH-VT MicroSA",Non-Metropolitan,None,None,None,"Cooling Season, 7 days/wk",Northeast,None,"NH, 00100",20 to 49 Unit,None,None,Multi-Family with 5+ Units,Yes,2F,Day Setup and Night Setback,Double-Loaded Interior,12,Not/partially in metro area,130,None,Hour15,NH,New England,New England,Northeast,Others,100% Incandescent,CR03,94%,Low,80% Usage,80% Usage,80% Usage,80% Usage,70% Usage,50%,95% Usage,Occupied,None,No,None,None,None,Renter,1950s,Natural Gas,Ducted Heating,None,None,None,0%,1940-59,Slab,None,75F,None,None,None,Yes,"Fuel Furnace, 80% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,76F,Yes,3F,Night -4h,<10000,<20000,<20000,500-749,1,0-1499,6,Bottom,30,Right,"Multi-Family with 5+ Units, 4-7 Stories",4+,None,None,"Multi-Family with 5+ Units Bottom Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Wood, Medium/Dark",None,20 ACH50,None,None,None,None,"Finished, Uninsulated",Uninsulated,"Wood Stud, Uninsulated",Typical Efficiency,1,0-30%,0-100%,None,None,None,None,Never,None,0-19%,No,None,No,Never,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",0-30%,Electricity,Electric Standard,No,Conditioned Mechanical Room,F18 B18 L18 R18,"Single, Clear, Non-metal"
121541,5A,Hour4,"G1800390, G18000500",No,None,Not in a census Place,"IN, Elkhart County",Non-CBSA East North Central,5A,Cold,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 200 mile range",9000,Northern,MISO Central,1.1,No,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Elkhart-Goshen, IN MSA",Metropolitan,None,None,Gas Lighting,"Cooling Season, 7 days/wk",West,None,"IN, 00500",Single-Family Attached,16,Middle,Single-Family Attached,Yes,2F,Night Setup +4h,Not Applicable,7,"In metro area, not/partially in principal city",105,No,Hour12,IN,East North Central,East North Central,Midwest,Others,100% CFL,CR04,104%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,90% Usage,100%,100% Usage,Vacant,"Standard Efficiency, No usage",No,None,None,None,Not Available,1950s,Natural Gas,Ducted Heating,None,None,None,0%,1940-59,Slab,Central AC,75F,None,"AC, SEER 15",None,Yes,"Fuel Furnace, 92.5% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,55F,Yes,6F,Day -1h,Not Available,Not Available,Not Available,2000-2499,4,1500-2499,1,None,None,None,Single-Family Attached,1,Vented Attic,None,"Single-Family Attached, Slab, Vented Attic, No Garage",Attic,"20% Leakage to Outside, R-4",<8,Wood Frame,"Vinyl, Light",100% Conditioned,15 ACH50,R-38,None,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, Uninsulated",None,0,Not Available,Not Available,Yes,Electric,Standard,Electric Resistance,Never,318 Rated kWh,80-99%,No,None,Yes,Never,Not Available,None,None,None,None,None,None,EF 19.9,Wood Shingles,Not Available,Electricity,Electric Standard,Yes,Living Space,F6 B6 L6 R6,"Single, Clear, Non-metal"
495743,3B,Hour7,"G0600370, G06003729",No,8,"CA, Los Angeles","CA, Los Angeles County","CBSA Los Angeles-Long Beach-Anaheim, CA",3B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,"Pickup, Battery Electric Vehicle, 300 mile range",5000,South-Central,CAISO,0.8,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Los Angeles-Long Beach-Anaheim, CA MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",North,None,"CA, 03729",50 or more Unit,None,None,Multi-Family with 5+ Units,Yes,5F,Night Setback +4h,Double-Loaded Interior,12,"In metro area, principal city",10,None,Hour17,CA,Pacific,Pacific,West,Others,100% CFL,CR11,91%,High,120% Usage,120% Usage,120% Usage,120% Usage,120% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1970s,Natural Gas,Ducted Heating,None,None,None,0%,1960-79,Slab,None,76F,Heating Only,None,None,No,Shared Heating,No,None,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,72F,Yes,12F,Day -3h,15000-19999,<20000,<20000,500-749,1,0-1499,13,Middle,116,Middle,"Multi-Family with 5+ Units, 8+ Stories",4+,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",None,None,8+,Steel Frame,"Vinyl, Light",None,20 ACH50,None,None,None,None,"Finished, R-30",Uninsulated,"Wood Stud, Uninsulated",None,1,0-30%,100-150%,None,None,None,Gas,Never,None,0-19%,No,None,No,Never,No,None,None,None,None,None,None,EF 10.2,"Asphalt Shingles, Medium",0-30%,Natural Gas,Natural Gas Premium,Yes,Living Space,F30 B30 L30 R30,"Single, Clear, Non-metal"
62668,6A,Hour5,"G2700530, G27001408",No,None,"MN, Edina","MN, Hennepin County",Non-CBSA West North Central,6A,Cold,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 200 mile range",1000,Northern,MISO North,1.4,No,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",North,None,"MN, 01408",50 or more Unit,None,None,Multi-Family with 5+ Units,Yes,2F,Day and Night Setup,Double-Loaded Interior,27,"In metro area, not/partially in principal city",43,None,Hour12,MN,West North Central,West North Central,Midwest,Others,100% LED,CR02,86%,Low,80% Usage,80% Usage,80% Usage,80% Usage,80% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,2010s,Natural Gas,Ducted Heating,None,None,None,0%,2010s,Slab,Central AC,70F,Heating and Cooling,Shared Cooling,None,No,Shared Heating,No,None,Natural Gas Shared Heating,"Fan Coil Heating and Cooling, Fuel",None,None,None,None,75F,Yes,3F,Day +3h,80000-99999,80000-99999,60000-99999,1000-1499,2,0-1499,20,Middle,116,Left,"Multi-Family with 5+ Units, 8+ Stories",4+,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",None,None,8+,Steel Frame,"Vinyl, Light",100% Conditioned,10 ACH50,None,None,None,None,"Finished, R-13","2ft R10 Perimeter, Vertical","Wood Stud, R-19",None,1,100-120%,400%+,Yes,Electric,Standard,Electric Resistance,Never,318 Rated kWh,0-19%,No,None,No,Never,No,None,None,None,None,None,None,EF 19.9,"Asphalt Shingles, Medium",100-120%,Natural Gas,Natural Gas Premium,No,Conditioned Mechanical Room,F30 B30 L30 R30,"Double, Low-E, Non-metal, Air, M-Gain"
297319,7AK,Hour12,"G0200200, G02000101",No,None,"AK, Anchorage","AK, Anchorage Municipality",Non-CBSA Pacific,7AK,Very Cold,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",13000,Northern,None,1.1,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Anchorage, AK MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",West,None,"AK, 00101",Single-Family Attached,7,Middle,Single-Family Attached,No,0F,None,Not Applicable,7,"In metro area, principal city",None,No,Hour11,AK,Pacific,Pacific,West,AK,100% CFL,CRAK,96%,High,120% Usage,120% Usage,120% Usage,120% Usage,130% Usage,200%,105% Usage,Occupied,None,No,None,None,None,Renter,1970s,Natural Gas,Ducted Heating,Natural Gas,Non-Ducted Heating,"Fuel Boiler, 90% AFUE",40%,1960-79,Vented Crawlspace,None,75F,None,None,None,Yes,"Fuel Furnace, 80% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,67F,Yes,6F,Night,100000-119999,100000-119999,100000-149999,2000-2499,3,1500-2499,1,None,None,None,Single-Family Attached,1,Vented Attic,None,"Single-Family Attached, Vented Crawlspace, Vented Attic, No Garage",Crawlspace,"20% Leakage to Outside, Uninsulated",<8,Wood Frame,"Wood, Medium/Dark",None,6 ACH50,R-19,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, R-11",None,5,100-120%,300-400%,Yes,Electric,EnergyStar,Gas,Never,None,80-99%,No,None,No,Never,No,None,"EF 12, National Average",None,None,None,None,EF 17.6,"Tile, Clay or Ceramic",120-150%,Natural Gas,Natural Gas Standard,Yes,Living Space,F6 B6 L6 R6,"Double, Clear, Non-metal, Air"
310091,3C,Hour11,"G0600850, G06008502",No,4,"CA, Sunnyvale","CA, Santa Clara County",Non-CBSA Pacific,3C,Marine,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 200 mile range",1000,South-Central,CAISO,1.1,No,No,No Exterior Use,Uninsulated,CAISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"San Jose-Sunnyvale-Santa Clara, CA MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",Southeast,None,"CA, 08502",Single-Family Detached,None,None,Single-Family Detached,Yes,9F,Day Setup -4h,Not Applicable,Left/Right at 15ft,"In metro area, principal city",9,No,Hour18,CA,Pacific,Pacific,West,Others,100% LED,CR11,94%,High,120% Usage,120% Usage,120% Usage,120% Usage,120% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1980s,Natural Gas,Ducted Heating,None,None,None,0%,1980-99,Slab,Central AC,65F,None,"AC, SEER 10",None,Yes,"Fuel Furnace, 92.5% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,70F,Yes,3F,Day and Night +3h,200000+,140000+,150000+,2000-2499,4,1500-2499,1,None,None,None,Single-Family Detached,1,Vented Attic,2 Car,"Single-Family Detached, Slab, Vented Attic, 2 Car Garage",Attic,"20% Leakage to Outside, R-4",<8,Wood Frame,"Stucco, Light",100% Conditioned,8 ACH50,R-30,None,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, R-11",None,10+,150%+,300-400%,Yes,Electric,Standard,Electric Resistance,Never,290 Rated kWh,40-59%,No,None,Yes,Never,No,None,"EF 12, National Average",Electricity,None,None,None,EF 21.9,Composition Shingles,150%+,Natural Gas,Natural Gas Premium,Yes,Garage,F15 B15 L15 R15,"Double, Low-E, Non-metal, Air, M-Gain"
102171,1A,Hour4,"G1200860, G12008613",No,None,"FL, Miami","FL, Miami-Dade County","CBSA Miami-Fort Lauderdale-West Palm Beach, FL",1A - FL,Hot-Humid,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",15000,Southern,FRCC,1.1,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",Northwest,None,"FL, 08613",50 or more Unit,None,None,Multi-Family with 5+ Units,Yes,2F,Day and Night Setup +1h,Double-Loaded Interior,27,"In metro area, principal city",102,None,Hour17,FL,South Atlantic,South Atlantic,South,Others,100% Incandescent,CR09,106%,High,120% Usage,120% Usage,120% Usage,120% Usage,130% Usage,200%,105% Usage,Occupied,None,No,None,None,None,Renter,2000s,Electricity,Ducted Heat Pump,None,None,None,0%,2000-09,Slab,Ducted Heat Pump,72F,None,Ducted Heat Pump,None,Yes,"ASHP, SEER 13, 7.7 HSPF",No,None,Electricity ASHP,None,None,None,None,None,75F,No,0F,None,100000-119999,100000-119999,100000-149999,2000-2499,3,1500-2499,8,Middle,183,Middle,"Multi-Family with 5+ Units, 8+ Stories",4+,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",8+,Steel Frame,"Fiber-Cement, Light",100% Conditioned,10 ACH50,None,None,None,None,"Finished, R-30",Uninsulated,"Wood Stud, R-19",None,4,120-150%,400%+,Yes,Electric,EnergyStar,Electric Resistance,Never,290 Rated kWh,0-19%,No,None,No,Never,No,None,None,None,None,None,None,EF 19.9,"Asphalt Shingles, Medium",120-150%,Electricity,Electric Premium,Yes,Living Space,F30 B30 L30 R30,"Double, Clear, Metal, Air"
530037,3B,Hour0,"G0600730, G06007315",No,7,"CA, San Diego","CA, San Diego County",Non-CBSA Pacific,3B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 200 mile range",9000,South-Central,CAISO,1.4,No,No,No Exterior Use,Uninsulated,CAISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"San Diego-Carlsbad, CA MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",South,None,"CA, 07315",Single-Family Detached,None,None,Single-Family Detached,Yes,5F,Day Setup +4h,Not Applicable,Left/Right at 15ft,"In metro area, principal city",11,No,Hour7,CA,Pacific,Pacific,West,Others,100% Incandescent,CR11,94%,Low,80% Usage,80% Usage,80% Usage,80% Usage,60% Usage,50%,95% Usage,Occupied,Standard Efficiency,Yes,None,West,11.0 kWDC,Owner,1960s,Natural Gas,Ducted Heating,None,None,None,0%,1960-79,Slab,None,76F,None,None,None,Yes,"Fuel Furnace, 76% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,72F,No,0F,None,200000+,140000+,150000+,1500-1999,3,1500-2499,1,None,None,None,Single-Family Detached,1,Unvented Attic,None,"Single-Family Detached, Slab, Unvented Attic, No Garage",Attic,"10% Leakage to Outside, R-4",<8,Wood Frame,"Vinyl, Light",None,7 ACH50,R-19,None,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, Uninsulated",None,3,150%+,400%+,Yes,Gas,Standard,Gas,Never,318 Rated kWh,100%,Yes,Level 1 charger,Yes,Never,No,EF 17.6,None,None,Has Pool,Natural Gas,1.0 HP Pump,EF 17.6,"Asphalt Shingles, Medium",150%+,Natural Gas,Natural Gas Standard,Yes,Living Space,F15 B15 L15 R15,"Double, Clear, Metal, Air"
137557,3B,Hour17,"G0600710, G06007102",No,14,"CA, Victorville","CA, San Bernardino County","CBSA Riverside-San Bernardino-Ontario, CA",3B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",7000,South-Central,CAISO,1.1,No,No,No Exterior Use,Uninsulated,CAISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Riverside-San Bernardino-Ontario, CA MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",Southeast,None,"CA, 07102",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",10,No,Hour12,CA,Pacific,Pacific,West,Others,100% CFL,CR11,94%,Low,80% Usage,80% Usage,80% Usage,80% Usage,80% Usage,50%,95% Usage,Occupied,Standard Efficiency,Yes,None,Northeast,13.0 kWDC,Owner,2000s,Natural Gas,Ducted Heating,None,None,None,0%,2000-09,Slab,Central AC,78F,None,"AC, SEER 13",None,Yes,"Fuel Furnace, 80% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,72F,Yes,6F,Night +5h,120000-139999,120000-139999,100000-149999,3000-3999,5,2500-3999,1,None,None,None,Single-Family Detached,1,None,3 Car,"Single-Family Detached, Slab, No Attic, 3 Car Garage",Garage,"30% Leakage to Outside, R-8",<8,Wood Frame,"Stucco, Light",100% Conditioned,5 ACH50,None,None,None,None,"Finished, R-38",Uninsulated,"Wood Stud, R-11",None,4,150%+,400%+,Yes,Gas,Standard,Gas,Never,318 Rated kWh,100%,No,None,Yes,Never,No,EF 19.9,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",150%+,Natural Gas,Natural Gas Premium,Yes,Garage,F12 B12 L12 R12,"Double, Clear, Metal, Air"
392049,4B,Hour23,"G0600090, G06000300",No,16,In another census Place,"CA, Calaveras County",Non-CBSA Pacific,4B,Mixed-Dry,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",9000,North-Central,CAISO,1.4,No,No,No Exterior Use,Uninsulated,CAISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,Non-Metropolitan,None,None,None,"Cooling Season, 7 days/wk",Southeast,None,"CA, 00300",Single-Family Detached,None,None,Single-Family Detached,Yes,5F,Day and Night Setup +4h,Not Applicable,Left/Right at 15ft,Not/partially in metro area,9,No,Hour16,CA,Pacific,Pacific,West,Others,100% LED,CR11,94%,High,120% Usage,120% Usage,120% Usage,120% Usage,200% Usage,200%,105% Usage,Occupied,None,No,None,None,None,Owner,1940s,Wood,Non-Ducted Heating,None,None,None,0%,1940-59,Slab,None,72F,None,None,None,No,"Fuel Wall/Floor Furnace, 60% AFUE",No,None,Other Fuel Fuel Wall/Floor Furnace,None,None,None,None,None,68F,Yes,3F,Night +4h,140000-159999,140000+,150000+,2000-2499,3,1500-2499,1,None,None,None,Single-Family Detached,1,Vented Attic,1 Car,"Single-Family Detached, Slab, Vented Attic, 1 Car Garage",None,None,<8,Wood Frame,"Stucco, Light",None,20 ACH50,R-13,None,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, Uninsulated",None,3,150%+,400%+,Yes,Electric,EnergyStar,Electric Resistance,Never,290 Rated kWh,100%,No,None,No,Never,No,EF 17.6,None,None,None,None,None,EF 19.9,Composition Shingles,150%+,Propane,Propane Premium,Yes,Living Space,F9 B9 L9 R9,"Triple, Low-E, Non-metal, Air, L-Gain"
